ContentsCode_kode,år_kode,geografi_kode,kjønn_kode,aldersgruppe_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,kjønn_navn,aldersgruppe_navn,statistikkvariabel_navn,verdi
EliminatedValue,3,30103,0,0,0,ok-sos001,2015,Sagene,Begge kjønn,Alder i alt,Antall mottakere av AAP,1556
EliminatedValue,3,30103,0,1,0,ok-sos001,2015,Sagene,Begge kjønn,Under 30,Antall mottakere av AAP,303
EliminatedValue,3,30103,0,2,0,ok-sos001,2015,Sagene,Begge kjønn,30-39,Antall mottakere av AAP,394
EliminatedValue,3,30103,0,3,0,ok-sos001,2015,Sagene,Begge kjønn,40-49,Antall mottakere av AAP,382
EliminatedValue,3,30103,0,4,0,ok-sos001,2015,Sagene,Begge kjønn,50-59,Antall mottakere av AAP,349
EliminatedValue,3,30103,0,5,0,ok-sos001,2015,Sagene,Begge kjønn,60+,Antall mottakere av AAP,128
EliminatedValue,3,30103,1,0,0,ok-sos001,2015,Sagene,Menn,Alder i alt,Antall mottakere av AAP,727
EliminatedValue,3,30103,1,1,0,ok-sos001,2015,Sagene,Menn,Under 30,Antall mottakere av AAP,125
EliminatedValue,3,30103,1,2,0,ok-sos001,2015,Sagene,Menn,30-39,Antall mottakere av AAP,172
EliminatedValue,3,30103,1,3,0,ok-sos001,2015,Sagene,Menn,40-49,Antall mottakere av AAP,188
EliminatedValue,3,30103,1,4,0,ok-sos001,2015,Sagene,Menn,50-59,Antall mottakere av AAP,175
EliminatedValue,3,30103,1,5,0,ok-sos001,2015,Sagene,Menn,60+,Antall mottakere av AAP,67
EliminatedValue,3,30103,2,0,0,ok-sos001,2015,Sagene,Kvinner,Alder i alt,Antall mottakere av AAP,829
EliminatedValue,3,30103,2,1,0,ok-sos001,2015,Sagene,Kvinner,Under 30,Antall mottakere av AAP,178
EliminatedValue,3,30103,2,2,0,ok-sos001,2015,Sagene,Kvinner,30-39,Antall mottakere av AAP,222
EliminatedValue,3,30103,2,3,0,ok-sos001,2015,Sagene,Kvinner,40-49,Antall mottakere av AAP,194
EliminatedValue,3,30103,2,4,0,ok-sos001,2015,Sagene,Kvinner,50-59,Antall mottakere av AAP,174
EliminatedValue,3,30103,2,5,0,ok-sos001,2015,Sagene,Kvinner,60+,Antall mottakere av AAP,61
EliminatedValue,3,30104,0,0,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,Alder i alt,Antall mottakere av AAP,1184
EliminatedValue,3,30104,0,1,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,Under 30,Antall mottakere av AAP,276
EliminatedValue,3,30104,0,2,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,30-39,Antall mottakere av AAP,342
EliminatedValue,3,30104,0,3,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,40-49,Antall mottakere av AAP,247
EliminatedValue,3,30104,0,4,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,50-59,Antall mottakere av AAP,231
EliminatedValue,3,30104,0,5,0,ok-sos001,2015,St. Hanshaugen,Begge kjønn,60+,Antall mottakere av AAP,88
EliminatedValue,3,30104,1,0,0,ok-sos001,2015,St. Hanshaugen,Menn,Alder i alt,Antall mottakere av AAP,518
EliminatedValue,3,30104,1,1,0,ok-sos001,2015,St. Hanshaugen,Menn,Under 30,Antall mottakere av AAP,102
EliminatedValue,3,30104,1,2,0,ok-sos001,2015,St. Hanshaugen,Menn,30-39,Antall mottakere av AAP,153
EliminatedValue,3,30104,1,3,0,ok-sos001,2015,St. Hanshaugen,Menn,40-49,Antall mottakere av AAP,123
EliminatedValue,3,30104,1,4,0,ok-sos001,2015,St. Hanshaugen,Menn,50-59,Antall mottakere av AAP,105
EliminatedValue,3,30104,1,5,0,ok-sos001,2015,St. Hanshaugen,Menn,60+,Antall mottakere av AAP,35
EliminatedValue,3,30104,2,0,0,ok-sos001,2015,St. Hanshaugen,Kvinner,Alder i alt,Antall mottakere av AAP,666
EliminatedValue,3,30104,2,1,0,ok-sos001,2015,St. Hanshaugen,Kvinner,Under 30,Antall mottakere av AAP,174
EliminatedValue,3,30104,2,2,0,ok-sos001,2015,St. Hanshaugen,Kvinner,30-39,Antall mottakere av AAP,189
EliminatedValue,3,30104,2,3,0,ok-sos001,2015,St. Hanshaugen,Kvinner,40-49,Antall mottakere av AAP,124
EliminatedValue,3,30104,2,4,0,ok-sos001,2015,St. Hanshaugen,Kvinner,50-59,Antall mottakere av AAP,126
EliminatedValue,3,30104,2,5,0,ok-sos001,2015,St. Hanshaugen,Kvinner,60+,Antall mottakere av AAP,53
EliminatedValue,3,30105,0,0,0,ok-sos001,2015,Frogner,Begge kjønn,Alder i alt,Antall mottakere av AAP,1475
EliminatedValue,3,30105,0,1,0,ok-sos001,2015,Frogner,Begge kjønn,Under 30,Antall mottakere av AAP,295
EliminatedValue,3,30105,0,2,0,ok-sos001,2015,Frogner,Begge kjønn,30-39,Antall mottakere av AAP,308
EliminatedValue,3,30105,0,3,0,ok-sos001,2015,Frogner,Begge kjønn,40-49,Antall mottakere av AAP,366
EliminatedValue,3,30105,0,4,0,ok-sos001,2015,Frogner,Begge kjønn,50-59,Antall mottakere av AAP,337
EliminatedValue,3,30105,0,5,0,ok-sos001,2015,Frogner,Begge kjønn,60+,Antall mottakere av AAP,169
EliminatedValue,3,30105,1,0,0,ok-sos001,2015,Frogner,Menn,Alder i alt,Antall mottakere av AAP,612
EliminatedValue,3,30105,1,1,0,ok-sos001,2015,Frogner,Menn,Under 30,Antall mottakere av AAP,112
EliminatedValue,3,30105,1,2,0,ok-sos001,2015,Frogner,Menn,30-39,Antall mottakere av AAP,128
EliminatedValue,3,30105,1,3,0,ok-sos001,2015,Frogner,Menn,40-49,Antall mottakere av AAP,159
EliminatedValue,3,30105,1,4,0,ok-sos001,2015,Frogner,Menn,50-59,Antall mottakere av AAP,144
EliminatedValue,3,30105,1,5,0,ok-sos001,2015,Frogner,Menn,60+,Antall mottakere av AAP,69
EliminatedValue,3,30105,2,0,0,ok-sos001,2015,Frogner,Kvinner,Alder i alt,Antall mottakere av AAP,863
EliminatedValue,3,30105,2,1,0,ok-sos001,2015,Frogner,Kvinner,Under 30,Antall mottakere av AAP,183
EliminatedValue,3,30105,2,2,0,ok-sos001,2015,Frogner,Kvinner,30-39,Antall mottakere av AAP,180
EliminatedValue,3,30105,2,3,0,ok-sos001,2015,Frogner,Kvinner,40-49,Antall mottakere av AAP,207
EliminatedValue,3,30105,2,4,0,ok-sos001,2015,Frogner,Kvinner,50-59,Antall mottakere av AAP,193
EliminatedValue,3,30105,2,5,0,ok-sos001,2015,Frogner,Kvinner,60+,Antall mottakere av AAP,100
EliminatedValue,3,30106,0,0,0,ok-sos001,2015,Ullern,Begge kjønn,Alder i alt,Antall mottakere av AAP,614
EliminatedValue,3,30106,0,1,0,ok-sos001,2015,Ullern,Begge kjønn,Under 30,Antall mottakere av AAP,87
EliminatedValue,3,30106,0,2,0,ok-sos001,2015,Ullern,Begge kjønn,30-39,Antall mottakere av AAP,108
EliminatedValue,3,30106,0,3,0,ok-sos001,2015,Ullern,Begge kjønn,40-49,Antall mottakere av AAP,145
EliminatedValue,3,30106,0,4,0,ok-sos001,2015,Ullern,Begge kjønn,50-59,Antall mottakere av AAP,178
EliminatedValue,3,30106,0,5,0,ok-sos001,2015,Ullern,Begge kjønn,60+,Antall mottakere av AAP,96
EliminatedValue,3,30106,1,0,0,ok-sos001,2015,Ullern,Menn,Alder i alt,Antall mottakere av AAP,251
EliminatedValue,3,30106,1,1,0,ok-sos001,2015,Ullern,Menn,Under 30,Antall mottakere av AAP,48
EliminatedValue,3,30106,1,2,0,ok-sos001,2015,Ullern,Menn,30-39,Antall mottakere av AAP,43
EliminatedValue,3,30106,1,3,0,ok-sos001,2015,Ullern,Menn,40-49,Antall mottakere av AAP,53
EliminatedValue,3,30106,1,4,0,ok-sos001,2015,Ullern,Menn,50-59,Antall mottakere av AAP,75
EliminatedValue,3,30106,1,5,0,ok-sos001,2015,Ullern,Menn,60+,Antall mottakere av AAP,32
EliminatedValue,3,30106,2,0,0,ok-sos001,2015,Ullern,Kvinner,Alder i alt,Antall mottakere av AAP,363
EliminatedValue,3,30106,2,1,0,ok-sos001,2015,Ullern,Kvinner,Under 30,Antall mottakere av AAP,39
EliminatedValue,3,30106,2,2,0,ok-sos001,2015,Ullern,Kvinner,30-39,Antall mottakere av AAP,65
EliminatedValue,3,30106,2,3,0,ok-sos001,2015,Ullern,Kvinner,40-49,Antall mottakere av AAP,92
EliminatedValue,3,30106,2,4,0,ok-sos001,2015,Ullern,Kvinner,50-59,Antall mottakere av AAP,103
EliminatedValue,3,30106,2,5,0,ok-sos001,2015,Ullern,Kvinner,60+,Antall mottakere av AAP,64
EliminatedValue,3,30107,0,0,0,ok-sos001,2015,Vestre Aker,Begge kjønn,Alder i alt,Antall mottakere av AAP,860
EliminatedValue,3,30107,0,1,0,ok-sos001,2015,Vestre Aker,Begge kjønn,Under 30,Antall mottakere av AAP,106
EliminatedValue,3,30107,0,2,0,ok-sos001,2015,Vestre Aker,Begge kjønn,30-39,Antall mottakere av AAP,151
EliminatedValue,3,30107,0,3,0,ok-sos001,2015,Vestre Aker,Begge kjønn,40-49,Antall mottakere av AAP,226
EliminatedValue,3,30107,0,4,0,ok-sos001,2015,Vestre Aker,Begge kjønn,50-59,Antall mottakere av AAP,246
EliminatedValue,3,30107,0,5,0,ok-sos001,2015,Vestre Aker,Begge kjønn,60+,Antall mottakere av AAP,131
EliminatedValue,3,30107,1,0,0,ok-sos001,2015,Vestre Aker,Menn,Alder i alt,Antall mottakere av AAP,303
EliminatedValue,3,30107,1,1,0,ok-sos001,2015,Vestre Aker,Menn,Under 30,Antall mottakere av AAP,51
EliminatedValue,3,30107,1,2,0,ok-sos001,2015,Vestre Aker,Menn,30-39,Antall mottakere av AAP,52
EliminatedValue,3,30107,1,3,0,ok-sos001,2015,Vestre Aker,Menn,40-49,Antall mottakere av AAP,66
EliminatedValue,3,30107,1,4,0,ok-sos001,2015,Vestre Aker,Menn,50-59,Antall mottakere av AAP,86
EliminatedValue,3,30107,1,5,0,ok-sos001,2015,Vestre Aker,Menn,60+,Antall mottakere av AAP,48
EliminatedValue,3,30107,2,0,0,ok-sos001,2015,Vestre Aker,Kvinner,Alder i alt,Antall mottakere av AAP,557
EliminatedValue,3,30107,2,1,0,ok-sos001,2015,Vestre Aker,Kvinner,Under 30,Antall mottakere av AAP,55
EliminatedValue,3,30107,2,2,0,ok-sos001,2015,Vestre Aker,Kvinner,30-39,Antall mottakere av AAP,99
EliminatedValue,3,30107,2,3,0,ok-sos001,2015,Vestre Aker,Kvinner,40-49,Antall mottakere av AAP,160
EliminatedValue,3,30107,2,4,0,ok-sos001,2015,Vestre Aker,Kvinner,50-59,Antall mottakere av AAP,160
EliminatedValue,3,30107,2,5,0,ok-sos001,2015,Vestre Aker,Kvinner,60+,Antall mottakere av AAP,83
EliminatedValue,3,30108,0,0,0,ok-sos001,2015,Nordre Aker,Begge kjønn,Alder i alt,Antall mottakere av AAP,969
EliminatedValue,3,30108,0,1,0,ok-sos001,2015,Nordre Aker,Begge kjønn,Under 30,Antall mottakere av AAP,182
EliminatedValue,3,30108,0,2,0,ok-sos001,2015,Nordre Aker,Begge kjønn,30-39,Antall mottakere av AAP,188
EliminatedValue,3,30108,0,3,0,ok-sos001,2015,Nordre Aker,Begge kjønn,40-49,Antall mottakere av AAP,271
EliminatedValue,3,30108,0,4,0,ok-sos001,2015,Nordre Aker,Begge kjønn,50-59,Antall mottakere av AAP,213
EliminatedValue,3,30108,0,5,0,ok-sos001,2015,Nordre Aker,Begge kjønn,60+,Antall mottakere av AAP,115
EliminatedValue,3,30108,1,0,0,ok-sos001,2015,Nordre Aker,Menn,Alder i alt,Antall mottakere av AAP,389
EliminatedValue,3,30108,1,1,0,ok-sos001,2015,Nordre Aker,Menn,Under 30,Antall mottakere av AAP,90
EliminatedValue,3,30108,1,2,0,ok-sos001,2015,Nordre Aker,Menn,30-39,Antall mottakere av AAP,80
EliminatedValue,3,30108,1,3,0,ok-sos001,2015,Nordre Aker,Menn,40-49,Antall mottakere av AAP,86
EliminatedValue,3,30108,1,4,0,ok-sos001,2015,Nordre Aker,Menn,50-59,Antall mottakere av AAP,83
EliminatedValue,3,30108,1,5,0,ok-sos001,2015,Nordre Aker,Menn,60+,Antall mottakere av AAP,50
EliminatedValue,3,30108,2,0,0,ok-sos001,2015,Nordre Aker,Kvinner,Alder i alt,Antall mottakere av AAP,580
EliminatedValue,3,30108,2,1,0,ok-sos001,2015,Nordre Aker,Kvinner,Under 30,Antall mottakere av AAP,92
EliminatedValue,3,30108,2,2,0,ok-sos001,2015,Nordre Aker,Kvinner,30-39,Antall mottakere av AAP,108
EliminatedValue,3,30108,2,3,0,ok-sos001,2015,Nordre Aker,Kvinner,40-49,Antall mottakere av AAP,185
EliminatedValue,3,30108,2,4,0,ok-sos001,2015,Nordre Aker,Kvinner,50-59,Antall mottakere av AAP,130
EliminatedValue,3,30108,2,5,0,ok-sos001,2015,Nordre Aker,Kvinner,60+,Antall mottakere av AAP,65
EliminatedValue,3,30109,0,0,0,ok-sos001,2015,Bjerke,Begge kjønn,Alder i alt,Antall mottakere av AAP,801
EliminatedValue,3,30109,0,1,0,ok-sos001,2015,Bjerke,Begge kjønn,Under 30,Antall mottakere av AAP,102
EliminatedValue,3,30109,0,2,0,ok-sos001,2015,Bjerke,Begge kjønn,30-39,Antall mottakere av AAP,168
EliminatedValue,3,30109,0,3,0,ok-sos001,2015,Bjerke,Begge kjønn,40-49,Antall mottakere av AAP,243
EliminatedValue,3,30109,0,4,0,ok-sos001,2015,Bjerke,Begge kjønn,50-59,Antall mottakere av AAP,209
EliminatedValue,3,30109,0,5,0,ok-sos001,2015,Bjerke,Begge kjønn,60+,Antall mottakere av AAP,79
EliminatedValue,3,30109,1,0,0,ok-sos001,2015,Bjerke,Menn,Alder i alt,Antall mottakere av AAP,358
EliminatedValue,3,30109,1,1,0,ok-sos001,2015,Bjerke,Menn,Under 30,Antall mottakere av AAP,51
EliminatedValue,3,30109,1,2,0,ok-sos001,2015,Bjerke,Menn,30-39,Antall mottakere av AAP,63
EliminatedValue,3,30109,1,3,0,ok-sos001,2015,Bjerke,Menn,40-49,Antall mottakere av AAP,98
EliminatedValue,3,30109,1,4,0,ok-sos001,2015,Bjerke,Menn,50-59,Antall mottakere av AAP,104
EliminatedValue,3,30109,1,5,0,ok-sos001,2015,Bjerke,Menn,60+,Antall mottakere av AAP,42
EliminatedValue,3,30109,2,0,0,ok-sos001,2015,Bjerke,Kvinner,Alder i alt,Antall mottakere av AAP,443
EliminatedValue,3,30109,2,1,0,ok-sos001,2015,Bjerke,Kvinner,Under 30,Antall mottakere av AAP,51
EliminatedValue,3,30109,2,2,0,ok-sos001,2015,Bjerke,Kvinner,30-39,Antall mottakere av AAP,105
EliminatedValue,3,30109,2,3,0,ok-sos001,2015,Bjerke,Kvinner,40-49,Antall mottakere av AAP,145
EliminatedValue,3,30109,2,4,0,ok-sos001,2015,Bjerke,Kvinner,50-59,Antall mottakere av AAP,105
EliminatedValue,3,30109,2,5,0,ok-sos001,2015,Bjerke,Kvinner,60+,Antall mottakere av AAP,37
EliminatedValue,3,30110,0,0,0,ok-sos001,2015,Grorud,Begge kjønn,Alder i alt,Antall mottakere av AAP,864
EliminatedValue,3,30110,0,1,0,ok-sos001,2015,Grorud,Begge kjønn,Under 30,Antall mottakere av AAP,111
EliminatedValue,3,30110,0,2,0,ok-sos001,2015,Grorud,Begge kjønn,30-39,Antall mottakere av AAP,178
EliminatedValue,3,30110,0,3,0,ok-sos001,2015,Grorud,Begge kjønn,40-49,Antall mottakere av AAP,272
EliminatedValue,3,30110,0,4,0,ok-sos001,2015,Grorud,Begge kjønn,50-59,Antall mottakere av AAP,207
EliminatedValue,3,30110,0,5,0,ok-sos001,2015,Grorud,Begge kjønn,60+,Antall mottakere av AAP,96
EliminatedValue,3,30110,1,0,0,ok-sos001,2015,Grorud,Menn,Alder i alt,Antall mottakere av AAP,375
EliminatedValue,3,30110,1,1,0,ok-sos001,2015,Grorud,Menn,Under 30,Antall mottakere av AAP,49
EliminatedValue,3,30110,1,2,0,ok-sos001,2015,Grorud,Menn,30-39,Antall mottakere av AAP,78
EliminatedValue,3,30110,1,3,0,ok-sos001,2015,Grorud,Menn,40-49,Antall mottakere av AAP,112
EliminatedValue,3,30110,1,4,0,ok-sos001,2015,Grorud,Menn,50-59,Antall mottakere av AAP,90
EliminatedValue,3,30110,1,5,0,ok-sos001,2015,Grorud,Menn,60+,Antall mottakere av AAP,46
EliminatedValue,3,30110,2,0,0,ok-sos001,2015,Grorud,Kvinner,Alder i alt,Antall mottakere av AAP,489
EliminatedValue,3,30110,2,1,0,ok-sos001,2015,Grorud,Kvinner,Under 30,Antall mottakere av AAP,62
EliminatedValue,3,30110,2,2,0,ok-sos001,2015,Grorud,Kvinner,30-39,Antall mottakere av AAP,100
EliminatedValue,3,30110,2,3,0,ok-sos001,2015,Grorud,Kvinner,40-49,Antall mottakere av AAP,160
EliminatedValue,3,30110,2,4,0,ok-sos001,2015,Grorud,Kvinner,50-59,Antall mottakere av AAP,117
EliminatedValue,3,30110,2,5,0,ok-sos001,2015,Grorud,Kvinner,60+,Antall mottakere av AAP,50
EliminatedValue,3,30111,0,0,0,ok-sos001,2015,Stovner,Begge kjønn,Alder i alt,Antall mottakere av AAP,823
EliminatedValue,3,30111,0,1,0,ok-sos001,2015,Stovner,Begge kjønn,Under 30,Antall mottakere av AAP,101
EliminatedValue,3,30111,0,2,0,ok-sos001,2015,Stovner,Begge kjønn,30-39,Antall mottakere av AAP,154
EliminatedValue,3,30111,0,3,0,ok-sos001,2015,Stovner,Begge kjønn,40-49,Antall mottakere av AAP,269
EliminatedValue,3,30111,0,4,0,ok-sos001,2015,Stovner,Begge kjønn,50-59,Antall mottakere av AAP,235
EliminatedValue,3,30111,0,5,0,ok-sos001,2015,Stovner,Begge kjønn,60+,Antall mottakere av AAP,64
EliminatedValue,3,30111,1,0,0,ok-sos001,2015,Stovner,Menn,Alder i alt,Antall mottakere av AAP,378
EliminatedValue,3,30111,1,1,0,ok-sos001,2015,Stovner,Menn,Under 30,Antall mottakere av AAP,53
EliminatedValue,3,30111,1,2,0,ok-sos001,2015,Stovner,Menn,30-39,Antall mottakere av AAP,56
EliminatedValue,3,30111,1,3,0,ok-sos001,2015,Stovner,Menn,40-49,Antall mottakere av AAP,116
EliminatedValue,3,30111,1,4,0,ok-sos001,2015,Stovner,Menn,50-59,Antall mottakere av AAP,120
EliminatedValue,3,30111,1,5,0,ok-sos001,2015,Stovner,Menn,60+,Antall mottakere av AAP,33
EliminatedValue,3,30111,2,0,0,ok-sos001,2015,Stovner,Kvinner,Alder i alt,Antall mottakere av AAP,445
EliminatedValue,3,30111,2,1,0,ok-sos001,2015,Stovner,Kvinner,Under 30,Antall mottakere av AAP,48
EliminatedValue,3,30111,2,2,0,ok-sos001,2015,Stovner,Kvinner,30-39,Antall mottakere av AAP,98
EliminatedValue,3,30111,2,3,0,ok-sos001,2015,Stovner,Kvinner,40-49,Antall mottakere av AAP,153
EliminatedValue,3,30111,2,4,0,ok-sos001,2015,Stovner,Kvinner,50-59,Antall mottakere av AAP,115
EliminatedValue,3,30111,2,5,0,ok-sos001,2015,Stovner,Kvinner,60+,Antall mottakere av AAP,31
EliminatedValue,3,30112,0,0,0,ok-sos001,2015,Alna,Begge kjønn,Alder i alt,Antall mottakere av AAP,2040
EliminatedValue,3,30112,0,1,0,ok-sos001,2015,Alna,Begge kjønn,Under 30,Antall mottakere av AAP,235
EliminatedValue,3,30112,0,2,0,ok-sos001,2015,Alna,Begge kjønn,30-39,Antall mottakere av AAP,425
EliminatedValue,3,30112,0,3,0,ok-sos001,2015,Alna,Begge kjønn,40-49,Antall mottakere av AAP,629
EliminatedValue,3,30112,0,4,0,ok-sos001,2015,Alna,Begge kjønn,50-59,Antall mottakere av AAP,550
EliminatedValue,3,30112,0,5,0,ok-sos001,2015,Alna,Begge kjønn,60+,Antall mottakere av AAP,201
EliminatedValue,3,30112,1,0,0,ok-sos001,2015,Alna,Menn,Alder i alt,Antall mottakere av AAP,921
EliminatedValue,3,30112,1,1,0,ok-sos001,2015,Alna,Menn,Under 30,Antall mottakere av AAP,117
EliminatedValue,3,30112,1,2,0,ok-sos001,2015,Alna,Menn,30-39,Antall mottakere av AAP,184
EliminatedValue,3,30112,1,3,0,ok-sos001,2015,Alna,Menn,40-49,Antall mottakere av AAP,244
EliminatedValue,3,30112,1,4,0,ok-sos001,2015,Alna,Menn,50-59,Antall mottakere av AAP,270
EliminatedValue,3,30112,1,5,0,ok-sos001,2015,Alna,Menn,60+,Antall mottakere av AAP,106
EliminatedValue,3,30112,2,0,0,ok-sos001,2015,Alna,Kvinner,Alder i alt,Antall mottakere av AAP,1119
EliminatedValue,3,30112,2,1,0,ok-sos001,2015,Alna,Kvinner,Under 30,Antall mottakere av AAP,118
EliminatedValue,3,30112,2,2,0,ok-sos001,2015,Alna,Kvinner,30-39,Antall mottakere av AAP,241
EliminatedValue,3,30112,2,3,0,ok-sos001,2015,Alna,Kvinner,40-49,Antall mottakere av AAP,385
EliminatedValue,3,30112,2,4,0,ok-sos001,2015,Alna,Kvinner,50-59,Antall mottakere av AAP,280
EliminatedValue,3,30112,2,5,0,ok-sos001,2015,Alna,Kvinner,60+,Antall mottakere av AAP,95
EliminatedValue,3,30113,0,0,0,ok-sos001,2015,Østensjø,Begge kjønn,Alder i alt,Antall mottakere av AAP,1482
EliminatedValue,3,30113,0,1,0,ok-sos001,2015,Østensjø,Begge kjønn,Under 30,Antall mottakere av AAP,199
EliminatedValue,3,30113,0,2,0,ok-sos001,2015,Østensjø,Begge kjønn,30-39,Antall mottakere av AAP,271
EliminatedValue,3,30113,0,3,0,ok-sos001,2015,Østensjø,Begge kjønn,40-49,Antall mottakere av AAP,400
EliminatedValue,3,30113,0,4,0,ok-sos001,2015,Østensjø,Begge kjønn,50-59,Antall mottakere av AAP,430
EliminatedValue,3,30113,0,5,0,ok-sos001,2015,Østensjø,Begge kjønn,60+,Antall mottakere av AAP,182
EliminatedValue,3,30113,1,0,0,ok-sos001,2015,Østensjø,Menn,Alder i alt,Antall mottakere av AAP,574
EliminatedValue,3,30113,1,1,0,ok-sos001,2015,Østensjø,Menn,Under 30,Antall mottakere av AAP,88
EliminatedValue,3,30113,1,2,0,ok-sos001,2015,Østensjø,Menn,30-39,Antall mottakere av AAP,95
EliminatedValue,3,30113,1,3,0,ok-sos001,2015,Østensjø,Menn,40-49,Antall mottakere av AAP,139
EliminatedValue,3,30113,1,4,0,ok-sos001,2015,Østensjø,Menn,50-59,Antall mottakere av AAP,179
EliminatedValue,3,30113,1,5,0,ok-sos001,2015,Østensjø,Menn,60+,Antall mottakere av AAP,73
EliminatedValue,3,30113,2,0,0,ok-sos001,2015,Østensjø,Kvinner,Alder i alt,Antall mottakere av AAP,908
EliminatedValue,3,30113,2,1,0,ok-sos001,2015,Østensjø,Kvinner,Under 30,Antall mottakere av AAP,111
EliminatedValue,3,30113,2,2,0,ok-sos001,2015,Østensjø,Kvinner,30-39,Antall mottakere av AAP,176
EliminatedValue,3,30113,2,3,0,ok-sos001,2015,Østensjø,Kvinner,40-49,Antall mottakere av AAP,261
EliminatedValue,3,30113,2,4,0,ok-sos001,2015,Østensjø,Kvinner,50-59,Antall mottakere av AAP,251
EliminatedValue,3,30113,2,5,0,ok-sos001,2015,Østensjø,Kvinner,60+,Antall mottakere av AAP,109
EliminatedValue,3,30114,0,0,0,ok-sos001,2015,Nordstrand,Begge kjønn,Alder i alt,Antall mottakere av AAP,1190
EliminatedValue,3,30114,0,1,0,ok-sos001,2015,Nordstrand,Begge kjønn,Under 30,Antall mottakere av AAP,193
EliminatedValue,3,30114,0,2,0,ok-sos001,2015,Nordstrand,Begge kjønn,30-39,Antall mottakere av AAP,228
EliminatedValue,3,30114,0,3,0,ok-sos001,2015,Nordstrand,Begge kjønn,40-49,Antall mottakere av AAP,299
EliminatedValue,3,30114,0,4,0,ok-sos001,2015,Nordstrand,Begge kjønn,50-59,Antall mottakere av AAP,320
EliminatedValue,3,30114,0,5,0,ok-sos001,2015,Nordstrand,Begge kjønn,60+,Antall mottakere av AAP,150
EliminatedValue,3,30114,1,0,0,ok-sos001,2015,Nordstrand,Menn,Alder i alt,Antall mottakere av AAP,448
EliminatedValue,3,30114,1,1,0,ok-sos001,2015,Nordstrand,Menn,Under 30,Antall mottakere av AAP,76
EliminatedValue,3,30114,1,2,0,ok-sos001,2015,Nordstrand,Menn,30-39,Antall mottakere av AAP,83
EliminatedValue,3,30114,1,3,0,ok-sos001,2015,Nordstrand,Menn,40-49,Antall mottakere av AAP,111
EliminatedValue,3,30114,1,4,0,ok-sos001,2015,Nordstrand,Menn,50-59,Antall mottakere av AAP,125
EliminatedValue,3,30114,1,5,0,ok-sos001,2015,Nordstrand,Menn,60+,Antall mottakere av AAP,53
EliminatedValue,3,30114,2,0,0,ok-sos001,2015,Nordstrand,Kvinner,Alder i alt,Antall mottakere av AAP,742
EliminatedValue,3,30114,2,1,0,ok-sos001,2015,Nordstrand,Kvinner,Under 30,Antall mottakere av AAP,117
EliminatedValue,3,30114,2,2,0,ok-sos001,2015,Nordstrand,Kvinner,30-39,Antall mottakere av AAP,145
EliminatedValue,3,30114,2,3,0,ok-sos001,2015,Nordstrand,Kvinner,40-49,Antall mottakere av AAP,188
EliminatedValue,3,30114,2,4,0,ok-sos001,2015,Nordstrand,Kvinner,50-59,Antall mottakere av AAP,195
EliminatedValue,3,30114,2,5,0,ok-sos001,2015,Nordstrand,Kvinner,60+,Antall mottakere av AAP,97
EliminatedValue,3,30115,0,0,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,Alder i alt,Antall mottakere av AAP,1167
EliminatedValue,3,30115,0,1,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,Under 30,Antall mottakere av AAP,158
EliminatedValue,3,30115,0,2,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,30-39,Antall mottakere av AAP,235
EliminatedValue,3,30115,0,3,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,40-49,Antall mottakere av AAP,332
EliminatedValue,3,30115,0,4,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,50-59,Antall mottakere av AAP,328
EliminatedValue,3,30115,0,5,0,ok-sos001,2015,Søndre Nordstrand,Begge kjønn,60+,Antall mottakere av AAP,114
EliminatedValue,3,30115,1,0,0,ok-sos001,2015,Søndre Nordstrand,Menn,Alder i alt,Antall mottakere av AAP,506
EliminatedValue,3,30115,1,1,0,ok-sos001,2015,Søndre Nordstrand,Menn,Under 30,Antall mottakere av AAP,75
EliminatedValue,3,30115,1,2,0,ok-sos001,2015,Søndre Nordstrand,Menn,30-39,Antall mottakere av AAP,91
EliminatedValue,3,30115,1,3,0,ok-sos001,2015,Søndre Nordstrand,Menn,40-49,Antall mottakere av AAP,121
EliminatedValue,3,30115,1,4,0,ok-sos001,2015,Søndre Nordstrand,Menn,50-59,Antall mottakere av AAP,149
EliminatedValue,3,30115,1,5,0,ok-sos001,2015,Søndre Nordstrand,Menn,60+,Antall mottakere av AAP,70
EliminatedValue,3,30115,2,0,0,ok-sos001,2015,Søndre Nordstrand,Kvinner,Alder i alt,Antall mottakere av AAP,661
EliminatedValue,3,30115,2,1,0,ok-sos001,2015,Søndre Nordstrand,Kvinner,Under 30,Antall mottakere av AAP,83
EliminatedValue,3,30115,2,2,0,ok-sos001,2015,Søndre Nordstrand,Kvinner,30-39,Antall mottakere av AAP,144
