ContentsCode_kode,år_kode,geografi_kode,alder_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,alder_navn,statistikkvariabel_navn,verdi
EliminatedValue,3,14,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,25-29 år,Antall sosialhjelpsmottakere,159
EliminatedValue,3,14,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,3,14,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,30-39 år,Antall sosialhjelpsmottakere,283
EliminatedValue,3,14,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,3,14,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,40-49 år,Antall sosialhjelpsmottakere,287
EliminatedValue,3,14,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,3,14,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,50-66 år,Antall sosialhjelpsmottakere,231
EliminatedValue,3,14,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,3,14,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Østensjø,67 år og over,Antall sosialhjelpsmottakere,19
EliminatedValue,3,15,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,3,15,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,I alt,Antall sosialhjelpsmottakere,797
EliminatedValue,3,15,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.3
EliminatedValue,3,15,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,14
EliminatedValue,3,15,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,3,15,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,20-24 år,Antall sosialhjelpsmottakere,90
EliminatedValue,3,15,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,3,15,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,25-29 år,Antall sosialhjelpsmottakere,108
EliminatedValue,3,15,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,3,15,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,30-39 år,Antall sosialhjelpsmottakere,208
EliminatedValue,3,15,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.8
EliminatedValue,3,15,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,40-49 år,Antall sosialhjelpsmottakere,200
EliminatedValue,3,15,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.6
EliminatedValue,3,15,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,50-66 år,Antall sosialhjelpsmottakere,156
EliminatedValue,3,15,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,3,15,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Nordstrand,67 år og over,Antall sosialhjelpsmottakere,21
EliminatedValue,3,16,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,5.4
EliminatedValue,3,16,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,I alt,Antall sosialhjelpsmottakere,1382
EliminatedValue,3,16,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,3,16,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,34
EliminatedValue,3,16,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.5
EliminatedValue,3,16,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,20-24 år,Antall sosialhjelpsmottakere,192
EliminatedValue,3,16,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.5
EliminatedValue,3,16,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,25-29 år,Antall sosialhjelpsmottakere,175
EliminatedValue,3,16,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,7.1
EliminatedValue,3,16,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,30-39 år,Antall sosialhjelpsmottakere,362
EliminatedValue,3,16,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.7
EliminatedValue,3,16,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,40-49 år,Antall sosialhjelpsmottakere,361
EliminatedValue,3,16,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.4
EliminatedValue,3,16,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,50-66 år,Antall sosialhjelpsmottakere,240
EliminatedValue,3,16,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.8
EliminatedValue,3,16,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2010,Bydel Søndre Nordstrand,67 år og over,Antall sosialhjelpsmottakere,18
EliminatedValue,4,0,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,I alt,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,4,0,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,I alt,Antall sosialhjelpsmottakere,17948
EliminatedValue,4,0,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,4,0,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,Under 20 år,Antall sosialhjelpsmottakere,293
EliminatedValue,4,0,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,4,0,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,20-24 år,Antall sosialhjelpsmottakere,1924
EliminatedValue,4,0,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,4,0,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,25-29 år,Antall sosialhjelpsmottakere,2372
EliminatedValue,4,0,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,4,0,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,30-39 år,Antall sosialhjelpsmottakere,4855
EliminatedValue,4,0,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.5
EliminatedValue,4,0,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,40-49 år,Antall sosialhjelpsmottakere,4686
EliminatedValue,4,0,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.3
EliminatedValue,4,0,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,50-66 år,Antall sosialhjelpsmottakere,3480
EliminatedValue,4,0,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,4,0,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Oslo i alt,67 år og over,Antall sosialhjelpsmottakere,338
EliminatedValue,4,1,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,I alt,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,4,1,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,I alt,Antall sosialhjelpsmottakere,18974
EliminatedValue,4,1,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.6
EliminatedValue,4,1,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,Under 20 år,Antall sosialhjelpsmottakere,316
EliminatedValue,4,1,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,4,1,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,20-24 år,Antall sosialhjelpsmottakere,2090
EliminatedValue,4,1,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,4,1,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,25-29 år,Antall sosialhjelpsmottakere,2537
EliminatedValue,4,1,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,4,1,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,30-39 år,Antall sosialhjelpsmottakere,5181
EliminatedValue,4,1,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,4,1,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,40-49 år,Antall sosialhjelpsmottakere,4913
EliminatedValue,4,1,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.4
EliminatedValue,4,1,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,50-66 år,Antall sosialhjelpsmottakere,3598
EliminatedValue,4,1,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,4,1,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Sum bydeler,67 år og over,Antall sosialhjelpsmottakere,339
EliminatedValue,4,2,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,I alt,Andel sosialhjelpsmottakere i befolkningen,7.3
EliminatedValue,4,2,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,I alt,Antall sosialhjelpsmottakere,2710
EliminatedValue,4,2,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,6.3
EliminatedValue,4,2,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,Under 20 år,Antall sosialhjelpsmottakere,42
EliminatedValue,4,2,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.3
EliminatedValue,4,2,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,20-24 år,Antall sosialhjelpsmottakere,255
EliminatedValue,4,2,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,4,2,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,25-29 år,Antall sosialhjelpsmottakere,369
EliminatedValue,4,2,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.1
EliminatedValue,4,2,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,30-39 år,Antall sosialhjelpsmottakere,752
EliminatedValue,4,2,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,40-49 år,Andel sosialhjelpsmottakere i befolkningen,12.2
EliminatedValue,4,2,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,40-49 år,Antall sosialhjelpsmottakere,734
EliminatedValue,4,2,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,50-66 år,Andel sosialhjelpsmottakere i befolkningen,8.4
EliminatedValue,4,2,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,50-66 år,Antall sosialhjelpsmottakere,507
EliminatedValue,4,2,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,67 år og over,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,4,2,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Gamle Oslo,67 år og over,Antall sosialhjelpsmottakere,51
EliminatedValue,4,3,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,I alt,Andel sosialhjelpsmottakere i befolkningen,4.8
EliminatedValue,4,3,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,I alt,Antall sosialhjelpsmottakere,2038
EliminatedValue,4,3,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,4,3,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,Under 20 år,Antall sosialhjelpsmottakere,27
EliminatedValue,4,3,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,4,3,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,20-24 år,Antall sosialhjelpsmottakere,180
EliminatedValue,4,3,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,4,3,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,25-29 år,Antall sosialhjelpsmottakere,277
EliminatedValue,4,3,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,4,3,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,30-39 år,Antall sosialhjelpsmottakere,569
EliminatedValue,4,3,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,40-49 år,Andel sosialhjelpsmottakere i befolkningen,8.6
EliminatedValue,4,3,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,40-49 år,Antall sosialhjelpsmottakere,522
EliminatedValue,4,3,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,50-66 år,Andel sosialhjelpsmottakere i befolkningen,7.4
EliminatedValue,4,3,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,50-66 år,Antall sosialhjelpsmottakere,419
EliminatedValue,4,3,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1.7
EliminatedValue,4,3,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grünerløkka,67 år og over,Antall sosialhjelpsmottakere,44
EliminatedValue,4,4,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,I alt,Andel sosialhjelpsmottakere i befolkningen,6.2
EliminatedValue,4,4,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,I alt,Antall sosialhjelpsmottakere,1926
EliminatedValue,4,4,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,4,4,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,Under 20 år,Antall sosialhjelpsmottakere,17
EliminatedValue,4,4,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.3
EliminatedValue,4,4,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,20-24 år,Antall sosialhjelpsmottakere,187
EliminatedValue,4,4,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,4,4,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,25-29 år,Antall sosialhjelpsmottakere,260
EliminatedValue,4,4,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.9
EliminatedValue,4,4,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,30-39 år,Antall sosialhjelpsmottakere,496
EliminatedValue,4,4,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,40-49 år,Andel sosialhjelpsmottakere i befolkningen,11.1
EliminatedValue,4,4,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,40-49 år,Antall sosialhjelpsmottakere,495
EliminatedValue,4,4,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,50-66 år,Andel sosialhjelpsmottakere i befolkningen,9.6
EliminatedValue,4,4,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,50-66 år,Antall sosialhjelpsmottakere,427
EliminatedValue,4,4,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1.9
EliminatedValue,4,4,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Sagene,67 år og over,Antall sosialhjelpsmottakere,44
EliminatedValue,4,5,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,I alt,Andel sosialhjelpsmottakere i befolkningen,4.1
EliminatedValue,4,5,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,I alt,Antall sosialhjelpsmottakere,1261
EliminatedValue,4,5,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,4,5,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,Under 20 år,Antall sosialhjelpsmottakere,10
EliminatedValue,4,5,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,4,5,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,20-24 år,Antall sosialhjelpsmottakere,179
EliminatedValue,4,5,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2.6
EliminatedValue,4,5,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,25-29 år,Antall sosialhjelpsmottakere,173
EliminatedValue,4,5,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.1
EliminatedValue,4,5,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,30-39 år,Antall sosialhjelpsmottakere,366
EliminatedValue,4,5,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.8
EliminatedValue,4,5,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,40-49 år,Antall sosialhjelpsmottakere,321
EliminatedValue,4,5,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,4,5,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,50-66 år,Antall sosialhjelpsmottakere,205
EliminatedValue,4,5,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,4,5,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel St.Hanshaugen,67 år og over,Antall sosialhjelpsmottakere,7
EliminatedValue,4,6,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,I alt,Andel sosialhjelpsmottakere i befolkningen,2.6
EliminatedValue,4,6,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,I alt,Antall sosialhjelpsmottakere,1219
EliminatedValue,4,6,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,4,6,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,Under 20 år,Antall sosialhjelpsmottakere,16
EliminatedValue,4,6,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,20-24 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,4,6,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,20-24 år,Antall sosialhjelpsmottakere,148
EliminatedValue,4,6,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2
EliminatedValue,4,6,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,25-29 år,Antall sosialhjelpsmottakere,171
EliminatedValue,4,6,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.2
EliminatedValue,4,6,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,30-39 år,Antall sosialhjelpsmottakere,343
EliminatedValue,4,6,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,4,6,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,40-49 år,Antall sosialhjelpsmottakere,291
EliminatedValue,4,6,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,4,6,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,50-66 år,Antall sosialhjelpsmottakere,223
EliminatedValue,4,6,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,4,6,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Frogner,67 år og over,Antall sosialhjelpsmottakere,27
EliminatedValue,4,7,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,I alt,Andel sosialhjelpsmottakere i befolkningen,1.4
EliminatedValue,4,7,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,I alt,Antall sosialhjelpsmottakere,344
EliminatedValue,4,7,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.4
EliminatedValue,4,7,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,Under 20 år,Antall sosialhjelpsmottakere,9
EliminatedValue,4,7,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.3
EliminatedValue,4,7,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,20-24 år,Antall sosialhjelpsmottakere,51
EliminatedValue,4,7,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,4,7,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,25-29 år,Antall sosialhjelpsmottakere,51
EliminatedValue,4,7,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,30-39 år,Andel sosialhjelpsmottakere i befolkningen,1.9
EliminatedValue,4,7,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,30-39 år,Antall sosialhjelpsmottakere,92
EliminatedValue,4,7,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,40-49 år,Andel sosialhjelpsmottakere i befolkningen,1.8
