ContentsCode_kode,år_kode,geografi_kode,alder_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,alder_navn,statistikkvariabel_navn,verdi
EliminatedValue,12,9,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,20-24 år,Antall sosialhjelpsmottakere,122
EliminatedValue,12,9,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,12,9,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,25-29 år,Antall sosialhjelpsmottakere,149
EliminatedValue,12,9,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.4
EliminatedValue,12,9,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,30-39 år,Antall sosialhjelpsmottakere,247
EliminatedValue,12,9,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,12,9,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,40-49 år,Antall sosialhjelpsmottakere,158
EliminatedValue,12,9,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.8
EliminatedValue,12,9,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,50-66 år,Antall sosialhjelpsmottakere,172
EliminatedValue,12,9,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,12,9,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordre Aker,67 år og over,Antall sosialhjelpsmottakere,17
EliminatedValue,12,10,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,I alt,Andel sosialhjelpsmottakere i befolkningen,3.3
EliminatedValue,12,10,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,I alt,Antall sosialhjelpsmottakere,1080
EliminatedValue,12,10,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.8
EliminatedValue,12,10,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,Under 20 år,Antall sosialhjelpsmottakere,18
EliminatedValue,12,10,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,12,10,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,20-24 år,Antall sosialhjelpsmottakere,111
EliminatedValue,12,10,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,12,10,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,25-29 år,Antall sosialhjelpsmottakere,107
EliminatedValue,12,10,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,12,10,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,30-39 år,Antall sosialhjelpsmottakere,271
EliminatedValue,12,10,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.2
EliminatedValue,12,10,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,40-49 år,Antall sosialhjelpsmottakere,260
EliminatedValue,12,10,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,50-66 år,Andel sosialhjelpsmottakere i befolkningen,5.2
EliminatedValue,12,10,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,50-66 år,Antall sosialhjelpsmottakere,276
EliminatedValue,12,10,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1.1
EliminatedValue,12,10,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Bjerke,67 år og over,Antall sosialhjelpsmottakere,36
EliminatedValue,12,11,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,I alt,Andel sosialhjelpsmottakere i befolkningen,4.1
EliminatedValue,12,11,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,I alt,Antall sosialhjelpsmottakere,1122
EliminatedValue,12,11,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.9
EliminatedValue,12,11,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,Under 20 år,Antall sosialhjelpsmottakere,12
EliminatedValue,12,11,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,20-24 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,12,11,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,20-24 år,Antall sosialhjelpsmottakere,97
EliminatedValue,12,11,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.9
EliminatedValue,12,11,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,25-29 år,Antall sosialhjelpsmottakere,122
EliminatedValue,12,11,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.2
EliminatedValue,12,11,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,30-39 år,Antall sosialhjelpsmottakere,268
EliminatedValue,12,11,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.6
EliminatedValue,12,11,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,40-49 år,Antall sosialhjelpsmottakere,222
EliminatedValue,12,11,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,50-66 år,Andel sosialhjelpsmottakere i befolkningen,6.2
EliminatedValue,12,11,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,50-66 år,Antall sosialhjelpsmottakere,353
EliminatedValue,12,11,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1.4
EliminatedValue,12,11,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Grorud,67 år og over,Antall sosialhjelpsmottakere,48
EliminatedValue,12,12,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,I alt,Andel sosialhjelpsmottakere i befolkningen,3.3
EliminatedValue,12,12,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,I alt,Antall sosialhjelpsmottakere,1098
EliminatedValue,12,12,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.2
EliminatedValue,12,12,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,Under 20 år,Antall sosialhjelpsmottakere,12
EliminatedValue,12,12,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,12,12,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,20-24 år,Antall sosialhjelpsmottakere,92
EliminatedValue,12,12,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,12,12,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,25-29 år,Antall sosialhjelpsmottakere,98
EliminatedValue,12,12,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.2
EliminatedValue,12,12,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,30-39 år,Antall sosialhjelpsmottakere,272
EliminatedValue,12,12,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,12,12,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,40-49 år,Antall sosialhjelpsmottakere,274
EliminatedValue,12,12,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.9
EliminatedValue,12,12,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,50-66 år,Antall sosialhjelpsmottakere,309
EliminatedValue,12,12,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.9
EliminatedValue,12,12,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Stovner,67 år og over,Antall sosialhjelpsmottakere,41
EliminatedValue,12,13,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,I alt,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,12,13,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,I alt,Antall sosialhjelpsmottakere,1419
EliminatedValue,12,13,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,12,13,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,Under 20 år,Antall sosialhjelpsmottakere,27
EliminatedValue,12,13,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.4
EliminatedValue,12,13,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,20-24 år,Antall sosialhjelpsmottakere,122
EliminatedValue,12,13,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,12,13,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,25-29 år,Antall sosialhjelpsmottakere,162
EliminatedValue,12,13,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,12,13,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,30-39 år,Antall sosialhjelpsmottakere,374
EliminatedValue,12,13,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.8
EliminatedValue,12,13,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,40-49 år,Antall sosialhjelpsmottakere,333
EliminatedValue,12,13,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,12,13,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,50-66 år,Antall sosialhjelpsmottakere,338
EliminatedValue,12,13,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1
EliminatedValue,12,13,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Alna,67 år og over,Antall sosialhjelpsmottakere,63
EliminatedValue,12,14,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,I alt,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,12,14,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,I alt,Antall sosialhjelpsmottakere,1094
EliminatedValue,12,14,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1
EliminatedValue,12,14,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,Under 20 år,Antall sosialhjelpsmottakere,11
EliminatedValue,12,14,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,12,14,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,20-24 år,Antall sosialhjelpsmottakere,84
EliminatedValue,12,14,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,12,14,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,25-29 år,Antall sosialhjelpsmottakere,117
EliminatedValue,12,14,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,12,14,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,30-39 år,Antall sosialhjelpsmottakere,275
EliminatedValue,12,14,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,40-49 år,Andel sosialhjelpsmottakere i befolkningen,3.4
EliminatedValue,12,14,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,40-49 år,Antall sosialhjelpsmottakere,272
EliminatedValue,12,14,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,12,14,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,50-66 år,Antall sosialhjelpsmottakere,295
EliminatedValue,12,14,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.6
EliminatedValue,12,14,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Østensjø,67 år og over,Antall sosialhjelpsmottakere,40
EliminatedValue,12,15,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,12,15,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,I alt,Antall sosialhjelpsmottakere,756
EliminatedValue,12,15,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.2
EliminatedValue,12,15,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,14
EliminatedValue,12,15,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,12,15,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,20-24 år,Antall sosialhjelpsmottakere,72
EliminatedValue,12,15,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,12,15,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,25-29 år,Antall sosialhjelpsmottakere,92
EliminatedValue,12,15,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,2.5
EliminatedValue,12,15,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,30-39 år,Antall sosialhjelpsmottakere,182
EliminatedValue,12,15,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,12,15,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,40-49 år,Antall sosialhjelpsmottakere,184
EliminatedValue,12,15,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.7
EliminatedValue,12,15,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,50-66 år,Antall sosialhjelpsmottakere,182
EliminatedValue,12,15,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,12,15,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Nordstrand,67 år og over,Antall sosialhjelpsmottakere,30
EliminatedValue,12,16,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,12,16,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,I alt,Antall sosialhjelpsmottakere,1455
EliminatedValue,12,16,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,12,16,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,17
EliminatedValue,12,16,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,12,16,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,20-24 år,Antall sosialhjelpsmottakere,114
EliminatedValue,12,16,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,12,16,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,25-29 år,Antall sosialhjelpsmottakere,140
EliminatedValue,12,16,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.8
EliminatedValue,12,16,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,30-39 år,Antall sosialhjelpsmottakere,392
EliminatedValue,12,16,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,12,16,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,40-49 år,Antall sosialhjelpsmottakere,354
EliminatedValue,12,16,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,5
EliminatedValue,12,16,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,50-66 år,Antall sosialhjelpsmottakere,402
EliminatedValue,12,16,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1
EliminatedValue,12,16,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2019,Bydel Søndre Nordstrand,67 år og over,Antall sosialhjelpsmottakere,36
EliminatedValue,13,0,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,I alt,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,13,0,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,I alt,Antall sosialhjelpsmottakere,20181
EliminatedValue,13,0,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,13,0,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,Under 20 år,Antall sosialhjelpsmottakere,293
EliminatedValue,13,0,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,13,0,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,20-24 år,Antall sosialhjelpsmottakere,2196
EliminatedValue,13,0,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,13,0,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,25-29 år,Antall sosialhjelpsmottakere,2582
EliminatedValue,13,0,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,13,0,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,30-39 år,Antall sosialhjelpsmottakere,5001
EliminatedValue,13,0,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,13,0,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,40-49 år,Antall sosialhjelpsmottakere,4390
EliminatedValue,13,0,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,13,0,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,50-66 år,Antall sosialhjelpsmottakere,5052
EliminatedValue,13,0,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.9
EliminatedValue,13,0,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Oslo i alt,67 år og over,Antall sosialhjelpsmottakere,667
EliminatedValue,13,1,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,I alt,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,13,1,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,I alt,Antall sosialhjelpsmottakere,20181
EliminatedValue,13,1,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,13,1,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,Under 20 år,Antall sosialhjelpsmottakere,293
EliminatedValue,13,1,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,13,1,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,20-24 år,Antall sosialhjelpsmottakere,2196
EliminatedValue,13,1,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,13,1,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,25-29 år,Antall sosialhjelpsmottakere,2582
EliminatedValue,13,1,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,13,1,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,30-39 år,Antall sosialhjelpsmottakere,5001
EliminatedValue,13,1,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,13,1,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,40-49 år,Antall sosialhjelpsmottakere,4390
EliminatedValue,13,1,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,13,1,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,50-66 år,Antall sosialhjelpsmottakere,5052
EliminatedValue,13,1,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.9
EliminatedValue,13,1,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Sum bydeler,67 år og over,Antall sosialhjelpsmottakere,667
EliminatedValue,13,2,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,I alt,Andel sosialhjelpsmottakere i befolkningen,4.4
EliminatedValue,13,2,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,I alt,Antall sosialhjelpsmottakere,2563
EliminatedValue,13,2,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,13,2,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,Under 20 år,Antall sosialhjelpsmottakere,28
EliminatedValue,13,2,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.1
EliminatedValue,13,2,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,20-24 år,Antall sosialhjelpsmottakere,264
EliminatedValue,13,2,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,13,2,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,25-29 år,Antall sosialhjelpsmottakere,290
EliminatedValue,13,2,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,13,2,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2020,Bydel Gamle Oslo,30-39 år,Antall sosialhjelpsmottakere,636
