ContentsCode_kode,år_kode,bosted_kode,aldersgruppe_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bosted_navn,aldersgruppe_navn,statistikkvariabel_navn,verdi
EliminatedValue,1,13,12,0,BEF005,2018,Bydel Østensjø,30-39 år,antall,7611
EliminatedValue,1,13,13,0,BEF005,2018,Bydel Østensjø,40-49 år,antall,7943
EliminatedValue,1,13,14,0,BEF005,2018,Bydel Østensjø,50-66 år,antall,9587
EliminatedValue,1,13,15,0,BEF005,2018,Bydel Østensjø,67-74 år,antall,2811
EliminatedValue,1,13,16,0,BEF005,2018,Bydel Østensjø,75-79 år,antall,1168
EliminatedValue,1,13,17,0,BEF005,2018,Bydel Østensjø,80-84 år,antall,1219
EliminatedValue,1,13,18,0,BEF005,2018,Bydel Østensjø,85-89 år,antall,1019
EliminatedValue,1,13,19,0,BEF005,2018,Bydel Østensjø,90-94 år,antall,453
EliminatedValue,1,13,20,0,BEF005,2018,Bydel Østensjø,95+ år,antall,142
EliminatedValue,1,14,0,0,BEF005,2018,Bydel Nordstrand,Alder i alt,antall,51294
EliminatedValue,1,14,1,0,BEF005,2018,Bydel Nordstrand,0 år,antall,602
EliminatedValue,1,14,2,0,BEF005,2018,Bydel Nordstrand,1-2 år,antall,1271
EliminatedValue,1,14,3,0,BEF005,2018,Bydel Nordstrand,3-5 år,antall,2029
EliminatedValue,1,14,4,0,BEF005,2018,Bydel Nordstrand,6-9 år,antall,2791
EliminatedValue,1,14,5,0,BEF005,2018,Bydel Nordstrand,10-12 år,antall,2016
EliminatedValue,1,14,6,0,BEF005,2018,Bydel Nordstrand,13-15 år,antall,1822
EliminatedValue,1,14,7,0,BEF005,2018,Bydel Nordstrand,16-17 år,antall,1146
EliminatedValue,1,14,8,0,BEF005,2018,Bydel Nordstrand,18-19 år,antall,1114
EliminatedValue,1,14,9,0,BEF005,2018,Bydel Nordstrand,20-22 år,antall,1614
EliminatedValue,1,14,10,0,BEF005,2018,Bydel Nordstrand,23-24 år,antall,1032
EliminatedValue,1,14,11,0,BEF005,2018,Bydel Nordstrand,25-29 år,antall,3196
EliminatedValue,1,14,12,0,BEF005,2018,Bydel Nordstrand,30-39 år,antall,7134
EliminatedValue,1,14,13,0,BEF005,2018,Bydel Nordstrand,40-49 år,antall,7854
EliminatedValue,1,14,14,0,BEF005,2018,Bydel Nordstrand,50-66 år,antall,10206
EliminatedValue,1,14,15,0,BEF005,2018,Bydel Nordstrand,67-74 år,antall,3664
EliminatedValue,1,14,16,0,BEF005,2018,Bydel Nordstrand,75-79 år,antall,1326
EliminatedValue,1,14,17,0,BEF005,2018,Bydel Nordstrand,80-84 år,antall,1005
EliminatedValue,1,14,18,0,BEF005,2018,Bydel Nordstrand,85-89 år,antall,796
EliminatedValue,1,14,19,0,BEF005,2018,Bydel Nordstrand,90-94 år,antall,514
EliminatedValue,1,14,20,0,BEF005,2018,Bydel Nordstrand,95+ år,antall,162
EliminatedValue,1,15,0,0,BEF005,2018,Bydel Søndre Nordstrand,Alder i alt,antall,38965
EliminatedValue,1,15,1,0,BEF005,2018,Bydel Søndre Nordstrand,0 år,antall,538
EliminatedValue,1,15,2,0,BEF005,2018,Bydel Søndre Nordstrand,1-2 år,antall,1098
EliminatedValue,1,15,3,0,BEF005,2018,Bydel Søndre Nordstrand,3-5 år,antall,1703
EliminatedValue,1,15,4,0,BEF005,2018,Bydel Søndre Nordstrand,6-9 år,antall,2286
EliminatedValue,1,15,5,0,BEF005,2018,Bydel Søndre Nordstrand,10-12 år,antall,1731
EliminatedValue,1,15,6,0,BEF005,2018,Bydel Søndre Nordstrand,13-15 år,antall,1710
EliminatedValue,1,15,7,0,BEF005,2018,Bydel Søndre Nordstrand,16-17 år,antall,1119
EliminatedValue,1,15,8,0,BEF005,2018,Bydel Søndre Nordstrand,18-19 år,antall,1111
EliminatedValue,1,15,9,0,BEF005,2018,Bydel Søndre Nordstrand,20-22 år,antall,1536
EliminatedValue,1,15,10,0,BEF005,2018,Bydel Søndre Nordstrand,23-24 år,antall,931
EliminatedValue,1,15,11,0,BEF005,2018,Bydel Søndre Nordstrand,25-29 år,antall,2546
EliminatedValue,1,15,12,0,BEF005,2018,Bydel Søndre Nordstrand,30-39 år,antall,5763
EliminatedValue,1,15,13,0,BEF005,2018,Bydel Søndre Nordstrand,40-49 år,antall,5536
EliminatedValue,1,15,14,0,BEF005,2018,Bydel Søndre Nordstrand,50-66 år,antall,8014
EliminatedValue,1,15,15,0,BEF005,2018,Bydel Søndre Nordstrand,67-74 år,antall,2075
EliminatedValue,1,15,16,0,BEF005,2018,Bydel Søndre Nordstrand,75-79 år,antall,626
EliminatedValue,1,15,17,0,BEF005,2018,Bydel Søndre Nordstrand,80-84 år,antall,312
EliminatedValue,1,15,18,0,BEF005,2018,Bydel Søndre Nordstrand,85-89 år,antall,196
EliminatedValue,1,15,19,0,BEF005,2018,Bydel Søndre Nordstrand,90-94 år,antall,107
EliminatedValue,1,15,20,0,BEF005,2018,Bydel Søndre Nordstrand,95+ år,antall,27
EliminatedValue,2,100000,0,0,BEF005,2019,Oslo i alt,Alder i alt,antall,678730
EliminatedValue,2,100000,1,0,BEF005,2019,Oslo i alt,0 år,antall,8994
EliminatedValue,2,100000,2,0,BEF005,2019,Oslo i alt,1-2 år,antall,17272
EliminatedValue,2,100000,3,0,BEF005,2019,Oslo i alt,3-5 år,antall,23670
EliminatedValue,2,100000,4,0,BEF005,2019,Oslo i alt,6-9 år,antall,29877
EliminatedValue,2,100000,5,0,BEF005,2019,Oslo i alt,10-12 år,antall,20898
EliminatedValue,2,100000,6,0,BEF005,2019,Oslo i alt,13-15 år,antall,19208
EliminatedValue,2,100000,7,0,BEF005,2019,Oslo i alt,16-17 år,antall,11912
EliminatedValue,2,100000,8,0,BEF005,2019,Oslo i alt,18-19 år,antall,12860
EliminatedValue,2,100000,9,0,BEF005,2019,Oslo i alt,20-22 år,antall,24910
EliminatedValue,2,100000,10,0,BEF005,2019,Oslo i alt,23-24 år,antall,21117
EliminatedValue,2,100000,11,0,BEF005,2019,Oslo i alt,25-29 år,antall,73296
EliminatedValue,2,100000,12,0,BEF005,2019,Oslo i alt,30-39 år,antall,128754
EliminatedValue,2,100000,13,0,BEF005,2019,Oslo i alt,40-49 år,antall,94589
EliminatedValue,2,100000,14,0,BEF005,2019,Oslo i alt,50-66 år,antall,116862
EliminatedValue,2,100000,15,0,BEF005,2019,Oslo i alt,67-74 år,antall,38999
EliminatedValue,2,100000,16,0,BEF005,2019,Oslo i alt,75-79 år,antall,14575
EliminatedValue,2,100000,17,0,BEF005,2019,Oslo i alt,80-84 år,antall,9381
EliminatedValue,2,100000,18,0,BEF005,2019,Oslo i alt,85-89 år,antall,6760
EliminatedValue,2,100000,19,0,BEF005,2019,Oslo i alt,90-94 år,antall,3485
EliminatedValue,2,100000,20,0,BEF005,2019,Oslo i alt,95+ år,antall,1311
EliminatedValue,2,1,0,0,BEF005,2019,Bydel Gamle Oslo,Alder i alt,antall,55739
EliminatedValue,2,1,1,0,BEF005,2019,Bydel Gamle Oslo,0 år,antall,949
EliminatedValue,2,1,2,0,BEF005,2019,Bydel Gamle Oslo,1-2 år,antall,1608
EliminatedValue,2,1,3,0,BEF005,2019,Bydel Gamle Oslo,3-5 år,antall,1901
EliminatedValue,2,1,4,0,BEF005,2019,Bydel Gamle Oslo,6-9 år,antall,2011
EliminatedValue,2,1,5,0,BEF005,2019,Bydel Gamle Oslo,10-12 år,antall,1240
EliminatedValue,2,1,6,0,BEF005,2019,Bydel Gamle Oslo,13-15 år,antall,951
EliminatedValue,2,1,7,0,BEF005,2019,Bydel Gamle Oslo,16-17 år,antall,638
EliminatedValue,2,1,8,0,BEF005,2019,Bydel Gamle Oslo,18-19 år,antall,721
EliminatedValue,2,1,9,0,BEF005,2019,Bydel Gamle Oslo,20-22 år,antall,1734
EliminatedValue,2,1,10,0,BEF005,2019,Bydel Gamle Oslo,23-24 år,antall,1783
EliminatedValue,2,1,11,0,BEF005,2019,Bydel Gamle Oslo,25-29 år,antall,7969
EliminatedValue,2,1,12,0,BEF005,2019,Bydel Gamle Oslo,30-39 år,antall,14849
EliminatedValue,2,1,13,0,BEF005,2019,Bydel Gamle Oslo,40-49 år,antall,8122
EliminatedValue,2,1,14,0,BEF005,2019,Bydel Gamle Oslo,50-66 år,antall,7908
EliminatedValue,2,1,15,0,BEF005,2019,Bydel Gamle Oslo,67-74 år,antall,2061
EliminatedValue,2,1,16,0,BEF005,2019,Bydel Gamle Oslo,75-79 år,antall,569
EliminatedValue,2,1,17,0,BEF005,2019,Bydel Gamle Oslo,80-84 år,antall,324
EliminatedValue,2,1,18,0,BEF005,2019,Bydel Gamle Oslo,85-89 år,antall,215
EliminatedValue,2,1,19,0,BEF005,2019,Bydel Gamle Oslo,90-94 år,antall,130
EliminatedValue,2,1,20,0,BEF005,2019,Bydel Gamle Oslo,95+ år,antall,56
EliminatedValue,2,2,0,0,BEF005,2019,Bydel Grünerløkka,Alder i alt,antall,60823
EliminatedValue,2,2,1,0,BEF005,2019,Bydel Grünerløkka,0 år,antall,964
EliminatedValue,2,2,2,0,BEF005,2019,Bydel Grünerløkka,1-2 år,antall,1704
EliminatedValue,2,2,3,0,BEF005,2019,Bydel Grünerløkka,3-5 år,antall,1724
EliminatedValue,2,2,4,0,BEF005,2019,Bydel Grünerløkka,6-9 år,antall,1781
EliminatedValue,2,2,5,0,BEF005,2019,Bydel Grünerløkka,10-12 år,antall,1044
EliminatedValue,2,2,6,0,BEF005,2019,Bydel Grünerløkka,13-15 år,antall,887
EliminatedValue,2,2,7,0,BEF005,2019,Bydel Grünerløkka,16-17 år,antall,498
EliminatedValue,2,2,8,0,BEF005,2019,Bydel Grünerløkka,18-19 år,antall,715
EliminatedValue,2,2,9,0,BEF005,2019,Bydel Grünerløkka,20-22 år,antall,2589
EliminatedValue,2,2,10,0,BEF005,2019,Bydel Grünerløkka,23-24 år,antall,2686
EliminatedValue,2,2,11,0,BEF005,2019,Bydel Grünerløkka,25-29 år,antall,11394
EliminatedValue,2,2,12,0,BEF005,2019,Bydel Grünerløkka,30-39 år,antall,16898
EliminatedValue,2,2,13,0,BEF005,2019,Bydel Grünerløkka,40-49 år,antall,7847
EliminatedValue,2,2,14,0,BEF005,2019,Bydel Grünerløkka,50-66 år,antall,7026
EliminatedValue,2,2,15,0,BEF005,2019,Bydel Grünerløkka,67-74 år,antall,1815
EliminatedValue,2,2,16,0,BEF005,2019,Bydel Grünerløkka,75-79 år,antall,598
EliminatedValue,2,2,17,0,BEF005,2019,Bydel Grünerløkka,80-84 år,antall,283
EliminatedValue,2,2,18,0,BEF005,2019,Bydel Grünerløkka,85-89 år,antall,192
EliminatedValue,2,2,19,0,BEF005,2019,Bydel Grünerløkka,90-94 år,antall,115
EliminatedValue,2,2,20,0,BEF005,2019,Bydel Grünerløkka,95+ år,antall,63
EliminatedValue,2,3,0,0,BEF005,2019,Bydel Sagene,Alder i alt,antall,43767
EliminatedValue,2,3,1,0,BEF005,2019,Bydel Sagene,0 år,antall,795
EliminatedValue,2,3,2,0,BEF005,2019,Bydel Sagene,1-2 år,antall,1233
EliminatedValue,2,3,3,0,BEF005,2019,Bydel Sagene,3-5 år,antall,1360
EliminatedValue,2,3,4,0,BEF005,2019,Bydel Sagene,6-9 år,antall,1181
EliminatedValue,2,3,5,0,BEF005,2019,Bydel Sagene,10-12 år,antall,645
EliminatedValue,2,3,6,0,BEF005,2019,Bydel Sagene,13-15 år,antall,552
EliminatedValue,2,3,7,0,BEF005,2019,Bydel Sagene,16-17 år,antall,321
EliminatedValue,2,3,8,0,BEF005,2019,Bydel Sagene,18-19 år,antall,435
EliminatedValue,2,3,9,0,BEF005,2019,Bydel Sagene,20-22 år,antall,1666
EliminatedValue,2,3,10,0,BEF005,2019,Bydel Sagene,23-24 år,antall,1776
EliminatedValue,2,3,11,0,BEF005,2019,Bydel Sagene,25-29 år,antall,8122
EliminatedValue,2,3,12,0,BEF005,2019,Bydel Sagene,30-39 år,antall,12199
EliminatedValue,2,3,13,0,BEF005,2019,Bydel Sagene,40-49 år,antall,5261
EliminatedValue,2,3,14,0,BEF005,2019,Bydel Sagene,50-66 år,antall,5364
EliminatedValue,2,3,15,0,BEF005,2019,Bydel Sagene,67-74 år,antall,1678
EliminatedValue,2,3,16,0,BEF005,2019,Bydel Sagene,75-79 år,antall,528
EliminatedValue,2,3,17,0,BEF005,2019,Bydel Sagene,80-84 år,antall,299
EliminatedValue,2,3,18,0,BEF005,2019,Bydel Sagene,85-89 år,antall,188
EliminatedValue,2,3,19,0,BEF005,2019,Bydel Sagene,90-94 år,antall,106
EliminatedValue,2,3,20,0,BEF005,2019,Bydel Sagene,95+ år,antall,58
EliminatedValue,2,4,0,0,BEF005,2019,Bydel St.Hanshaugen,Alder i alt,antall,39673
EliminatedValue,2,4,1,0,BEF005,2019,Bydel St.Hanshaugen,0 år,antall,532
EliminatedValue,2,4,2,0,BEF005,2019,Bydel St.Hanshaugen,1-2 år,antall,807
EliminatedValue,2,4,3,0,BEF005,2019,Bydel St.Hanshaugen,3-5 år,antall,904
EliminatedValue,2,4,4,0,BEF005,2019,Bydel St.Hanshaugen,6-9 år,antall,959
EliminatedValue,2,4,5,0,BEF005,2019,Bydel St.Hanshaugen,10-12 år,antall,625
EliminatedValue,2,4,6,0,BEF005,2019,Bydel St.Hanshaugen,13-15 år,antall,556
EliminatedValue,2,4,7,0,BEF005,2019,Bydel St.Hanshaugen,16-17 år,antall,333
EliminatedValue,2,4,8,0,BEF005,2019,Bydel St.Hanshaugen,18-19 år,antall,492
EliminatedValue,2,4,9,0,BEF005,2019,Bydel St.Hanshaugen,20-22 år,antall,2054
EliminatedValue,2,4,10,0,BEF005,2019,Bydel St.Hanshaugen,23-24 år,antall,2168
EliminatedValue,2,4,11,0,BEF005,2019,Bydel St.Hanshaugen,25-29 år,antall,7728
EliminatedValue,2,4,12,0,BEF005,2019,Bydel St.Hanshaugen,30-39 år,antall,9856
EliminatedValue,2,4,13,0,BEF005,2019,Bydel St.Hanshaugen,40-49 år,antall,4811
EliminatedValue,2,4,14,0,BEF005,2019,Bydel St.Hanshaugen,50-66 år,antall,5059
EliminatedValue,2,4,15,0,BEF005,2019,Bydel St.Hanshaugen,67-74 år,antall,1558
EliminatedValue,2,4,16,0,BEF005,2019,Bydel St.Hanshaugen,75-79 år,antall,554
EliminatedValue,2,4,17,0,BEF005,2019,Bydel St.Hanshaugen,80-84 år,antall,301
EliminatedValue,2,4,18,0,BEF005,2019,Bydel St.Hanshaugen,85-89 år,antall,192
EliminatedValue,2,4,19,0,BEF005,2019,Bydel St.Hanshaugen,90-94 år,antall,107
EliminatedValue,2,4,20,0,BEF005,2019,Bydel St.Hanshaugen,95+ år,antall,77
EliminatedValue,2,5,0,0,BEF005,2019,Bydel Frogner,Alder i alt,antall,58938
EliminatedValue,2,5,1,0,BEF005,2019,Bydel Frogner,0 år,antall,647
EliminatedValue,2,5,2,0,BEF005,2019,Bydel Frogner,1-2 år,antall,1108
EliminatedValue,2,5,3,0,BEF005,2019,Bydel Frogner,3-5 år,antall,1256
EliminatedValue,2,5,4,0,BEF005,2019,Bydel Frogner,6-9 år,antall,1408
EliminatedValue,2,5,5,0,BEF005,2019,Bydel Frogner,10-12 år,antall,960
EliminatedValue,2,5,6,0,BEF005,2019,Bydel Frogner,13-15 år,antall,894
EliminatedValue,2,5,7,0,BEF005,2019,Bydel Frogner,16-17 år,antall,586
EliminatedValue,2,5,8,0,BEF005,2019,Bydel Frogner,18-19 år,antall,779
EliminatedValue,2,5,9,0,BEF005,2019,Bydel Frogner,20-22 år,antall,2683
EliminatedValue,2,5,10,0,BEF005,2019,Bydel Frogner,23-24 år,antall,2700
EliminatedValue,2,5,11,0,BEF005,2019,Bydel Frogner,25-29 år,antall,9303
EliminatedValue,2,5,12,0,BEF005,2019,Bydel Frogner,30-39 år,antall,11897
EliminatedValue,2,5,13,0,BEF005,2019,Bydel Frogner,40-49 år,antall,6882
EliminatedValue,2,5,14,0,BEF005,2019,Bydel Frogner,50-66 år,antall,10248
EliminatedValue,2,5,15,0,BEF005,2019,Bydel Frogner,67-74 år,antall,3986
EliminatedValue,2,5,16,0,BEF005,2019,Bydel Frogner,75-79 år,antall,1586
EliminatedValue,2,5,17,0,BEF005,2019,Bydel Frogner,80-84 år,antall,970
EliminatedValue,2,5,18,0,BEF005,2019,Bydel Frogner,85-89 år,antall,579
EliminatedValue,2,5,19,0,BEF005,2019,Bydel Frogner,90-94 år,antall,322
EliminatedValue,2,5,20,0,BEF005,2019,Bydel Frogner,95+ år,antall,144
EliminatedValue,2,6,0,0,BEF005,2019,Bydel Ullern,Alder i alt,antall,33659
EliminatedValue,2,6,1,0,BEF005,2019,Bydel Ullern,0 år,antall,412
EliminatedValue,2,6,2,0,BEF005,2019,Bydel Ullern,1-2 år,antall,821
EliminatedValue,2,6,3,0,BEF005,2019,Bydel Ullern,3-5 år,antall,1249
EliminatedValue,2,6,4,0,BEF005,2019,Bydel Ullern,6-9 år,antall,1712
EliminatedValue,2,6,5,0,BEF005,2019,Bydel Ullern,10-12 år,antall,1253
EliminatedValue,2,6,6,0,BEF005,2019,Bydel Ullern,13-15 år,antall,1110
EliminatedValue,2,6,7,0,BEF005,2019,Bydel Ullern,16-17 år,antall,701
EliminatedValue,2,6,8,0,BEF005,2019,Bydel Ullern,18-19 år,antall,625
EliminatedValue,2,6,9,0,BEF005,2019,Bydel Ullern,20-22 år,antall,863
EliminatedValue,2,6,10,0,BEF005,2019,Bydel Ullern,23-24 år,antall,656
EliminatedValue,2,6,11,0,BEF005,2019,Bydel Ullern,25-29 år,antall,1992
EliminatedValue,2,6,12,0,BEF005,2019,Bydel Ullern,30-39 år,antall,4911
EliminatedValue,2,6,13,0,BEF005,2019,Bydel Ullern,40-49 år,antall,4674
EliminatedValue,2,6,14,0,BEF005,2019,Bydel Ullern,50-66 år,antall,6821
EliminatedValue,2,6,15,0,BEF005,2019,Bydel Ullern,67-74 år,antall,3033
EliminatedValue,2,6,16,0,BEF005,2019,Bydel Ullern,75-79 år,antall,1228
EliminatedValue,2,6,17,0,BEF005,2019,Bydel Ullern,80-84 år,antall,725
EliminatedValue,2,6,18,0,BEF005,2019,Bydel Ullern,85-89 år,antall,494
EliminatedValue,2,6,19,0,BEF005,2019,Bydel Ullern,90-94 år,antall,293
EliminatedValue,2,6,20,0,BEF005,2019,Bydel Ullern,95+ år,antall,86
EliminatedValue,2,7,0,0,BEF005,2019,Bydel Vestre Aker,Alder i alt,antall,49898
EliminatedValue,2,7,1,0,BEF005,2019,Bydel Vestre Aker,0 år,antall,617
EliminatedValue,2,7,2,0,BEF005,2019,Bydel Vestre Aker,1-2 år,antall,1323
EliminatedValue,2,7,3,0,BEF005,2019,Bydel Vestre Aker,3-5 år,antall,2103
EliminatedValue,2,7,4,0,BEF005,2019,Bydel Vestre Aker,6-9 år,antall,2743
EliminatedValue,2,7,5,0,BEF005,2019,Bydel Vestre Aker,10-12 år,antall,2097
EliminatedValue,2,7,6,0,BEF005,2019,Bydel Vestre Aker,13-15 år,antall,1861
EliminatedValue,2,7,7,0,BEF005,2019,Bydel Vestre Aker,16-17 år,antall,1116
EliminatedValue,2,7,8,0,BEF005,2019,Bydel Vestre Aker,18-19 år,antall,1111
EliminatedValue,2,7,9,0,BEF005,2019,Bydel Vestre Aker,20-22 år,antall,1523
EliminatedValue,2,7,10,0,BEF005,2019,Bydel Vestre Aker,23-24 år,antall,1040
EliminatedValue,2,7,11,0,BEF005,2019,Bydel Vestre Aker,25-29 år,antall,2864
EliminatedValue,2,7,12,0,BEF005,2019,Bydel Vestre Aker,30-39 år,antall,6922
EliminatedValue,2,7,13,0,BEF005,2019,Bydel Vestre Aker,40-49 år,antall,7284
EliminatedValue,2,7,14,0,BEF005,2019,Bydel Vestre Aker,50-66 år,antall,9670
EliminatedValue,2,7,15,0,BEF005,2019,Bydel Vestre Aker,67-74 år,antall,4046
EliminatedValue,2,7,16,0,BEF005,2019,Bydel Vestre Aker,75-79 år,antall,1484
EliminatedValue,2,7,17,0,BEF005,2019,Bydel Vestre Aker,80-84 år,antall,910
EliminatedValue,2,7,18,0,BEF005,2019,Bydel Vestre Aker,85-89 år,antall,682
EliminatedValue,2,7,19,0,BEF005,2019,Bydel Vestre Aker,90-94 år,antall,339
EliminatedValue,2,7,20,0,BEF005,2019,Bydel Vestre Aker,95+ år,antall,163
EliminatedValue,2,8,0,0,BEF005,2019,Bydel Nordre Aker,Alder i alt,antall,52443
EliminatedValue,2,8,1,0,BEF005,2019,Bydel Nordre Aker,0 år,antall,584
EliminatedValue,2,8,2,0,BEF005,2019,Bydel Nordre Aker,1-2 år,antall,1233
EliminatedValue,2,8,3,0,BEF005,2019,Bydel Nordre Aker,3-5 år,antall,1990
EliminatedValue,2,8,4,0,BEF005,2019,Bydel Nordre Aker,6-9 år,antall,2826
EliminatedValue,2,8,5,0,BEF005,2019,Bydel Nordre Aker,10-12 år,antall,1993
EliminatedValue,2,8,6,0,BEF005,2019,Bydel Nordre Aker,13-15 år,antall,1896
EliminatedValue,2,8,7,0,BEF005,2019,Bydel Nordre Aker,16-17 år,antall,1115
EliminatedValue,2,8,8,0,BEF005,2019,Bydel Nordre Aker,18-19 år,antall,1242
EliminatedValue,2,8,9,0,BEF005,2019,Bydel Nordre Aker,20-22 år,antall,2545
EliminatedValue,2,8,10,0,BEF005,2019,Bydel Nordre Aker,23-24 år,antall,1797
EliminatedValue,2,8,11,0,BEF005,2019,Bydel Nordre Aker,25-29 år,antall,4186
EliminatedValue,2,8,12,0,BEF005,2019,Bydel Nordre Aker,30-39 år,antall,7406
EliminatedValue,2,8,13,0,BEF005,2019,Bydel Nordre Aker,40-49 år,antall,7639
EliminatedValue,2,8,14,0,BEF005,2019,Bydel Nordre Aker,50-66 år,antall,9641
EliminatedValue,2,8,15,0,BEF005,2019,Bydel Nordre Aker,67-74 år,antall,3232
EliminatedValue,2,8,16,0,BEF005,2019,Bydel Nordre Aker,75-79 år,antall,1205
EliminatedValue,2,8,17,0,BEF005,2019,Bydel Nordre Aker,80-84 år,antall,834
EliminatedValue,2,8,18,0,BEF005,2019,Bydel Nordre Aker,85-89 år,antall,656
EliminatedValue,2,8,19,0,BEF005,2019,Bydel Nordre Aker,90-94 år,antall,328
EliminatedValue,2,8,20,0,BEF005,2019,Bydel Nordre Aker,95+ år,antall,95
EliminatedValue,2,9,0,0,BEF005,2019,Bydel Bjerke,Alder i alt,antall,32580
EliminatedValue,2,9,1,0,BEF005,2019,Bydel Bjerke,0 år,antall,529
EliminatedValue,2,9,2,0,BEF005,2019,Bydel Bjerke,1-2 år,antall,979
EliminatedValue,2,9,3,0,BEF005,2019,Bydel Bjerke,3-5 år,antall,1394
EliminatedValue,2,9,4,0,BEF005,2019,Bydel Bjerke,6-9 år,antall,1821
EliminatedValue,2,9,5,0,BEF005,2019,Bydel Bjerke,10-12 år,antall,1270
EliminatedValue,2,9,6,0,BEF005,2019,Bydel Bjerke,13-15 år,antall,1113
EliminatedValue,2,9,7,0,BEF005,2019,Bydel Bjerke,16-17 år,antall,688
EliminatedValue,2,9,8,0,BEF005,2019,Bydel Bjerke,18-19 år,antall,637
EliminatedValue,2,9,9,0,BEF005,2019,Bydel Bjerke,20-22 år,antall,976
EliminatedValue,2,9,10,0,BEF005,2019,Bydel Bjerke,23-24 år,antall,764
EliminatedValue,2,9,11,0,BEF005,2019,Bydel Bjerke,25-29 år,antall,2796
EliminatedValue,2,9,12,0,BEF005,2019,Bydel Bjerke,30-39 år,antall,6082
EliminatedValue,2,9,13,0,BEF005,2019,Bydel Bjerke,40-49 år,antall,4991
EliminatedValue,2,9,14,0,BEF005,2019,Bydel Bjerke,50-66 år,antall,5318
EliminatedValue,2,9,15,0,BEF005,2019,Bydel Bjerke,67-74 år,antall,1589
EliminatedValue,2,9,16,0,BEF005,2019,Bydel Bjerke,75-79 år,antall,598
EliminatedValue,2,9,17,0,BEF005,2019,Bydel Bjerke,80-84 år,antall,423
EliminatedValue,2,9,18,0,BEF005,2019,Bydel Bjerke,85-89 år,antall,365
EliminatedValue,2,9,19,0,BEF005,2019,Bydel Bjerke,90-94 år,antall,184
EliminatedValue,2,9,20,0,BEF005,2019,Bydel Bjerke,95+ år,antall,63
EliminatedValue,2,10,0,0,BEF005,2019,Bydel Grorud,Alder i alt,antall,27485
EliminatedValue,2,10,1,0,BEF005,2019,Bydel Grorud,0 år,antall,341
EliminatedValue,2,10,2,0,BEF005,2019,Bydel Grorud,1-2 år,antall,678
EliminatedValue,2,10,3,0,BEF005,2019,Bydel Grorud,3-5 år,antall,1003
EliminatedValue,2,10,4,0,BEF005,2019,Bydel Grorud,6-9 år,antall,1279
EliminatedValue,2,10,5,0,BEF005,2019,Bydel Grorud,10-12 år,antall,976
EliminatedValue,2,10,6,0,BEF005,2019,Bydel Grorud,13-15 år,antall,927
EliminatedValue,2,10,7,0,BEF005,2019,Bydel Grorud,16-17 år,antall,627
EliminatedValue,2,10,8,0,BEF005,2019,Bydel Grorud,18-19 år,antall,622
EliminatedValue,2,10,9,0,BEF005,2019,Bydel Grorud,20-22 år,antall,990
EliminatedValue,2,10,10,0,BEF005,2019,Bydel Grorud,23-24 år,antall,695
EliminatedValue,2,10,11,0,BEF005,2019,Bydel Grorud,25-29 år,antall,2066
EliminatedValue,2,10,12,0,BEF005,2019,Bydel Grorud,30-39 år,antall,4310
EliminatedValue,2,10,13,0,BEF005,2019,Bydel Grorud,40-49 år,antall,3998
EliminatedValue,2,10,14,0,BEF005,2019,Bydel Grorud,50-66 år,antall,5681
EliminatedValue,2,10,15,0,BEF005,2019,Bydel Grorud,67-74 år,antall,1630
EliminatedValue,2,10,16,0,BEF005,2019,Bydel Grorud,75-79 år,antall,660
EliminatedValue,2,10,17,0,BEF005,2019,Bydel Grorud,80-84 år,antall,485
EliminatedValue,2,10,18,0,BEF005,2019,Bydel Grorud,85-89 år,antall,327
EliminatedValue,2,10,19,0,BEF005,2019,Bydel Grorud,90-94 år,antall,148
EliminatedValue,2,10,20,0,BEF005,2019,Bydel Grorud,95+ år,antall,42
EliminatedValue,2,11,0,0,BEF005,2019,Bydel Stovner,Alder i alt,antall,32839
EliminatedValue,2,11,1,0,BEF005,2019,Bydel Stovner,0 år,antall,351
EliminatedValue,2,11,2,0,BEF005,2019,Bydel Stovner,1-2 år,antall,795
EliminatedValue,2,11,3,0,BEF005,2019,Bydel Stovner,3-5 år,antall,1242
EliminatedValue,2,11,4,0,BEF005,2019,Bydel Stovner,6-9 år,antall,1710
EliminatedValue,2,11,5,0,BEF005,2019,Bydel Stovner,10-12 år,antall,1330
EliminatedValue,2,11,6,0,BEF005,2019,Bydel Stovner,13-15 år,antall,1392
EliminatedValue,2,11,7,0,BEF005,2019,Bydel Stovner,16-17 år,antall,923
EliminatedValue,2,11,8,0,BEF005,2019,Bydel Stovner,18-19 år,antall,976
EliminatedValue,2,11,9,0,BEF005,2019,Bydel Stovner,20-22 år,antall,1328
EliminatedValue,2,11,10,0,BEF005,2019,Bydel Stovner,23-24 år,antall,824
EliminatedValue,2,11,11,0,BEF005,2019,Bydel Stovner,25-29 år,antall,2086
EliminatedValue,2,11,12,0,BEF005,2019,Bydel Stovner,30-39 år,antall,4409
EliminatedValue,2,11,13,0,BEF005,2019,Bydel Stovner,40-49 år,antall,4728
EliminatedValue,2,11,14,0,BEF005,2019,Bydel Stovner,50-66 år,antall,6323
EliminatedValue,2,11,15,0,BEF005,2019,Bydel Stovner,67-74 år,antall,2301
EliminatedValue,2,11,16,0,BEF005,2019,Bydel Stovner,75-79 år,antall,1006
