brukergruppe,aar,manedsnr,ant_husstander_utbetaling,ant_husstander_termin,ant_soknader,ant_avslag,utbetalt_belop,gjsnitt_bostotte,gjsnitt_inntekt_mnd,gjsnitt_boutgift_mnd,ant_over_tak,geo
Unge uføre,2011,11,15613,15705,15909,204,26122907,1673.15,16705.18,6154.35,10340,Norge
Unge uføre,2011,12,15705,15819,15987,168,26291852,1674.11,16691.05,6165.58,10442,Norge
Unge uføre,2012,1,15819,15760,16026,266,26527679,1676.95,16671.32,6175.83,10548,Norge
Unge uføre,2012,2,15760,15807,16021,214,26482157,1680.34,16665.67,6202.82,10658,Norge
Unge uføre,2012,3,15807,15855,16067,212,26563363,1680.48,16653.81,6220.24,10746,Norge
Unge uføre,2012,4,15855,15946,16115,169,26662562,1681.65,16638.88,6230.88,10822,Norge
Unge uføre,2012,5,15946,15992,16168,176,26816310,1681.7,16622.08,6240.73,10922,Norge
Unge uføre,2012,6,15992,16078,16271,193,26932562,1684.13,16604.44,6250.25,11002,Norge
Unge uføre,2012,7,16078,16442,18314,1872,27100554,1685.57,16581.97,6257.24,11102,Norge
Unge uføre,2012,8,16442,16532,16814,282,27271228,1658.63,17067.74,6879.99,11589,Norge
Unge uføre,2012,9,16532,16579,16892,313,27442793,1659.98,17053.92,6888.03,11700,Norge
Unge uføre,2012,10,16579,16582,16938,356,27530001,1660.53,17041.12,6900.54,11786,Norge
Unge uføre,2012,11,16582,16727,17014,287,27457245,1655.85,17047.65,6922.39,11869,Norge
Unge uføre,2012,12,16727,16903,17136,233,27765643,1659.93,17001.59,6372.94,12022,Norge
Unge uføre,2013,1,16903,16798,17122,324,28092540,1661.99,16968.69,6384.86,12191,Norge
Unge uføre,2013,2,16798,16513,17322,809,28020014,1668.06,16950.95,6404.71,12207,Norge
Unge uføre,2013,3,16513,16784,17039,255,27633993,1673.47,16909.91,6432.78,12116,Norge
Unge uføre,2013,4,16784,16946,17147,201,28105503,1674.54,16871.29,6444.94,12339,Norge
Unge uføre,2013,5,16946,17082,17322,240,28403095,1676.09,16848.87,6453.08,12502,Norge
Unge uføre,2013,6,17082,17211,17414,203,28679644,1678.94,16814.8,6471.13,12663,Norge
Unge uføre,2013,7,17211,15810,17565,1755,28869331,1677.38,16791.5,6483.37,12782,Norge
Unge uføre,2013,8,15810,15730,16161,431,25426255,1608.24,17607.74,6538.95,11847,Norge
Unge uføre,2013,9,15730,15815,16143,328,25075001,1594.09,17666.83,6545.78,11822,Norge
Unge uføre,2013,10,15815,15371,16212,841,25156130,1590.65,17659.85,6561.42,11946,Norge
Unge uføre,2013,11,15371,15506,15803,297,24588650,1599.68,17305.93,6594.48,11685,Norge
Unge uføre,2013,12,15506,15632,15869,237,24871495,1603.99,17272.26,6608.68,11845,Norge
Unge uføre,2014,1,15632,15668,16043,375,25125726,1607.33,17238.07,6626.43,11959,Norge
Unge uføre,2014,2,15668,15798,16099,301,25845548,1649.58,17203.53,6663.11,11794,Norge
Unge uføre,2014,3,15798,15932,16159,227,26113647,1652.97,17180.27,6681.36,11940,Norge
Unge uføre,2014,4,15932,16087,16326,239,26388204,1656.3,17164.42,6703.81,12122,Norge
Unge uføre,2014,5,16087,16144,16383,239,26716812,1660.77,17135.35,6724.02,12284,Norge
Unge uføre,2014,6,16144,16211,16473,262,26866428,1664.17,17112.21,6740.06,12373,Norge
Unge uføre,2014,7,16211,13886,16605,2719,27054128,1668.87,17077.86,6755.53,12506,Norge
Unge uføre,2014,8,13886,13881,14366,485,20607700,1484.06,17754.69,6861.75,11078,Norge
Unge uføre,2014,9,13881,14029,14352,323,20456992,1473.74,17796.48,6885.02,11121,Norge
Unge uføre,2014,10,14029,14107,14441,334,20690033,1474.8,17756.09,6894.63,11268,Norge
Unge uføre,2014,11,14107,14243,14544,301,20812686,1475.34,17747.39,6915.85,11364,Norge
Unge uføre,2014,12,14243,14341,14575,234,21090793,1480.78,17697.2,6927.22,11503,Norge
Unge uføre,2015,1,14341,13757,14633,876,21290678,1484.6,17665.78,6942.05,11623,Norge
Unge uføre,2015,2,13757,13899,14236,337,20828059,1514.0,17704.41,6949.39,10907,Norge
Unge uføre,2015,3,13899,13941,14204,263,21148501,1521.58,17662.4,6976.05,11092,Norge
Unge uføre,2015,4,13941,14027,14308,281,21243969,1523.85,17633.3,6988.21,11158,Norge
Unge uføre,2015,5,14027,14124,14364,240,21467709,1530.46,17583.87,7000.73,11259,Norge
Unge uføre,2015,6,14124,14145,14401,256,21680356,1535.0,17548.73,7015.78,11382,Norge
Unge uføre,2015,7,14145,10289,14425,4136,21782313,1539.93,17497.46,7019.96,11403,Norge
Unge uføre,2015,8,10289,10373,10697,324,14331698,1392.91,18241.18,7241.24,8591,Norge
Unge uføre,2015,9,10373,10210,10802,592,14511233,1398.94,18183.99,7250.2,8672,Norge
Unge uføre,2015,10,10210,10234,10564,330,14180423,1388.88,18196.8,7273.37,8591,Norge
Unge uføre,2015,11,10234,10292,10611,319,14265119,1393.89,18147.81,7284.36,8634,Norge
Unge uføre,2015,12,10292,10345,10559,214,14413511,1400.46,18093.03,7300.86,8708,Norge
Unge uføre,2016,1,10345,10371,10665,294,14559244,1407.37,18045.81,7313.13,8769,Norge
Unge uføre,2016,2,10371,10510,10781,271,14960327,1442.52,17996.2,7337.69,8680,Norge
Unge uføre,2016,3,10510,10642,10938,296,15211602,1447.35,17951.99,7348.57,8831,Norge
Unge uføre,2016,4,10642,10752,10989,237,15512070,1457.63,17887.9,7360.99,8947,Norge
Unge uføre,2016,5,10752,10867,11092,225,15721442,1462.19,17823.76,7363.18,9045,Norge
Unge uføre,2016,6,10867,10946,11194,248,15980742,1470.58,17766.19,7389.77,9192,Norge
Unge uføre,2016,7,10946,8081,11219,3138,16175941,1477.79,17704.3,7398.93,9264,Norge
Unge uføre,2016,8,8081,8061,8390,329,11102582,1373.91,18360.2,7511.09,6882,Norge
Unge uføre,2016,9,8061,7891,8412,521,11119589,1379.43,18342.35,7521.21,6883,Norge
Unge uføre,2016,10,7891,7820,8276,456,10767137,1364.48,18368.34,7550.0,6778,Norge
Unge uføre,2016,11,7820,7855,8211,356,10665422,1363.86,18353.3,7566.01,6735,Norge
Unge uføre,2016,12,7855,7690,8103,413,10794321,1374.2,18292.27,7566.19,6758,Norge
Unge uføre,2017,1,7690,6434,8231,1797,10639794,1383.59,17894.64,7592.76,6632,Norge
Unge uføre,2017,2,6434,6409,8604,2195,8026714,1247.55,19388.02,7662.81,5657,Norge
Unge uføre,2017,3,6409,6421,8880,2459,8005760,1249.14,19380.15,7679.29,5652,Norge
Unge uføre,2017,4,6421,6384,7631,1247,8006810,1246.97,19390.52,7697.18,5676,Norge
Unge uføre,2017,5,6384,6332,7453,1121,7944590,1244.45,19387.13,7702.75,5650,Norge
Unge uføre,2017,6,6332,6173,7314,1141,7885427,1245.33,19387.49,7724.22,5622,Norge
Unge uføre,2017,7,6173,6313,7202,889,7842936,1270.52,19916.7,7759.65,5376,Norge
Unge uføre,2017,8,6313,6191,7095,904,8887280,1407.77,19656.55,7775.65,5477,Norge
Unge uføre,2017,9,6191,6146,7159,1013,8704358,1405.97,19677.34,7793.2,5383,Norge
Unge uføre,2017,10,6146,6177,7368,1191,8614325,1401.61,19678.06,7806.99,5357,Norge
Unge uføre,2017,11,6177,6160,7386,1226,8641788,1399.03,19680.62,7823.44,5403,Norge
Unge uføre,2017,12,6160,6147,7321,1174,8606852,1397.22,19676.89,7843.7,5408,Norge
Unge uføre,2018,1,6147,6169,7190,1021,8580949,1395.96,19680.02,7851.82,5396,Norge
Unge uføre,2018,2,6169,6167,7190,1023,8641688,1400.82,19688.91,7894.84,5445,Norge
Unge uføre,2018,3,6167,6138,7252,1114,8621704,1398.04,19703.02,7910.01,5457,Norge
Unge uføre,2018,4,6138,6129,7134,1005,8580697,1397.96,19722.32,7921.21,5434,Norge
Unge uføre,2018,5,6129,6092,7129,1037,8573700,1398.87,19713.37,7932.2,5432,Norge
Unge uføre,2018,6,6092,2339,7044,4705,8522354,1398.94,19720.07,7951.69,5407,Norge
Unge uføre,2018,7,2339,5383,6974,1591,3207301,1371.23,21261.48,8865.09,2045,Norge
Unge uføre,2018,8,5383,5443,6905,1462,5914552,1098.75,20409.49,8074.23,4843,Norge
Unge uføre,2018,9,5443,5385,6377,992,5970433,1096.9,20440.66,8120.08,4904,Norge
Unge uføre,2018,10,5385,5369,6815,1446,5919578,1099.27,20454.43,8137.37,4850,Norge
Unge uføre,2018,11,5369,5333,6686,1353,5882063,1095.56,20458.54,8138.6,4841,Norge
Unge uføre,2018,12,5333,5295,6616,1321,5819643,1091.25,20482.63,8141.93,4809,Norge
Unge uføre,2019,1,5295,5336,6469,1133,5798367,1095.06,20481.52,8155.6,4772,Norge
Unge uføre,2019,2,5336,5306,6486,1180,5911390,1107.83,20463.74,8192.49,4834,Norge
Unge uføre,2019,3,5306,5311,6541,1230,5876449,1107.51,20496.37,8215.17,4817,Norge
Unge uføre,2019,4,5311,5296,6499,1203,5899046,1110.72,20489.79,8233.08,4823,Norge
Unge uføre,2019,5,5296,5249,6447,1198,5897404,1113.56,20486.72,8250.25,4816,Norge
Unge uføre,2019,6,5249,2164,6311,4147,5839646,1112.53,20478.59,8254.28,4771,Norge
Unge uføre,2019,7,2164,4873,6126,1253,2886599,1333.92,22070.23,9144.36,1899,Norge
Unge uføre,2019,8,4873,4864,6036,1172,5322118,1092.16,21208.88,8384.02,4385,Norge
Unge uføre,2019,9,4864,4801,5707,906,5314196,1092.56,21225.7,8394.57,4376,Norge
Unge uføre,2019,10,4801,4794,5885,1091,5218198,1086.9,21257.04,8400.37,4330,Norge
Unge uføre,2019,11,4794,4747,5985,1238,5250626,1095.25,21239.64,8406.62,4328,Norge
Unge uføre,2019,12,4747,4718,5875,1157,5165738,1088.21,21254.8,8411.75,4287,Norge
Unge uføre,2020,1,4718,4752,5777,1025,5177093,1097.31,21226.36,8428.46,4266,Norge
Unge uføre,2020,2,4752,4717,5697,980,5269670,1108.94,21245.01,8454.91,4297,Norge
Unge uføre,2020,3,4717,4645,5685,1040,5224386,1107.57,21256.41,8461.75,4257,Norge
Unge uføre,2020,4,4645,4907,5677,770,5181617,1115.53,21224.89,8466.61,4198,Norge
Unge uføre,2020,5,4907,5003,5920,917,10107157,2059.74,21412.7,8530.29,2895,Norge
Unge uføre,2020,6,5003,5086,5996,910,10239737,2046.72,21458.65,8573.75,3001,Norge
Unge uføre,2020,7,5086,5190,6078,888,10895614,2142.28,21617.75,8639.5,2881,Norge
Unge uføre,2020,8,5190,5298,6079,781,11109681,2140.59,21657.28,8678.19,2981,Norge
Unge uføre,2020,9,5298,5404,6160,756,11238968,2121.36,21695.35,8692.44,3066,Norge
Unge uføre,2020,10,5404,5382,6387,1005,11341689,2098.76,21772.91,8729.46,3167,Norge
Unge uføre,2020,11,5382,4480,6470,1990,10555354,1961.23,22072.11,8733.68,3169,Norge
Unge uføre,2020,12,4480,4450,6465,2015,5177742,1155.75,21587.93,8654.2,4018,Norge
Unge uføre,2021,1,4450,4675,6681,2006,5097501,1145.51,21667.97,8673.28,3998,Norge
Unge uføre,2021,2,4675,4660,5619,959,5160031,1103.75,21696.31,8665.93,4170,Norge
Unge uføre,2021,3,4660,4623,5719,1096,5161031,1107.52,21693.14,8668.76,4155,Norge
Unge uføre,2021,4,4623,4595,5732,1137,5077226,1098.25,21690.37,8665.5,4123,Norge
Unge uføre,2021,5,4595,4530,5624,1094,5023786,1093.32,21690.11,8675.55,4109,Norge
Unge uføre,2021,6,4530,1435,5501,4066,4943418,1091.26,21717.13,8693.65,4051,Norge
Unge uføre,2021,7,1435,4053,5383,1330,1642934,1144.9,24043.81,9734.19,1215,Norge
Unge uføre,2021,8,4053,4063,5246,1183,3480934,858.85,22879.55,8879.55,3572,Norge
Unge uføre,2021,9,4063,4041,4911,870,3464822,852.77,22887.77,8881.06,3582,Norge
Unge uføre,2021,10,4041,4022,5315,1293,3475671,860.1,22901.65,8912.12,3572,Norge
Unge uføre,2021,11,4022,4055,5543,1488,3435455,854.17,22900.53,8914.22,3578,Norge
Unge uføre,2021,12,4055,5476,7607,2131,3471036,855.99,22890.12,8905.16,3600,Norge
Unge uføre,2022,1,5476,6058,8646,2588,7913428,1445.11,23713.06,9055.82,4871,Norge
Unge uføre,2022,2,6058,6387,9251,2864,9310611,1536.91,24022.3,9118.08,5182,Norge
Unge uføre,2022,3,6387,6343,9680,3337,9662561,1512.85,24121.44,9146.91,5471,Norge
Unge uføre,2022,4,6343,6449,9965,3516,9517892,1500.53,24176.29,9162.05,5445,Norge
Unge uføre,2022,5,6449,6476,8211,1735,9626879,1492.77,24251.15,9202.07,5560,Norge
Unge uføre,2022,6,6476,5035,8073,3038,9642966,1489.03,24246.23,9221.39,5606,Norge
Unge uføre,2022,7,5035,6368,7707,1339,5483695,1089.12,26291.44,9294.81,4311,Norge
Unge uføre,2022,8,6368,6393,7798,1405,8370334,1314.44,25479.64,9300.97,5466,Norge
Unge uføre,2022,9,6393,6470,8004,1534,8337023,1304.09,25501.26,9323.9,5510,Norge
Unge uføre,2022,10,6470,6557,8225,1668,8412032,1300.16,25552.05,9373.07,5582,Norge
Unge uføre,2022,11,6557,6788,8592,1804,8387115,1279.11,25649.18,9405.69,5687,Norge
Unge uføre,2022,12,6788,6829,9125,2296,8655502,1275.12,25691.98,9425.49,5897,Norge
Unge uføre,2023,1,6829,7064,9189,2125,8645460,1265.99,25693.18,9452.86,5949,Norge
Unge uføre,2023,2,7064,7192,9216,2024,8852495,1253.18,25798.11,9535.07,6192,Norge
Unge uføre,2023,3,7192,7256,9234,1978,9157924,1273.35,25878.99,9576.0,6315,Norge
Unge uføre,2023,4,7256,7228,9125,1897,9228656,1271.87,25903.19,9612.43,6393,Norge
Unge uføre,2023,5,7228,7153,8872,1719,9188037,1271.17,25922.51,9664.38,6382,Norge
Unge uføre,2023,6,7153,6536,8778,2242,9013002,1260.03,25927.47,9696.44,6342,Norge
Unge uføre,2023,7,6536,6644,8634,1990,7616161,1165.26,27600.99,9770.47,5649,Norge
Unge uføre,2023,8,6644,6674,8182,1508,7713498,1160.97,27668.27,9824.98,5770,Norge
Unge uføre,2023,9,6674,6705,7873,1168,7767979,1163.92,27643.7,9852.95,5811,Norge
Unge uføre,2023,10,6705,6666,8101,1435,7781408,1160.54,27658.26,9912.97,5867,Norge
Unge uføre,2023,11,6666,6812,8304,1492,7700240,1155.15,27660.23,9948.21,5847,Norge
Unge uføre,2023,12,6812,6864,8349,1485,7957266,1168.12,27697.4,9998.9,5983,Norge
Unge uføre,2024,1,6864,6950,8422,1472,8047691,1172.45,27691.16,10018.74,6050,Norge
Unge uføre,2024,2,6950,6986,8440,1454,8100835,1165.59,27740.11,10102.81,6157,Norge
Unge uføre,2024,3,6986,6917,8434,1517,8146713,1166.15,27783.34,10152.91,6207,Norge
Unge uføre,2024,4,6917,2203,8182,5979,8048164,1163.53,27790.83,10188.11,6160,Norge
Unge uføre,2024,5,2203,2144,8052,5908,2700278,1225.73,27147.8,10829.97,1909,Norge
Unge uføre,2024,6,2144,2026,8218,6192,2652404,1237.13,27047.98,10887.27,1877,Norge
Unge uføre,2024,7,2026,2903,8351,5448,2432875,1200.83,28408.66,11092.57,1741,Norge
Unge uføre,2024,8,2903,2854,3937,1083,3637245,1252.93,29098.06,10990.8,2353,Norge
Unge uføre,2024,9,2854,2843,4364,1521,3601025,1261.75,29160.78,11055.36,2316,Norge
Unge uføre,2024,10,2843,2892,4877,1985,3565145,1254.01,29147.88,11068.82,2314,Norge
Unge uføre,2024,11,2892,2935,4426,1491,3874550,1339.75,28920.97,11170.41,2363,Norge
Unge uføre,2024,12,2935,2887,4299,1412,3943634,1343.66,28923.03,11183.81,2406,Norge
Unge uføre,2025,1,2887,2906,4159,1253,3899142,1350.59,28987.0,11236.71,2372,Norge
Unge uføre,2025,2,2906,2872,4079,1207,3985130,1371.35,28964.63,11281.33,2393,Norge
Unge uføre,2025,3,2872,2830,4050,1220,3886632,1353.28,29072.79,11330.7,2371,Norge
Unge uføre,2025,4,2830,2777,3991,1214,3938889,1391.83,29058.76,11428.32,2355,Norge
Unge uføre,2025,5,2777,2721,4023,1302,3871971,1394.3,29038.14,11448.99,2317,Norge
Unge uføre,2025,6,2721,2155,3939,1784,3751894,1378.87,29100.19,11474.21,2282,Norge
Unge uføre,2025,7,2155,2174,3728,1554,2916710,1353.46,30225.84,11825.49,1777,Norge
Unge uføre,2025,8,2174,2196,3593,1397,2938297,1351.56,30337.47,11862.5,1803,Norge
Unge uføre,2025,9,2196,2161,3154,993,3089067,1406.68,30235.28,11946.17,1824,Norge
Unge uføre,2025,10,2161,2162,3260,1098,3025629,1400.11,30163.08,11929.35,1790,Norge
Unge uføre,2025,11,2162,2192,3352,1160,3005262,1390.04,30216.67,12032.49,1813,Norge
Unge uføre,2025,12,2192,2180,3235,1055,3166274,1444.47,30040.88,12057.33,1846,Norge
Unge uføre,2026,1,2180,2191,3244,1053,3130632,1436.07,30148.95,12095.48,1840,Norge
Unge uføre,2026,2,2191,2184,3264,1080,3141213,1433.69,30211.36,12140.0,1852,Norge
Unge uføre,2026,3,2184,2162,3325,1163,3165258,1449.29,30093.32,12174.48,1855,Norge
Unge uføre,2026,4,2162,2110,3273,1163,3189389,1475.2,30157.66,12258.26,1841,Norge
Unge uføre,2026,5,2110,2064,3228,1164,3108343,1473.15,30131.3,12312.56,1798,Norge
Unge uføre,2026,6,2064,1564,3168,1604,3044133,1474.87,30057.28,12318.61,1772,Norge
Unge uføre,2026,7,1564,0,0,0,2478098,1584.46,31810.09,12825.1,1316,Norge
