ContentsCode_kode,år_kode,bosted_kode,kjønn_kode,aldersgruppe_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bosted_navn,kjønn_navn,aldersgruppe_navn,statistikkvariabel_navn,verdi
EliminatedValue,1,30111,1,2,0,ok-sos006,2005,Stovner,Kvinner,30-39,antall personer,79
EliminatedValue,1,30111,1,3,0,ok-sos006,2005,Stovner,Kvinner,40-49,antall personer,185
EliminatedValue,1,30111,1,4,0,ok-sos006,2005,Stovner,Kvinner,50-59,antall personer,499
EliminatedValue,1,30111,1,5,0,ok-sos006,2005,Stovner,Kvinner,60-67,antall personer,531
EliminatedValue,1,30111,2,0,0,ok-sos006,2005,Stovner,Menn,I alt,antall personer,857
EliminatedValue,1,30111,2,1,0,ok-sos006,2005,Stovner,Menn,18-29,antall personer,25
EliminatedValue,1,30111,2,2,0,ok-sos006,2005,Stovner,Menn,30-39,antall personer,60
EliminatedValue,1,30111,2,3,0,ok-sos006,2005,Stovner,Menn,40-49,antall personer,132
EliminatedValue,1,30111,2,4,0,ok-sos006,2005,Stovner,Menn,50-59,antall personer,298
EliminatedValue,1,30111,2,5,0,ok-sos006,2005,Stovner,Menn,60-67,antall personer,342
EliminatedValue,1,30112,0,0,0,ok-sos006,2005,Alna,I alt,I alt,antall personer,3008
EliminatedValue,1,30112,0,1,0,ok-sos006,2005,Alna,I alt,18-29,antall personer,61
EliminatedValue,1,30112,0,2,0,ok-sos006,2005,Alna,I alt,30-39,antall personer,201
EliminatedValue,1,30112,0,3,0,ok-sos006,2005,Alna,I alt,40-49,antall personer,496
EliminatedValue,1,30112,0,4,0,ok-sos006,2005,Alna,I alt,50-59,antall personer,1183
EliminatedValue,1,30112,0,5,0,ok-sos006,2005,Alna,I alt,60-67,antall personer,1067
EliminatedValue,1,30112,1,0,0,ok-sos006,2005,Alna,Kvinner,I alt,antall personer,1749
EliminatedValue,1,30112,1,1,0,ok-sos006,2005,Alna,Kvinner,18-29,antall personer,25
EliminatedValue,1,30112,1,2,0,ok-sos006,2005,Alna,Kvinner,30-39,antall personer,107
EliminatedValue,1,30112,1,3,0,ok-sos006,2005,Alna,Kvinner,40-49,antall personer,289
EliminatedValue,1,30112,1,4,0,ok-sos006,2005,Alna,Kvinner,50-59,antall personer,728
EliminatedValue,1,30112,1,5,0,ok-sos006,2005,Alna,Kvinner,60-67,antall personer,600
EliminatedValue,1,30112,2,0,0,ok-sos006,2005,Alna,Menn,I alt,antall personer,1259
EliminatedValue,1,30112,2,1,0,ok-sos006,2005,Alna,Menn,18-29,antall personer,36
EliminatedValue,1,30112,2,2,0,ok-sos006,2005,Alna,Menn,30-39,antall personer,94
EliminatedValue,1,30112,2,3,0,ok-sos006,2005,Alna,Menn,40-49,antall personer,207
EliminatedValue,1,30112,2,4,0,ok-sos006,2005,Alna,Menn,50-59,antall personer,455
EliminatedValue,1,30112,2,5,0,ok-sos006,2005,Alna,Menn,60-67,antall personer,467
EliminatedValue,1,30113,0,0,0,ok-sos006,2005,Østensjø,I alt,I alt,antall personer,2227
EliminatedValue,1,30113,0,1,0,ok-sos006,2005,Østensjø,I alt,18-29,antall personer,39
EliminatedValue,1,30113,0,2,0,ok-sos006,2005,Østensjø,I alt,30-39,antall personer,132
EliminatedValue,1,30113,0,3,0,ok-sos006,2005,Østensjø,I alt,40-49,antall personer,471
EliminatedValue,1,30113,0,4,0,ok-sos006,2005,Østensjø,I alt,50-59,antall personer,778
EliminatedValue,1,30113,0,5,0,ok-sos006,2005,Østensjø,I alt,60-67,antall personer,807
EliminatedValue,1,30113,1,0,0,ok-sos006,2005,Østensjø,Kvinner,I alt,antall personer,1362
EliminatedValue,1,30113,1,1,0,ok-sos006,2005,Østensjø,Kvinner,18-29,antall personer,18
EliminatedValue,1,30113,1,2,0,ok-sos006,2005,Østensjø,Kvinner,30-39,antall personer,75
EliminatedValue,1,30113,1,3,0,ok-sos006,2005,Østensjø,Kvinner,40-49,antall personer,280
EliminatedValue,1,30113,1,4,0,ok-sos006,2005,Østensjø,Kvinner,50-59,antall personer,461
EliminatedValue,1,30113,1,5,0,ok-sos006,2005,Østensjø,Kvinner,60-67,antall personer,528
EliminatedValue,1,30113,2,0,0,ok-sos006,2005,Østensjø,Menn,I alt,antall personer,865
EliminatedValue,1,30113,2,1,0,ok-sos006,2005,Østensjø,Menn,18-29,antall personer,21
EliminatedValue,1,30113,2,2,0,ok-sos006,2005,Østensjø,Menn,30-39,antall personer,57
EliminatedValue,1,30113,2,3,0,ok-sos006,2005,Østensjø,Menn,40-49,antall personer,191
EliminatedValue,1,30113,2,4,0,ok-sos006,2005,Østensjø,Menn,50-59,antall personer,317
EliminatedValue,1,30113,2,5,0,ok-sos006,2005,Østensjø,Menn,60-67,antall personer,279
EliminatedValue,1,30114,0,0,0,ok-sos006,2005,Nordstrand,I alt,I alt,antall personer,1792
EliminatedValue,1,30114,0,1,0,ok-sos006,2005,Nordstrand,I alt,18-29,antall personer,32
EliminatedValue,1,30114,0,2,0,ok-sos006,2005,Nordstrand,I alt,30-39,antall personer,122
EliminatedValue,1,30114,0,3,0,ok-sos006,2005,Nordstrand,I alt,40-49,antall personer,282
EliminatedValue,1,30114,0,4,0,ok-sos006,2005,Nordstrand,I alt,50-59,antall personer,660
EliminatedValue,1,30114,0,5,0,ok-sos006,2005,Nordstrand,I alt,60-67,antall personer,696
EliminatedValue,1,30114,1,0,0,ok-sos006,2005,Nordstrand,Kvinner,I alt,antall personer,1105
EliminatedValue,1,30114,1,1,0,ok-sos006,2005,Nordstrand,Kvinner,18-29,antall personer,15
EliminatedValue,1,30114,1,2,0,ok-sos006,2005,Nordstrand,Kvinner,30-39,antall personer,63
EliminatedValue,1,30114,1,3,0,ok-sos006,2005,Nordstrand,Kvinner,40-49,antall personer,187
EliminatedValue,1,30114,1,4,0,ok-sos006,2005,Nordstrand,Kvinner,50-59,antall personer,412
EliminatedValue,1,30114,1,5,0,ok-sos006,2005,Nordstrand,Kvinner,60-67,antall personer,428
EliminatedValue,1,30114,2,0,0,ok-sos006,2005,Nordstrand,Menn,I alt,antall personer,687
EliminatedValue,1,30114,2,1,0,ok-sos006,2005,Nordstrand,Menn,18-29,antall personer,17
EliminatedValue,1,30114,2,2,0,ok-sos006,2005,Nordstrand,Menn,30-39,antall personer,59
EliminatedValue,1,30114,2,3,0,ok-sos006,2005,Nordstrand,Menn,40-49,antall personer,95
EliminatedValue,1,30114,2,4,0,ok-sos006,2005,Nordstrand,Menn,50-59,antall personer,248
EliminatedValue,1,30114,2,5,0,ok-sos006,2005,Nordstrand,Menn,60-67,antall personer,268
EliminatedValue,1,30115,0,0,0,ok-sos006,2005,Søndre Nordstrand,I alt,I alt,antall personer,1817
EliminatedValue,1,30115,0,1,0,ok-sos006,2005,Søndre Nordstrand,I alt,18-29,antall personer,61
EliminatedValue,1,30115,0,2,0,ok-sos006,2005,Søndre Nordstrand,I alt,30-39,antall personer,128
EliminatedValue,1,30115,0,3,0,ok-sos006,2005,Søndre Nordstrand,I alt,40-49,antall personer,389
EliminatedValue,1,30115,0,4,0,ok-sos006,2005,Søndre Nordstrand,I alt,50-59,antall personer,697
EliminatedValue,1,30115,0,5,0,ok-sos006,2005,Søndre Nordstrand,I alt,60-67,antall personer,542
EliminatedValue,1,30115,1,0,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,I alt,antall personer,975
EliminatedValue,1,30115,1,1,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,18-29,antall personer,27
EliminatedValue,1,30115,1,2,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,30-39,antall personer,64
EliminatedValue,1,30115,1,3,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,40-49,antall personer,226
EliminatedValue,1,30115,1,4,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,50-59,antall personer,394
EliminatedValue,1,30115,1,5,0,ok-sos006,2005,Søndre Nordstrand,Kvinner,60-67,antall personer,264
EliminatedValue,1,30115,2,0,0,ok-sos006,2005,Søndre Nordstrand,Menn,I alt,antall personer,842
EliminatedValue,1,30115,2,1,0,ok-sos006,2005,Søndre Nordstrand,Menn,18-29,antall personer,34
EliminatedValue,1,30115,2,2,0,ok-sos006,2005,Søndre Nordstrand,Menn,30-39,antall personer,64
EliminatedValue,1,30115,2,3,0,ok-sos006,2005,Søndre Nordstrand,Menn,40-49,antall personer,163
EliminatedValue,1,30115,2,4,0,ok-sos006,2005,Søndre Nordstrand,Menn,50-59,antall personer,303
EliminatedValue,1,30115,2,5,0,ok-sos006,2005,Søndre Nordstrand,Menn,60-67,antall personer,278
EliminatedValue,1,30199,0,0,0,ok-sos006,2005,Uten registrert adresse,I alt,I alt,antall personer,217
EliminatedValue,1,30199,0,1,0,ok-sos006,2005,Uten registrert adresse,I alt,18-29,antall personer,0
EliminatedValue,1,30199,0,2,0,ok-sos006,2005,Uten registrert adresse,I alt,30-39,antall personer,29
EliminatedValue,1,30199,0,3,0,ok-sos006,2005,Uten registrert adresse,I alt,40-49,antall personer,66
EliminatedValue,1,30199,0,4,0,ok-sos006,2005,Uten registrert adresse,I alt,50-59,antall personer,76
EliminatedValue,1,30199,0,5,0,ok-sos006,2005,Uten registrert adresse,I alt,60-67,antall personer,46
EliminatedValue,1,30199,1,0,0,ok-sos006,2005,Uten registrert adresse,Kvinner,I alt,antall personer,64
EliminatedValue,1,30199,1,1,0,ok-sos006,2005,Uten registrert adresse,Kvinner,18-29,antall personer,0
EliminatedValue,1,30199,1,2,0,ok-sos006,2005,Uten registrert adresse,Kvinner,30-39,antall personer,12
EliminatedValue,1,30199,1,3,0,ok-sos006,2005,Uten registrert adresse,Kvinner,40-49,antall personer,22
EliminatedValue,1,30199,1,4,0,ok-sos006,2005,Uten registrert adresse,Kvinner,50-59,antall personer,16
EliminatedValue,1,30199,1,5,0,ok-sos006,2005,Uten registrert adresse,Kvinner,60-67,antall personer,14
EliminatedValue,1,30199,2,0,0,ok-sos006,2005,Uten registrert adresse,Menn,I alt,antall personer,153
EliminatedValue,1,30199,2,1,0,ok-sos006,2005,Uten registrert adresse,Menn,18-29,antall personer,0
EliminatedValue,1,30199,2,2,0,ok-sos006,2005,Uten registrert adresse,Menn,30-39,antall personer,17
EliminatedValue,1,30199,2,3,0,ok-sos006,2005,Uten registrert adresse,Menn,40-49,antall personer,44
EliminatedValue,1,30199,2,4,0,ok-sos006,2005,Uten registrert adresse,Menn,50-59,antall personer,60
EliminatedValue,1,30199,2,5,0,ok-sos006,2005,Uten registrert adresse,Menn,60-67,antall personer,32
EliminatedValue,1,30118195,0,0,0,ok-sos006,2005,Ukjent bydel,I alt,I alt,antall personer,
EliminatedValue,1,30118195,0,1,0,ok-sos006,2005,Ukjent bydel,I alt,18-29,antall personer,
EliminatedValue,1,30118195,0,2,0,ok-sos006,2005,Ukjent bydel,I alt,30-39,antall personer,
EliminatedValue,1,30118195,0,3,0,ok-sos006,2005,Ukjent bydel,I alt,40-49,antall personer,
EliminatedValue,1,30118195,0,4,0,ok-sos006,2005,Ukjent bydel,I alt,50-59,antall personer,
EliminatedValue,1,30118195,0,5,0,ok-sos006,2005,Ukjent bydel,I alt,60-67,antall personer,
EliminatedValue,1,30118195,1,0,0,ok-sos006,2005,Ukjent bydel,Kvinner,I alt,antall personer,
EliminatedValue,1,30118195,1,1,0,ok-sos006,2005,Ukjent bydel,Kvinner,18-29,antall personer,
EliminatedValue,1,30118195,1,2,0,ok-sos006,2005,Ukjent bydel,Kvinner,30-39,antall personer,
EliminatedValue,1,30118195,1,3,0,ok-sos006,2005,Ukjent bydel,Kvinner,40-49,antall personer,
EliminatedValue,1,30118195,1,4,0,ok-sos006,2005,Ukjent bydel,Kvinner,50-59,antall personer,
EliminatedValue,1,30118195,1,5,0,ok-sos006,2005,Ukjent bydel,Kvinner,60-67,antall personer,
EliminatedValue,1,30118195,2,0,0,ok-sos006,2005,Ukjent bydel,Menn,I alt,antall personer,
EliminatedValue,1,30118195,2,1,0,ok-sos006,2005,Ukjent bydel,Menn,18-29,antall personer,
EliminatedValue,1,30118195,2,2,0,ok-sos006,2005,Ukjent bydel,Menn,30-39,antall personer,
EliminatedValue,1,30118195,2,3,0,ok-sos006,2005,Ukjent bydel,Menn,40-49,antall personer,
EliminatedValue,1,30118195,2,4,0,ok-sos006,2005,Ukjent bydel,Menn,50-59,antall personer,
EliminatedValue,1,30118195,2,5,0,ok-sos006,2005,Ukjent bydel,Menn,60-67,antall personer,
EliminatedValue,2,301,0,0,0,ok-sos006,2006,Oslo i alt,I alt,I alt,antall personer,25418
EliminatedValue,2,301,0,1,0,ok-sos006,2006,Oslo i alt,I alt,18-29,antall personer,560
EliminatedValue,2,301,0,2,0,ok-sos006,2006,Oslo i alt,I alt,30-39,antall personer,1607
EliminatedValue,2,301,0,3,0,ok-sos006,2006,Oslo i alt,I alt,40-49,antall personer,4631
EliminatedValue,2,301,0,4,0,ok-sos006,2006,Oslo i alt,I alt,50-59,antall personer,9073
EliminatedValue,2,301,0,5,0,ok-sos006,2006,Oslo i alt,I alt,60-67,antall personer,9547
EliminatedValue,2,301,1,0,0,ok-sos006,2006,Oslo i alt,Kvinner,I alt,antall personer,14143
EliminatedValue,2,301,1,1,0,ok-sos006,2006,Oslo i alt,Kvinner,18-29,antall personer,254
EliminatedValue,2,301,1,2,0,ok-sos006,2006,Oslo i alt,Kvinner,30-39,antall personer,785
EliminatedValue,2,301,1,3,0,ok-sos006,2006,Oslo i alt,Kvinner,40-49,antall personer,2428
EliminatedValue,2,301,1,4,0,ok-sos006,2006,Oslo i alt,Kvinner,50-59,antall personer,5275
EliminatedValue,2,301,1,5,0,ok-sos006,2006,Oslo i alt,Kvinner,60-67,antall personer,5401
EliminatedValue,2,301,2,0,0,ok-sos006,2006,Oslo i alt,Menn,I alt,antall personer,11275
EliminatedValue,2,301,2,1,0,ok-sos006,2006,Oslo i alt,Menn,18-29,antall personer,306
EliminatedValue,2,301,2,2,0,ok-sos006,2006,Oslo i alt,Menn,30-39,antall personer,822
EliminatedValue,2,301,2,3,0,ok-sos006,2006,Oslo i alt,Menn,40-49,antall personer,2203
EliminatedValue,2,301,2,4,0,ok-sos006,2006,Oslo i alt,Menn,50-59,antall personer,3798
EliminatedValue,2,301,2,5,0,ok-sos006,2006,Oslo i alt,Menn,60-67,antall personer,4146
EliminatedValue,2,30101,0,0,0,ok-sos006,2006,Gamle Oslo,I alt,I alt,antall personer,1941
EliminatedValue,2,30101,0,1,0,ok-sos006,2006,Gamle Oslo,I alt,18-29,antall personer,38
EliminatedValue,2,30101,0,2,0,ok-sos006,2006,Gamle Oslo,I alt,30-39,antall personer,165
EliminatedValue,2,30101,0,3,0,ok-sos006,2006,Gamle Oslo,I alt,40-49,antall personer,419
EliminatedValue,2,30101,0,4,0,ok-sos006,2006,Gamle Oslo,I alt,50-59,antall personer,722
EliminatedValue,2,30101,0,5,0,ok-sos006,2006,Gamle Oslo,I alt,60-67,antall personer,597
EliminatedValue,2,30101,1,0,0,ok-sos006,2006,Gamle Oslo,Kvinner,I alt,antall personer,913
EliminatedValue,2,30101,1,1,0,ok-sos006,2006,Gamle Oslo,Kvinner,18-29,antall personer,22
EliminatedValue,2,30101,1,2,0,ok-sos006,2006,Gamle Oslo,Kvinner,30-39,antall personer,71
EliminatedValue,2,30101,1,3,0,ok-sos006,2006,Gamle Oslo,Kvinner,40-49,antall personer,185
EliminatedValue,2,30101,1,4,0,ok-sos006,2006,Gamle Oslo,Kvinner,50-59,antall personer,360
EliminatedValue,2,30101,1,5,0,ok-sos006,2006,Gamle Oslo,Kvinner,60-67,antall personer,275
EliminatedValue,2,30101,2,0,0,ok-sos006,2006,Gamle Oslo,Menn,I alt,antall personer,1028
EliminatedValue,2,30101,2,1,0,ok-sos006,2006,Gamle Oslo,Menn,18-29,antall personer,16
EliminatedValue,2,30101,2,2,0,ok-sos006,2006,Gamle Oslo,Menn,30-39,antall personer,94
EliminatedValue,2,30101,2,3,0,ok-sos006,2006,Gamle Oslo,Menn,40-49,antall personer,234
EliminatedValue,2,30101,2,4,0,ok-sos006,2006,Gamle Oslo,Menn,50-59,antall personer,362
EliminatedValue,2,30101,2,5,0,ok-sos006,2006,Gamle Oslo,Menn,60-67,antall personer,322
EliminatedValue,2,30102,0,0,0,ok-sos006,2006,Grünerløkka,I alt,I alt,antall personer,1882
EliminatedValue,2,30102,0,1,0,ok-sos006,2006,Grünerløkka,I alt,18-29,antall personer,32
EliminatedValue,2,30102,0,2,0,ok-sos006,2006,Grünerløkka,I alt,30-39,antall personer,148
EliminatedValue,2,30102,0,3,0,ok-sos006,2006,Grünerløkka,I alt,40-49,antall personer,424
EliminatedValue,2,30102,0,4,0,ok-sos006,2006,Grünerløkka,I alt,50-59,antall personer,691
EliminatedValue,2,30102,0,5,0,ok-sos006,2006,Grünerløkka,I alt,60-67,antall personer,587
EliminatedValue,2,30102,1,0,0,ok-sos006,2006,Grünerløkka,Kvinner,I alt,antall personer,895
EliminatedValue,2,30102,1,1,0,ok-sos006,2006,Grünerløkka,Kvinner,18-29,antall personer,14
EliminatedValue,2,30102,1,2,0,ok-sos006,2006,Grünerløkka,Kvinner,30-39,antall personer,61
EliminatedValue,2,30102,1,3,0,ok-sos006,2006,Grünerløkka,Kvinner,40-49,antall personer,189
EliminatedValue,2,30102,1,4,0,ok-sos006,2006,Grünerløkka,Kvinner,50-59,antall personer,365
EliminatedValue,2,30102,1,5,0,ok-sos006,2006,Grünerløkka,Kvinner,60-67,antall personer,266
EliminatedValue,2,30102,2,0,0,ok-sos006,2006,Grünerløkka,Menn,I alt,antall personer,987
EliminatedValue,2,30102,2,1,0,ok-sos006,2006,Grünerløkka,Menn,18-29,antall personer,18
EliminatedValue,2,30102,2,2,0,ok-sos006,2006,Grünerløkka,Menn,30-39,antall personer,87
EliminatedValue,2,30102,2,3,0,ok-sos006,2006,Grünerløkka,Menn,40-49,antall personer,235
EliminatedValue,2,30102,2,4,0,ok-sos006,2006,Grünerløkka,Menn,50-59,antall personer,326
EliminatedValue,2,30102,2,5,0,ok-sos006,2006,Grünerløkka,Menn,60-67,antall personer,321
EliminatedValue,2,30103,0,0,0,ok-sos006,2006,Sagene,I alt,I alt,antall personer,1764
EliminatedValue,2,30103,0,1,0,ok-sos006,2006,Sagene,I alt,18-29,antall personer,26
EliminatedValue,2,30103,0,2,0,ok-sos006,2006,Sagene,I alt,30-39,antall personer,111
EliminatedValue,2,30103,0,3,0,ok-sos006,2006,Sagene,I alt,40-49,antall personer,383
EliminatedValue,2,30103,0,4,0,ok-sos006,2006,Sagene,I alt,50-59,antall personer,674
EliminatedValue,2,30103,0,5,0,ok-sos006,2006,Sagene,I alt,60-67,antall personer,570
EliminatedValue,2,30103,1,0,0,ok-sos006,2006,Sagene,Kvinner,I alt,antall personer,838
EliminatedValue,2,30103,1,1,0,ok-sos006,2006,Sagene,Kvinner,18-29,antall personer,10
EliminatedValue,2,30103,1,2,0,ok-sos006,2006,Sagene,Kvinner,30-39,antall personer,50
EliminatedValue,2,30103,1,3,0,ok-sos006,2006,Sagene,Kvinner,40-49,antall personer,174
EliminatedValue,2,30103,1,4,0,ok-sos006,2006,Sagene,Kvinner,50-59,antall personer,329
EliminatedValue,2,30103,1,5,0,ok-sos006,2006,Sagene,Kvinner,60-67,antall personer,275
EliminatedValue,2,30103,2,0,0,ok-sos006,2006,Sagene,Menn,I alt,antall personer,926
EliminatedValue,2,30103,2,1,0,ok-sos006,2006,Sagene,Menn,18-29,antall personer,16
EliminatedValue,2,30103,2,2,0,ok-sos006,2006,Sagene,Menn,30-39,antall personer,61
EliminatedValue,2,30103,2,3,0,ok-sos006,2006,Sagene,Menn,40-49,antall personer,209
EliminatedValue,2,30103,2,4,0,ok-sos006,2006,Sagene,Menn,50-59,antall personer,345
EliminatedValue,2,30103,2,5,0,ok-sos006,2006,Sagene,Menn,60-67,antall personer,295
EliminatedValue,2,30104,0,0,0,ok-sos006,2006,St. Hanshaugen,I alt,I alt,antall personer,993
EliminatedValue,2,30104,0,1,0,ok-sos006,2006,St. Hanshaugen,I alt,18-29,antall personer,25
EliminatedValue,2,30104,0,2,0,ok-sos006,2006,St. Hanshaugen,I alt,30-39,antall personer,81
EliminatedValue,2,30104,0,3,0,ok-sos006,2006,St. Hanshaugen,I alt,40-49,antall personer,175
EliminatedValue,2,30104,0,4,0,ok-sos006,2006,St. Hanshaugen,I alt,50-59,antall personer,351
EliminatedValue,2,30104,0,5,0,ok-sos006,2006,St. Hanshaugen,I alt,60-67,antall personer,361
EliminatedValue,2,30104,1,0,0,ok-sos006,2006,St. Hanshaugen,Kvinner,I alt,antall personer,522
EliminatedValue,2,30104,1,1,0,ok-sos006,2006,St. Hanshaugen,Kvinner,18-29,antall personer,14
EliminatedValue,2,30104,1,2,0,ok-sos006,2006,St. Hanshaugen,Kvinner,30-39,antall personer,38
EliminatedValue,2,30104,1,3,0,ok-sos006,2006,St. Hanshaugen,Kvinner,40-49,antall personer,82
EliminatedValue,2,30104,1,4,0,ok-sos006,2006,St. Hanshaugen,Kvinner,50-59,antall personer,195
EliminatedValue,2,30104,1,5,0,ok-sos006,2006,St. Hanshaugen,Kvinner,60-67,antall personer,193
EliminatedValue,2,30104,2,0,0,ok-sos006,2006,St. Hanshaugen,Menn,I alt,antall personer,471
EliminatedValue,2,30104,2,1,0,ok-sos006,2006,St. Hanshaugen,Menn,18-29,antall personer,11
EliminatedValue,2,30104,2,2,0,ok-sos006,2006,St. Hanshaugen,Menn,30-39,antall personer,43
EliminatedValue,2,30104,2,3,0,ok-sos006,2006,St. Hanshaugen,Menn,40-49,antall personer,93
EliminatedValue,2,30104,2,4,0,ok-sos006,2006,St. Hanshaugen,Menn,50-59,antall personer,156
EliminatedValue,2,30104,2,5,0,ok-sos006,2006,St. Hanshaugen,Menn,60-67,antall personer,168
EliminatedValue,2,30105,0,0,0,ok-sos006,2006,Frogner,I alt,I alt,antall personer,1621
EliminatedValue,2,30105,0,1,0,ok-sos006,2006,Frogner,I alt,18-29,antall personer,20
EliminatedValue,2,30105,0,2,0,ok-sos006,2006,Frogner,I alt,30-39,antall personer,110
EliminatedValue,2,30105,0,3,0,ok-sos006,2006,Frogner,I alt,40-49,antall personer,231
EliminatedValue,2,30105,0,4,0,ok-sos006,2006,Frogner,I alt,50-59,antall personer,555
EliminatedValue,2,30105,0,5,0,ok-sos006,2006,Frogner,I alt,60-67,antall personer,705
EliminatedValue,2,30105,1,0,0,ok-sos006,2006,Frogner,Kvinner,I alt,antall personer,927
EliminatedValue,2,30105,1,1,0,ok-sos006,2006,Frogner,Kvinner,18-29,antall personer,8
EliminatedValue,2,30105,1,2,0,ok-sos006,2006,Frogner,Kvinner,30-39,antall personer,52
EliminatedValue,2,30105,1,3,0,ok-sos006,2006,Frogner,Kvinner,40-49,antall personer,117
EliminatedValue,2,30105,1,4,0,ok-sos006,2006,Frogner,Kvinner,50-59,antall personer,333
EliminatedValue,2,30105,1,5,0,ok-sos006,2006,Frogner,Kvinner,60-67,antall personer,417
EliminatedValue,2,30105,2,0,0,ok-sos006,2006,Frogner,Menn,I alt,antall personer,694
EliminatedValue,2,30105,2,1,0,ok-sos006,2006,Frogner,Menn,18-29,antall personer,12
EliminatedValue,2,30105,2,2,0,ok-sos006,2006,Frogner,Menn,30-39,antall personer,58
EliminatedValue,2,30105,2,3,0,ok-sos006,2006,Frogner,Menn,40-49,antall personer,114
EliminatedValue,2,30105,2,4,0,ok-sos006,2006,Frogner,Menn,50-59,antall personer,222
EliminatedValue,2,30105,2,5,0,ok-sos006,2006,Frogner,Menn,60-67,antall personer,288
EliminatedValue,2,30106,0,0,0,ok-sos006,2006,Ullern,I alt,I alt,antall personer,848
EliminatedValue,2,30106,0,1,0,ok-sos006,2006,Ullern,I alt,18-29,antall personer,32
EliminatedValue,2,30106,0,2,0,ok-sos006,2006,Ullern,I alt,30-39,antall personer,54
EliminatedValue,2,30106,0,3,0,ok-sos006,2006,Ullern,I alt,40-49,antall personer,102
EliminatedValue,2,30106,0,4,0,ok-sos006,2006,Ullern,I alt,50-59,antall personer,300
EliminatedValue,2,30106,0,5,0,ok-sos006,2006,Ullern,I alt,60-67,antall personer,360
EliminatedValue,2,30106,1,0,0,ok-sos006,2006,Ullern,Kvinner,I alt,antall personer,545
EliminatedValue,2,30106,1,1,0,ok-sos006,2006,Ullern,Kvinner,18-29,antall personer,6
EliminatedValue,2,30106,1,2,0,ok-sos006,2006,Ullern,Kvinner,30-39,antall personer,29
EliminatedValue,2,30106,1,3,0,ok-sos006,2006,Ullern,Kvinner,40-49,antall personer,65
EliminatedValue,2,30106,1,4,0,ok-sos006,2006,Ullern,Kvinner,50-59,antall personer,211
EliminatedValue,2,30106,1,5,0,ok-sos006,2006,Ullern,Kvinner,60-67,antall personer,234
EliminatedValue,2,30106,2,0,0,ok-sos006,2006,Ullern,Menn,I alt,antall personer,303
EliminatedValue,2,30106,2,1,0,ok-sos006,2006,Ullern,Menn,18-29,antall personer,26
EliminatedValue,2,30106,2,2,0,ok-sos006,2006,Ullern,Menn,30-39,antall personer,25
EliminatedValue,2,30106,2,3,0,ok-sos006,2006,Ullern,Menn,40-49,antall personer,37
EliminatedValue,2,30106,2,4,0,ok-sos006,2006,Ullern,Menn,50-59,antall personer,89
EliminatedValue,2,30106,2,5,0,ok-sos006,2006,Ullern,Menn,60-67,antall personer,126
EliminatedValue,2,30107,0,0,0,ok-sos006,2006,Vestre Aker,I alt,I alt,antall personer,1229
EliminatedValue,2,30107,0,1,0,ok-sos006,2006,Vestre Aker,I alt,18-29,antall personer,45
EliminatedValue,2,30107,0,2,0,ok-sos006,2006,Vestre Aker,I alt,30-39,antall personer,58
EliminatedValue,2,30107,0,3,0,ok-sos006,2006,Vestre Aker,I alt,40-49,antall personer,188
EliminatedValue,2,30107,0,4,0,ok-sos006,2006,Vestre Aker,I alt,50-59,antall personer,410
EliminatedValue,2,30107,0,5,0,ok-sos006,2006,Vestre Aker,I alt,60-67,antall personer,528
EliminatedValue,2,30107,1,0,0,ok-sos006,2006,Vestre Aker,Kvinner,I alt,antall personer,758
EliminatedValue,2,30107,1,1,0,ok-sos006,2006,Vestre Aker,Kvinner,18-29,antall personer,16
EliminatedValue,2,30107,1,2,0,ok-sos006,2006,Vestre Aker,Kvinner,30-39,antall personer,29
EliminatedValue,2,30107,1,3,0,ok-sos006,2006,Vestre Aker,Kvinner,40-49,antall personer,113
EliminatedValue,2,30107,1,4,0,ok-sos006,2006,Vestre Aker,Kvinner,50-59,antall personer,280
EliminatedValue,2,30107,1,5,0,ok-sos006,2006,Vestre Aker,Kvinner,60-67,antall personer,320
EliminatedValue,2,30107,2,0,0,ok-sos006,2006,Vestre Aker,Menn,I alt,antall personer,471
EliminatedValue,2,30107,2,1,0,ok-sos006,2006,Vestre Aker,Menn,18-29,antall personer,29
EliminatedValue,2,30107,2,2,0,ok-sos006,2006,Vestre Aker,Menn,30-39,antall personer,29
EliminatedValue,2,30107,2,3,0,ok-sos006,2006,Vestre Aker,Menn,40-49,antall personer,75
EliminatedValue,2,30107,2,4,0,ok-sos006,2006,Vestre Aker,Menn,50-59,antall personer,130
EliminatedValue,2,30107,2,5,0,ok-sos006,2006,Vestre Aker,Menn,60-67,antall personer,208
EliminatedValue,2,30108,0,0,0,ok-sos006,2006,Nordre Aker,I alt,I alt,antall personer,1269
EliminatedValue,2,30108,0,1,0,ok-sos006,2006,Nordre Aker,I alt,18-29,antall personer,39
EliminatedValue,2,30108,0,2,0,ok-sos006,2006,Nordre Aker,I alt,30-39,antall personer,80
EliminatedValue,2,30108,0,3,0,ok-sos006,2006,Nordre Aker,I alt,40-49,antall personer,209
