ContentsCode_kode,år_kode,bosted_kode,kjønn_kode,aldersgruppe_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bosted_navn,kjønn_navn,aldersgruppe_navn,statistikkvariabel_navn,verdi
EliminatedValue,8,30114,2,3,0,ok-sos006,2012,Nordstrand,Menn,40-49,antall personer,102
EliminatedValue,8,30114,2,4,0,ok-sos006,2012,Nordstrand,Menn,50-59,antall personer,179
EliminatedValue,8,30114,2,5,0,ok-sos006,2012,Nordstrand,Menn,60-67,antall personer,290
EliminatedValue,8,30115,0,0,0,ok-sos006,2012,Søndre Nordstrand,I alt,I alt,antall personer,1950
EliminatedValue,8,30115,0,1,0,ok-sos006,2012,Søndre Nordstrand,I alt,18-29,antall personer,77
EliminatedValue,8,30115,0,2,0,ok-sos006,2012,Søndre Nordstrand,I alt,30-39,antall personer,109
EliminatedValue,8,30115,0,3,0,ok-sos006,2012,Søndre Nordstrand,I alt,40-49,antall personer,348
EliminatedValue,8,30115,0,4,0,ok-sos006,2012,Søndre Nordstrand,I alt,50-59,antall personer,697
EliminatedValue,8,30115,0,5,0,ok-sos006,2012,Søndre Nordstrand,I alt,60-67,antall personer,719
EliminatedValue,8,30115,1,0,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,I alt,antall personer,1073
EliminatedValue,8,30115,1,1,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,18-29,antall personer,32
EliminatedValue,8,30115,1,2,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,30-39,antall personer,47
EliminatedValue,8,30115,1,3,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,40-49,antall personer,191
EliminatedValue,8,30115,1,4,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,50-59,antall personer,401
EliminatedValue,8,30115,1,5,0,ok-sos006,2012,Søndre Nordstrand,Kvinner,60-67,antall personer,402
EliminatedValue,8,30115,2,0,0,ok-sos006,2012,Søndre Nordstrand,Menn,I alt,antall personer,877
EliminatedValue,8,30115,2,1,0,ok-sos006,2012,Søndre Nordstrand,Menn,18-29,antall personer,45
EliminatedValue,8,30115,2,2,0,ok-sos006,2012,Søndre Nordstrand,Menn,30-39,antall personer,62
EliminatedValue,8,30115,2,3,0,ok-sos006,2012,Søndre Nordstrand,Menn,40-49,antall personer,157
EliminatedValue,8,30115,2,4,0,ok-sos006,2012,Søndre Nordstrand,Menn,50-59,antall personer,296
EliminatedValue,8,30115,2,5,0,ok-sos006,2012,Søndre Nordstrand,Menn,60-67,antall personer,317
EliminatedValue,8,30199,0,0,0,ok-sos006,2012,Uten registrert adresse,I alt,I alt,antall personer,74
EliminatedValue,8,30199,0,1,0,ok-sos006,2012,Uten registrert adresse,I alt,18-29,antall personer,2
EliminatedValue,8,30199,0,2,0,ok-sos006,2012,Uten registrert adresse,I alt,30-39,antall personer,6
EliminatedValue,8,30199,0,3,0,ok-sos006,2012,Uten registrert adresse,I alt,40-49,antall personer,18
EliminatedValue,8,30199,0,4,0,ok-sos006,2012,Uten registrert adresse,I alt,50-59,antall personer,24
EliminatedValue,8,30199,0,5,0,ok-sos006,2012,Uten registrert adresse,I alt,60-67,antall personer,24
EliminatedValue,8,30199,1,0,0,ok-sos006,2012,Uten registrert adresse,Kvinner,I alt,antall personer,35
EliminatedValue,8,30199,1,1,0,ok-sos006,2012,Uten registrert adresse,Kvinner,18-29,antall personer,0
EliminatedValue,8,30199,1,2,0,ok-sos006,2012,Uten registrert adresse,Kvinner,30-39,antall personer,4
EliminatedValue,8,30199,1,3,0,ok-sos006,2012,Uten registrert adresse,Kvinner,40-49,antall personer,8
EliminatedValue,8,30199,1,4,0,ok-sos006,2012,Uten registrert adresse,Kvinner,50-59,antall personer,12
EliminatedValue,8,30199,1,5,0,ok-sos006,2012,Uten registrert adresse,Kvinner,60-67,antall personer,11
EliminatedValue,8,30199,2,0,0,ok-sos006,2012,Uten registrert adresse,Menn,I alt,antall personer,39
EliminatedValue,8,30199,2,1,0,ok-sos006,2012,Uten registrert adresse,Menn,18-29,antall personer,2
EliminatedValue,8,30199,2,2,0,ok-sos006,2012,Uten registrert adresse,Menn,30-39,antall personer,2
EliminatedValue,8,30199,2,3,0,ok-sos006,2012,Uten registrert adresse,Menn,40-49,antall personer,10
EliminatedValue,8,30199,2,4,0,ok-sos006,2012,Uten registrert adresse,Menn,50-59,antall personer,12
EliminatedValue,8,30199,2,5,0,ok-sos006,2012,Uten registrert adresse,Menn,60-67,antall personer,13
EliminatedValue,8,30118195,0,0,0,ok-sos006,2012,Ukjent bydel,I alt,I alt,antall personer,
EliminatedValue,8,30118195,0,1,0,ok-sos006,2012,Ukjent bydel,I alt,18-29,antall personer,
EliminatedValue,8,30118195,0,2,0,ok-sos006,2012,Ukjent bydel,I alt,30-39,antall personer,
EliminatedValue,8,30118195,0,3,0,ok-sos006,2012,Ukjent bydel,I alt,40-49,antall personer,
EliminatedValue,8,30118195,0,4,0,ok-sos006,2012,Ukjent bydel,I alt,50-59,antall personer,
EliminatedValue,8,30118195,0,5,0,ok-sos006,2012,Ukjent bydel,I alt,60-67,antall personer,
EliminatedValue,8,30118195,1,0,0,ok-sos006,2012,Ukjent bydel,Kvinner,I alt,antall personer,
EliminatedValue,8,30118195,1,1,0,ok-sos006,2012,Ukjent bydel,Kvinner,18-29,antall personer,
EliminatedValue,8,30118195,1,2,0,ok-sos006,2012,Ukjent bydel,Kvinner,30-39,antall personer,
EliminatedValue,8,30118195,1,3,0,ok-sos006,2012,Ukjent bydel,Kvinner,40-49,antall personer,
EliminatedValue,8,30118195,1,4,0,ok-sos006,2012,Ukjent bydel,Kvinner,50-59,antall personer,
EliminatedValue,8,30118195,1,5,0,ok-sos006,2012,Ukjent bydel,Kvinner,60-67,antall personer,
EliminatedValue,8,30118195,2,0,0,ok-sos006,2012,Ukjent bydel,Menn,I alt,antall personer,
EliminatedValue,8,30118195,2,1,0,ok-sos006,2012,Ukjent bydel,Menn,18-29,antall personer,
EliminatedValue,8,30118195,2,2,0,ok-sos006,2012,Ukjent bydel,Menn,30-39,antall personer,
EliminatedValue,8,30118195,2,3,0,ok-sos006,2012,Ukjent bydel,Menn,40-49,antall personer,
EliminatedValue,8,30118195,2,4,0,ok-sos006,2012,Ukjent bydel,Menn,50-59,antall personer,
EliminatedValue,8,30118195,2,5,0,ok-sos006,2012,Ukjent bydel,Menn,60-67,antall personer,
EliminatedValue,9,301,0,0,0,ok-sos006,2013,Oslo i alt,I alt,I alt,antall personer,23727
EliminatedValue,9,301,0,1,0,ok-sos006,2013,Oslo i alt,I alt,18-29,antall personer,739
EliminatedValue,9,301,0,2,0,ok-sos006,2013,Oslo i alt,I alt,30-39,antall personer,1354
EliminatedValue,9,301,0,3,0,ok-sos006,2013,Oslo i alt,I alt,40-49,antall personer,4079
EliminatedValue,9,301,0,4,0,ok-sos006,2013,Oslo i alt,I alt,50-59,antall personer,8324
EliminatedValue,9,301,0,5,0,ok-sos006,2013,Oslo i alt,I alt,60-67,antall personer,9231
EliminatedValue,9,301,1,0,0,ok-sos006,2013,Oslo i alt,Kvinner,I alt,antall personer,13206
EliminatedValue,9,301,1,1,0,ok-sos006,2013,Oslo i alt,Kvinner,18-29,antall personer,315
EliminatedValue,9,301,1,2,0,ok-sos006,2013,Oslo i alt,Kvinner,30-39,antall personer,649
EliminatedValue,9,301,1,3,0,ok-sos006,2013,Oslo i alt,Kvinner,40-49,antall personer,2151
EliminatedValue,9,301,1,4,0,ok-sos006,2013,Oslo i alt,Kvinner,50-59,antall personer,4703
EliminatedValue,9,301,1,5,0,ok-sos006,2013,Oslo i alt,Kvinner,60-67,antall personer,5388
EliminatedValue,9,301,2,0,0,ok-sos006,2013,Oslo i alt,Menn,I alt,antall personer,10521
EliminatedValue,9,301,2,1,0,ok-sos006,2013,Oslo i alt,Menn,18-29,antall personer,424
EliminatedValue,9,301,2,2,0,ok-sos006,2013,Oslo i alt,Menn,30-39,antall personer,705
EliminatedValue,9,301,2,3,0,ok-sos006,2013,Oslo i alt,Menn,40-49,antall personer,1928
EliminatedValue,9,301,2,4,0,ok-sos006,2013,Oslo i alt,Menn,50-59,antall personer,3621
EliminatedValue,9,301,2,5,0,ok-sos006,2013,Oslo i alt,Menn,60-67,antall personer,3843
EliminatedValue,9,30101,0,0,0,ok-sos006,2013,Gamle Oslo,I alt,I alt,antall personer,1935
EliminatedValue,9,30101,0,1,0,ok-sos006,2013,Gamle Oslo,I alt,18-29,antall personer,41
EliminatedValue,9,30101,0,2,0,ok-sos006,2013,Gamle Oslo,I alt,30-39,antall personer,129
EliminatedValue,9,30101,0,3,0,ok-sos006,2013,Gamle Oslo,I alt,40-49,antall personer,362
EliminatedValue,9,30101,0,4,0,ok-sos006,2013,Gamle Oslo,I alt,50-59,antall personer,701
EliminatedValue,9,30101,0,5,0,ok-sos006,2013,Gamle Oslo,I alt,60-67,antall personer,702
EliminatedValue,9,30101,1,0,0,ok-sos006,2013,Gamle Oslo,Kvinner,I alt,antall personer,951
EliminatedValue,9,30101,1,1,0,ok-sos006,2013,Gamle Oslo,Kvinner,18-29,antall personer,17
EliminatedValue,9,30101,1,2,0,ok-sos006,2013,Gamle Oslo,Kvinner,30-39,antall personer,64
EliminatedValue,9,30101,1,3,0,ok-sos006,2013,Gamle Oslo,Kvinner,40-49,antall personer,151
EliminatedValue,9,30101,1,4,0,ok-sos006,2013,Gamle Oslo,Kvinner,50-59,antall personer,342
EliminatedValue,9,30101,1,5,0,ok-sos006,2013,Gamle Oslo,Kvinner,60-67,antall personer,377
EliminatedValue,9,30101,2,0,0,ok-sos006,2013,Gamle Oslo,Menn,I alt,antall personer,984
EliminatedValue,9,30101,2,1,0,ok-sos006,2013,Gamle Oslo,Menn,18-29,antall personer,24
EliminatedValue,9,30101,2,2,0,ok-sos006,2013,Gamle Oslo,Menn,30-39,antall personer,65
EliminatedValue,9,30101,2,3,0,ok-sos006,2013,Gamle Oslo,Menn,40-49,antall personer,211
EliminatedValue,9,30101,2,4,0,ok-sos006,2013,Gamle Oslo,Menn,50-59,antall personer,359
EliminatedValue,9,30101,2,5,0,ok-sos006,2013,Gamle Oslo,Menn,60-67,antall personer,325
EliminatedValue,9,30102,0,0,0,ok-sos006,2013,Grünerløkka,I alt,I alt,antall personer,1573
EliminatedValue,9,30102,0,1,0,ok-sos006,2013,Grünerløkka,I alt,18-29,antall personer,33
EliminatedValue,9,30102,0,2,0,ok-sos006,2013,Grünerløkka,I alt,30-39,antall personer,86
EliminatedValue,9,30102,0,3,0,ok-sos006,2013,Grünerløkka,I alt,40-49,antall personer,305
EliminatedValue,9,30102,0,4,0,ok-sos006,2013,Grünerløkka,I alt,50-59,antall personer,582
EliminatedValue,9,30102,0,5,0,ok-sos006,2013,Grünerløkka,I alt,60-67,antall personer,567
EliminatedValue,9,30102,1,0,0,ok-sos006,2013,Grünerløkka,Kvinner,I alt,antall personer,783
EliminatedValue,9,30102,1,1,0,ok-sos006,2013,Grünerløkka,Kvinner,18-29,antall personer,14
EliminatedValue,9,30102,1,2,0,ok-sos006,2013,Grünerløkka,Kvinner,30-39,antall personer,42
EliminatedValue,9,30102,1,3,0,ok-sos006,2013,Grünerløkka,Kvinner,40-49,antall personer,134
EliminatedValue,9,30102,1,4,0,ok-sos006,2013,Grünerløkka,Kvinner,50-59,antall personer,289
EliminatedValue,9,30102,1,5,0,ok-sos006,2013,Grünerløkka,Kvinner,60-67,antall personer,304
EliminatedValue,9,30102,2,0,0,ok-sos006,2013,Grünerløkka,Menn,I alt,antall personer,790
EliminatedValue,9,30102,2,1,0,ok-sos006,2013,Grünerløkka,Menn,18-29,antall personer,19
EliminatedValue,9,30102,2,2,0,ok-sos006,2013,Grünerløkka,Menn,30-39,antall personer,44
EliminatedValue,9,30102,2,3,0,ok-sos006,2013,Grünerløkka,Menn,40-49,antall personer,171
EliminatedValue,9,30102,2,4,0,ok-sos006,2013,Grünerløkka,Menn,50-59,antall personer,293
EliminatedValue,9,30102,2,5,0,ok-sos006,2013,Grünerløkka,Menn,60-67,antall personer,263
EliminatedValue,9,30103,0,0,0,ok-sos006,2013,Sagene,I alt,I alt,antall personer,1542
EliminatedValue,9,30103,0,1,0,ok-sos006,2013,Sagene,I alt,18-29,antall personer,46
EliminatedValue,9,30103,0,2,0,ok-sos006,2013,Sagene,I alt,30-39,antall personer,73
EliminatedValue,9,30103,0,3,0,ok-sos006,2013,Sagene,I alt,40-49,antall personer,289
EliminatedValue,9,30103,0,4,0,ok-sos006,2013,Sagene,I alt,50-59,antall personer,585
EliminatedValue,9,30103,0,5,0,ok-sos006,2013,Sagene,I alt,60-67,antall personer,549
EliminatedValue,9,30103,1,0,0,ok-sos006,2013,Sagene,Kvinner,I alt,antall personer,746
EliminatedValue,9,30103,1,1,0,ok-sos006,2013,Sagene,Kvinner,18-29,antall personer,13
EliminatedValue,9,30103,1,2,0,ok-sos006,2013,Sagene,Kvinner,30-39,antall personer,29
EliminatedValue,9,30103,1,3,0,ok-sos006,2013,Sagene,Kvinner,40-49,antall personer,144
EliminatedValue,9,30103,1,4,0,ok-sos006,2013,Sagene,Kvinner,50-59,antall personer,282
EliminatedValue,9,30103,1,5,0,ok-sos006,2013,Sagene,Kvinner,60-67,antall personer,278
EliminatedValue,9,30103,2,0,0,ok-sos006,2013,Sagene,Menn,I alt,antall personer,796
EliminatedValue,9,30103,2,1,0,ok-sos006,2013,Sagene,Menn,18-29,antall personer,33
EliminatedValue,9,30103,2,2,0,ok-sos006,2013,Sagene,Menn,30-39,antall personer,44
EliminatedValue,9,30103,2,3,0,ok-sos006,2013,Sagene,Menn,40-49,antall personer,145
EliminatedValue,9,30103,2,4,0,ok-sos006,2013,Sagene,Menn,50-59,antall personer,303
EliminatedValue,9,30103,2,5,0,ok-sos006,2013,Sagene,Menn,60-67,antall personer,271
EliminatedValue,9,30104,0,0,0,ok-sos006,2013,St. Hanshaugen,I alt,I alt,antall personer,945
EliminatedValue,9,30104,0,1,0,ok-sos006,2013,St. Hanshaugen,I alt,18-29,antall personer,17
EliminatedValue,9,30104,0,2,0,ok-sos006,2013,St. Hanshaugen,I alt,30-39,antall personer,76
EliminatedValue,9,30104,0,3,0,ok-sos006,2013,St. Hanshaugen,I alt,40-49,antall personer,167
EliminatedValue,9,30104,0,4,0,ok-sos006,2013,St. Hanshaugen,I alt,50-59,antall personer,325
EliminatedValue,9,30104,0,5,0,ok-sos006,2013,St. Hanshaugen,I alt,60-67,antall personer,360
EliminatedValue,9,30104,1,0,0,ok-sos006,2013,St. Hanshaugen,Kvinner,I alt,antall personer,487
EliminatedValue,9,30104,1,1,0,ok-sos006,2013,St. Hanshaugen,Kvinner,18-29,antall personer,5
EliminatedValue,9,30104,1,2,0,ok-sos006,2013,St. Hanshaugen,Kvinner,30-39,antall personer,38
EliminatedValue,9,30104,1,3,0,ok-sos006,2013,St. Hanshaugen,Kvinner,40-49,antall personer,84
EliminatedValue,9,30104,1,4,0,ok-sos006,2013,St. Hanshaugen,Kvinner,50-59,antall personer,169
EliminatedValue,9,30104,1,5,0,ok-sos006,2013,St. Hanshaugen,Kvinner,60-67,antall personer,191
EliminatedValue,9,30104,2,0,0,ok-sos006,2013,St. Hanshaugen,Menn,I alt,antall personer,458
EliminatedValue,9,30104,2,1,0,ok-sos006,2013,St. Hanshaugen,Menn,18-29,antall personer,12
EliminatedValue,9,30104,2,2,0,ok-sos006,2013,St. Hanshaugen,Menn,30-39,antall personer,38
EliminatedValue,9,30104,2,3,0,ok-sos006,2013,St. Hanshaugen,Menn,40-49,antall personer,83
EliminatedValue,9,30104,2,4,0,ok-sos006,2013,St. Hanshaugen,Menn,50-59,antall personer,156
EliminatedValue,9,30104,2,5,0,ok-sos006,2013,St. Hanshaugen,Menn,60-67,antall personer,169
EliminatedValue,9,30105,0,0,0,ok-sos006,2013,Frogner,I alt,I alt,antall personer,1440
EliminatedValue,9,30105,0,1,0,ok-sos006,2013,Frogner,I alt,18-29,antall personer,41
EliminatedValue,9,30105,0,2,0,ok-sos006,2013,Frogner,I alt,30-39,antall personer,99
EliminatedValue,9,30105,0,3,0,ok-sos006,2013,Frogner,I alt,40-49,antall personer,237
EliminatedValue,9,30105,0,4,0,ok-sos006,2013,Frogner,I alt,50-59,antall personer,432
EliminatedValue,9,30105,0,5,0,ok-sos006,2013,Frogner,I alt,60-67,antall personer,631
EliminatedValue,9,30105,1,0,0,ok-sos006,2013,Frogner,Kvinner,I alt,antall personer,827
EliminatedValue,9,30105,1,1,0,ok-sos006,2013,Frogner,Kvinner,18-29,antall personer,24
EliminatedValue,9,30105,1,2,0,ok-sos006,2013,Frogner,Kvinner,30-39,antall personer,54
EliminatedValue,9,30105,1,3,0,ok-sos006,2013,Frogner,Kvinner,40-49,antall personer,118
EliminatedValue,9,30105,1,4,0,ok-sos006,2013,Frogner,Kvinner,50-59,antall personer,249
EliminatedValue,9,30105,1,5,0,ok-sos006,2013,Frogner,Kvinner,60-67,antall personer,382
EliminatedValue,9,30105,2,0,0,ok-sos006,2013,Frogner,Menn,I alt,antall personer,613
EliminatedValue,9,30105,2,1,0,ok-sos006,2013,Frogner,Menn,18-29,antall personer,17
EliminatedValue,9,30105,2,2,0,ok-sos006,2013,Frogner,Menn,30-39,antall personer,45
EliminatedValue,9,30105,2,3,0,ok-sos006,2013,Frogner,Menn,40-49,antall personer,119
EliminatedValue,9,30105,2,4,0,ok-sos006,2013,Frogner,Menn,50-59,antall personer,183
EliminatedValue,9,30105,2,5,0,ok-sos006,2013,Frogner,Menn,60-67,antall personer,249
EliminatedValue,9,30106,0,0,0,ok-sos006,2013,Ullern,I alt,I alt,antall personer,844
EliminatedValue,9,30106,0,1,0,ok-sos006,2013,Ullern,I alt,18-29,antall personer,24
EliminatedValue,9,30106,0,2,0,ok-sos006,2013,Ullern,I alt,30-39,antall personer,52
EliminatedValue,9,30106,0,3,0,ok-sos006,2013,Ullern,I alt,40-49,antall personer,106
EliminatedValue,9,30106,0,4,0,ok-sos006,2013,Ullern,I alt,50-59,antall personer,266
EliminatedValue,9,30106,0,5,0,ok-sos006,2013,Ullern,I alt,60-67,antall personer,396
EliminatedValue,9,30106,1,0,0,ok-sos006,2013,Ullern,Kvinner,I alt,antall personer,556
EliminatedValue,9,30106,1,1,0,ok-sos006,2013,Ullern,Kvinner,18-29,antall personer,6
EliminatedValue,9,30106,1,2,0,ok-sos006,2013,Ullern,Kvinner,30-39,antall personer,20
EliminatedValue,9,30106,1,3,0,ok-sos006,2013,Ullern,Kvinner,40-49,antall personer,63
EliminatedValue,9,30106,1,4,0,ok-sos006,2013,Ullern,Kvinner,50-59,antall personer,178
EliminatedValue,9,30106,1,5,0,ok-sos006,2013,Ullern,Kvinner,60-67,antall personer,289
EliminatedValue,9,30106,2,0,0,ok-sos006,2013,Ullern,Menn,I alt,antall personer,288
EliminatedValue,9,30106,2,1,0,ok-sos006,2013,Ullern,Menn,18-29,antall personer,18
EliminatedValue,9,30106,2,2,0,ok-sos006,2013,Ullern,Menn,30-39,antall personer,32
EliminatedValue,9,30106,2,3,0,ok-sos006,2013,Ullern,Menn,40-49,antall personer,43
EliminatedValue,9,30106,2,4,0,ok-sos006,2013,Ullern,Menn,50-59,antall personer,88
EliminatedValue,9,30106,2,5,0,ok-sos006,2013,Ullern,Menn,60-67,antall personer,107
EliminatedValue,9,30107,0,0,0,ok-sos006,2013,Vestre Aker,I alt,I alt,antall personer,1161
EliminatedValue,9,30107,0,1,0,ok-sos006,2013,Vestre Aker,I alt,18-29,antall personer,51
EliminatedValue,9,30107,0,2,0,ok-sos006,2013,Vestre Aker,I alt,30-39,antall personer,76
EliminatedValue,9,30107,0,3,0,ok-sos006,2013,Vestre Aker,I alt,40-49,antall personer,166
EliminatedValue,9,30107,0,4,0,ok-sos006,2013,Vestre Aker,I alt,50-59,antall personer,372
EliminatedValue,9,30107,0,5,0,ok-sos006,2013,Vestre Aker,I alt,60-67,antall personer,496
EliminatedValue,9,30107,1,0,0,ok-sos006,2013,Vestre Aker,Kvinner,I alt,antall personer,708
EliminatedValue,9,30107,1,1,0,ok-sos006,2013,Vestre Aker,Kvinner,18-29,antall personer,23
EliminatedValue,9,30107,1,2,0,ok-sos006,2013,Vestre Aker,Kvinner,30-39,antall personer,36
EliminatedValue,9,30107,1,3,0,ok-sos006,2013,Vestre Aker,Kvinner,40-49,antall personer,88
EliminatedValue,9,30107,1,4,0,ok-sos006,2013,Vestre Aker,Kvinner,50-59,antall personer,239
EliminatedValue,9,30107,1,5,0,ok-sos006,2013,Vestre Aker,Kvinner,60-67,antall personer,322
EliminatedValue,9,30107,2,0,0,ok-sos006,2013,Vestre Aker,Menn,I alt,antall personer,453
EliminatedValue,9,30107,2,1,0,ok-sos006,2013,Vestre Aker,Menn,18-29,antall personer,28
EliminatedValue,9,30107,2,2,0,ok-sos006,2013,Vestre Aker,Menn,30-39,antall personer,40
EliminatedValue,9,30107,2,3,0,ok-sos006,2013,Vestre Aker,Menn,40-49,antall personer,78
EliminatedValue,9,30107,2,4,0,ok-sos006,2013,Vestre Aker,Menn,50-59,antall personer,133
EliminatedValue,9,30107,2,5,0,ok-sos006,2013,Vestre Aker,Menn,60-67,antall personer,174
EliminatedValue,9,30108,0,0,0,ok-sos006,2013,Nordre Aker,I alt,I alt,antall personer,1179
EliminatedValue,9,30108,0,1,0,ok-sos006,2013,Nordre Aker,I alt,18-29,antall personer,48
EliminatedValue,9,30108,0,2,0,ok-sos006,2013,Nordre Aker,I alt,30-39,antall personer,82
EliminatedValue,9,30108,0,3,0,ok-sos006,2013,Nordre Aker,I alt,40-49,antall personer,197
EliminatedValue,9,30108,0,4,0,ok-sos006,2013,Nordre Aker,I alt,50-59,antall personer,369
EliminatedValue,9,30108,0,5,0,ok-sos006,2013,Nordre Aker,I alt,60-67,antall personer,483
EliminatedValue,9,30108,1,0,0,ok-sos006,2013,Nordre Aker,Kvinner,I alt,antall personer,666
EliminatedValue,9,30108,1,1,0,ok-sos006,2013,Nordre Aker,Kvinner,18-29,antall personer,19
EliminatedValue,9,30108,1,2,0,ok-sos006,2013,Nordre Aker,Kvinner,30-39,antall personer,39
EliminatedValue,9,30108,1,3,0,ok-sos006,2013,Nordre Aker,Kvinner,40-49,antall personer,104
EliminatedValue,9,30108,1,4,0,ok-sos006,2013,Nordre Aker,Kvinner,50-59,antall personer,207
EliminatedValue,9,30108,1,5,0,ok-sos006,2013,Nordre Aker,Kvinner,60-67,antall personer,297
EliminatedValue,9,30108,2,0,0,ok-sos006,2013,Nordre Aker,Menn,I alt,antall personer,513
EliminatedValue,9,30108,2,1,0,ok-sos006,2013,Nordre Aker,Menn,18-29,antall personer,29
EliminatedValue,9,30108,2,2,0,ok-sos006,2013,Nordre Aker,Menn,30-39,antall personer,43
EliminatedValue,9,30108,2,3,0,ok-sos006,2013,Nordre Aker,Menn,40-49,antall personer,93
EliminatedValue,9,30108,2,4,0,ok-sos006,2013,Nordre Aker,Menn,50-59,antall personer,162
EliminatedValue,9,30108,2,5,0,ok-sos006,2013,Nordre Aker,Menn,60-67,antall personer,186
EliminatedValue,9,30109,0,0,0,ok-sos006,2013,Bjerke,I alt,I alt,antall personer,1146
EliminatedValue,9,30109,0,1,0,ok-sos006,2013,Bjerke,I alt,18-29,antall personer,48
EliminatedValue,9,30109,0,2,0,ok-sos006,2013,Bjerke,I alt,30-39,antall personer,69
EliminatedValue,9,30109,0,3,0,ok-sos006,2013,Bjerke,I alt,40-49,antall personer,182
EliminatedValue,9,30109,0,4,0,ok-sos006,2013,Bjerke,I alt,50-59,antall personer,413
EliminatedValue,9,30109,0,5,0,ok-sos006,2013,Bjerke,I alt,60-67,antall personer,434
EliminatedValue,9,30109,1,0,0,ok-sos006,2013,Bjerke,Kvinner,I alt,antall personer,605
EliminatedValue,9,30109,1,1,0,ok-sos006,2013,Bjerke,Kvinner,18-29,antall personer,23
EliminatedValue,9,30109,1,2,0,ok-sos006,2013,Bjerke,Kvinner,30-39,antall personer,29
EliminatedValue,9,30109,1,3,0,ok-sos006,2013,Bjerke,Kvinner,40-49,antall personer,93
EliminatedValue,9,30109,1,4,0,ok-sos006,2013,Bjerke,Kvinner,50-59,antall personer,233
EliminatedValue,9,30109,1,5,0,ok-sos006,2013,Bjerke,Kvinner,60-67,antall personer,227
EliminatedValue,9,30109,2,0,0,ok-sos006,2013,Bjerke,Menn,I alt,antall personer,541
EliminatedValue,9,30109,2,1,0,ok-sos006,2013,Bjerke,Menn,18-29,antall personer,25
EliminatedValue,9,30109,2,2,0,ok-sos006,2013,Bjerke,Menn,30-39,antall personer,40
EliminatedValue,9,30109,2,3,0,ok-sos006,2013,Bjerke,Menn,40-49,antall personer,89
EliminatedValue,9,30109,2,4,0,ok-sos006,2013,Bjerke,Menn,50-59,antall personer,180
EliminatedValue,9,30109,2,5,0,ok-sos006,2013,Bjerke,Menn,60-67,antall personer,207
EliminatedValue,9,30110,0,0,0,ok-sos006,2013,Grorud,I alt,I alt,antall personer,1578
EliminatedValue,9,30110,0,1,0,ok-sos006,2013,Grorud,I alt,18-29,antall personer,58
EliminatedValue,9,30110,0,2,0,ok-sos006,2013,Grorud,I alt,30-39,antall personer,91
EliminatedValue,9,30110,0,3,0,ok-sos006,2013,Grorud,I alt,40-49,antall personer,257
EliminatedValue,9,30110,0,4,0,ok-sos006,2013,Grorud,I alt,50-59,antall personer,583
EliminatedValue,9,30110,0,5,0,ok-sos006,2013,Grorud,I alt,60-67,antall personer,589
EliminatedValue,9,30110,1,0,0,ok-sos006,2013,Grorud,Kvinner,I alt,antall personer,894
EliminatedValue,9,30110,1,1,0,ok-sos006,2013,Grorud,Kvinner,18-29,antall personer,23
EliminatedValue,9,30110,1,2,0,ok-sos006,2013,Grorud,Kvinner,30-39,antall personer,46
EliminatedValue,9,30110,1,3,0,ok-sos006,2013,Grorud,Kvinner,40-49,antall personer,145
EliminatedValue,9,30110,1,4,0,ok-sos006,2013,Grorud,Kvinner,50-59,antall personer,324
EliminatedValue,9,30110,1,5,0,ok-sos006,2013,Grorud,Kvinner,60-67,antall personer,356
EliminatedValue,9,30110,2,0,0,ok-sos006,2013,Grorud,Menn,I alt,antall personer,684
EliminatedValue,9,30110,2,1,0,ok-sos006,2013,Grorud,Menn,18-29,antall personer,35
EliminatedValue,9,30110,2,2,0,ok-sos006,2013,Grorud,Menn,30-39,antall personer,45
EliminatedValue,9,30110,2,3,0,ok-sos006,2013,Grorud,Menn,40-49,antall personer,112
EliminatedValue,9,30110,2,4,0,ok-sos006,2013,Grorud,Menn,50-59,antall personer,259
EliminatedValue,9,30110,2,5,0,ok-sos006,2013,Grorud,Menn,60-67,antall personer,233
EliminatedValue,9,30111,0,0,0,ok-sos006,2013,Stovner,I alt,I alt,antall personer,1922
EliminatedValue,9,30111,0,1,0,ok-sos006,2013,Stovner,I alt,18-29,antall personer,57
EliminatedValue,9,30111,0,2,0,ok-sos006,2013,Stovner,I alt,30-39,antall personer,104
EliminatedValue,9,30111,0,3,0,ok-sos006,2013,Stovner,I alt,40-49,antall personer,365
EliminatedValue,9,30111,0,4,0,ok-sos006,2013,Stovner,I alt,50-59,antall personer,627
EliminatedValue,9,30111,0,5,0,ok-sos006,2013,Stovner,I alt,60-67,antall personer,769
EliminatedValue,9,30111,1,0,0,ok-sos006,2013,Stovner,Kvinner,I alt,antall personer,1089
EliminatedValue,9,30111,1,1,0,ok-sos006,2013,Stovner,Kvinner,18-29,antall personer,25
EliminatedValue,9,30111,1,2,0,ok-sos006,2013,Stovner,Kvinner,30-39,antall personer,54
EliminatedValue,9,30111,1,3,0,ok-sos006,2013,Stovner,Kvinner,40-49,antall personer,201
