Soner2_kode,AntRom_kode,ContentsCode_kode,Tid_kode,Soner2_navn,AntRom_navn,ContentsCode_navn,Tid_navn,verdi
01,5+,Husleie,2022,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig månedlig leie,2022,22780
01,5+,Husleie,2023,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig månedlig leie,2023,24990
01,5+,Husleie,2024,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig månedlig leie,2024,27300
01,5+,Husleie,2025,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig månedlig leie,2025,26250
01,5+,Husleiear,2012,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2012,1690
01,5+,Husleiear,2013,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2013,1660
01,5+,Husleiear,2014,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2014,1800
01,5+,Husleiear,2015,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2015,1790
01,5+,Husleiear,2016,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2016,2140
01,5+,Husleiear,2017,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2017,2440
01,5+,Husleiear,2018,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2018,2570
01,5+,Husleiear,2019,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2019,2700
01,5+,Husleiear,2020,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2020,2600
01,5+,Husleiear,2021,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2021,2480
01,5+,Husleiear,2022,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2022,2430
01,5+,Husleiear,2023,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2023,2680
01,5+,Husleiear,2024,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2024,2820
01,5+,Husleiear,2025,Oslo og Bærum kommune,5 rom eller flere,Gjennomsnittlig årlig leie per kvm,2025,2740
