ContentsCode_kode,år_kode,bydel_kode,sosialhjelpsmottakere og berørte_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bydel_navn,sosialhjelpsmottakere og berørte_navn,statistikkvariabel_navn,verdi
EliminatedValue,10,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1252
EliminatedValue,10,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1796
EliminatedValue,10,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,171
EliminatedValue,10,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Berørte barn i alt,Antall,373
EliminatedValue,10,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Barn av par,Antall,144
EliminatedValue,10,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,229
EliminatedValue,10,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1511
EliminatedValue,10,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Berørte av sosialhjelp,Antall,2186
EliminatedValue,10,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Berørte ektefeller/samboere,Antall,209
EliminatedValue,10,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Berørte barn i alt,Antall,466
EliminatedValue,10,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Barn av par,Antall,174
EliminatedValue,10,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Frogner,Barn av enslig forsørger,Antall,292
EliminatedValue,10,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,389
EliminatedValue,10,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Berørte av sosialhjelp,Antall,613
EliminatedValue,10,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Berørte ektefeller/samboere,Antall,75
EliminatedValue,10,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Berørte barn i alt,Antall,149
EliminatedValue,10,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Barn av par,Antall,67
EliminatedValue,10,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Ullern,Barn av enslig forsørger,Antall,82
EliminatedValue,10,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,591
EliminatedValue,10,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,992
EliminatedValue,10,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,124
EliminatedValue,10,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Berørte barn i alt,Antall,277
EliminatedValue,10,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Barn av par,Antall,121
EliminatedValue,10,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Vestre Aker,Barn av enslig forsørger,Antall,156
EliminatedValue,10,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,932
EliminatedValue,10,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1435
EliminatedValue,10,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,166
EliminatedValue,10,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Berørte barn i alt,Antall,337
EliminatedValue,10,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Barn av par,Antall,136
EliminatedValue,10,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordre Aker,Barn av enslig forsørger,Antall,201
EliminatedValue,10,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1150
EliminatedValue,10,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Berørte av sosialhjelp,Antall,2459
EliminatedValue,10,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Berørte ektefeller/samboere,Antall,307
EliminatedValue,10,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Berørte barn i alt,Antall,1002
EliminatedValue,10,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Barn av par,Antall,543
EliminatedValue,10,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Bjerke,Barn av enslig forsørger,Antall,459
EliminatedValue,10,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1281
EliminatedValue,10,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Berørte av sosialhjelp,Antall,2401
EliminatedValue,10,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Berørte ektefeller/samboere,Antall,305
EliminatedValue,10,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Berørte barn i alt,Antall,815
EliminatedValue,10,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Barn av par,Antall,376
EliminatedValue,10,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Grorud,Barn av enslig forsørger,Antall,439
EliminatedValue,10,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1243
EliminatedValue,10,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Berørte av sosialhjelp,Antall,2806
EliminatedValue,10,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Berørte ektefeller/samboere,Antall,348
EliminatedValue,10,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Berørte barn i alt,Antall,1215
EliminatedValue,10,12,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Barn av par,Antall,653
EliminatedValue,10,12,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Stovner,Barn av enslig forsørger,Antall,562
EliminatedValue,10,13,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Sosialhjelpsmottakere i alt,Antall,1208
EliminatedValue,10,13,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Berørte av sosialhjelp,Antall,2717
EliminatedValue,10,13,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Berørte ektefeller/samboere,Antall,347
EliminatedValue,10,13,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Berørte barn i alt,Antall,1162
EliminatedValue,10,13,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Barn av par,Antall,637
EliminatedValue,10,13,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Alna,Barn av enslig forsørger,Antall,525
EliminatedValue,10,14,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Sosialhjelpsmottakere i alt,Antall,1090
EliminatedValue,10,14,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Berørte av sosialhjelp,Antall,2194
EliminatedValue,10,14,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Berørte ektefeller/samboere,Antall,219
EliminatedValue,10,14,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Berørte barn i alt,Antall,885
EliminatedValue,10,14,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Barn av par,Antall,341
EliminatedValue,10,14,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Østensjø,Barn av enslig forsørger,Antall,544
EliminatedValue,10,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,843
EliminatedValue,10,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1497
EliminatedValue,10,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,161
EliminatedValue,10,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Berørte barn i alt,Antall,493
EliminatedValue,10,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Barn av par,Antall,210
EliminatedValue,10,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Nordstrand,Barn av enslig forsørger,Antall,283
EliminatedValue,10,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1622
EliminatedValue,10,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3738
EliminatedValue,10,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,442
EliminatedValue,10,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1674
EliminatedValue,10,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Barn av par,Antall,803
EliminatedValue,10,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2015,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,871
EliminatedValue,11,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,19627
EliminatedValue,11,0,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Berørte av sosialhjelp,Antall,35137
EliminatedValue,11,0,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Berørte ektefeller/samboere,Antall,4144
EliminatedValue,11,0,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Berørte barn i alt,Antall,11366
EliminatedValue,11,0,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Barn av par,Antall,5648
EliminatedValue,11,0,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Oslo i alt,Barn av enslig forsørger,Antall,5718
EliminatedValue,11,1,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Sosialhjelpsmottakere i alt,Antall,20354
EliminatedValue,11,1,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Berørte av sosialhjelp,Antall,36284
EliminatedValue,11,1,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Berørte ektefeller/samboere,Antall,4251
EliminatedValue,11,1,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Berørte barn i alt,Antall,11679
EliminatedValue,11,1,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Barn av par,Antall,5758
EliminatedValue,11,1,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Sum bydeler,Barn av enslig forsørger,Antall,5921
EliminatedValue,11,2,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Sosialhjelpsmottakere i alt,Antall,3036
EliminatedValue,11,2,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Berørte av sosialhjelp,Antall,5669
EliminatedValue,11,2,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Berørte ektefeller/samboere,Antall,675
EliminatedValue,11,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Berørte barn i alt,Antall,1958
EliminatedValue,11,2,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Barn av par,Antall,963
EliminatedValue,11,2,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Gamle Oslo,Barn av enslig forsørger,Antall,995
EliminatedValue,11,3,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Sosialhjelpsmottakere i alt,Antall,2508
EliminatedValue,11,3,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Berørte av sosialhjelp,Antall,4037
EliminatedValue,11,3,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Berørte ektefeller/samboere,Antall,423
EliminatedValue,11,3,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Berørte barn i alt,Antall,1106
EliminatedValue,11,3,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Barn av par,Antall,477
EliminatedValue,11,3,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grünerløkka,Barn av enslig forsørger,Antall,629
EliminatedValue,11,4,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Sosialhjelpsmottakere i alt,Antall,1945
EliminatedValue,11,4,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Berørte av sosialhjelp,Antall,3007
EliminatedValue,11,4,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Berørte ektefeller/samboere,Antall,314
EliminatedValue,11,4,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Berørte barn i alt,Antall,748
EliminatedValue,11,4,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Barn av par,Antall,290
EliminatedValue,11,4,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Sagene,Barn av enslig forsørger,Antall,458
EliminatedValue,11,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1376
EliminatedValue,11,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1952
EliminatedValue,11,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,198
EliminatedValue,11,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Berørte barn i alt,Antall,378
EliminatedValue,11,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Barn av par,Antall,179
EliminatedValue,11,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,199
EliminatedValue,11,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1557
EliminatedValue,11,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Berørte av sosialhjelp,Antall,2212
EliminatedValue,11,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Berørte ektefeller/samboere,Antall,219
EliminatedValue,11,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Berørte barn i alt,Antall,436
EliminatedValue,11,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Barn av par,Antall,193
EliminatedValue,11,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Frogner,Barn av enslig forsørger,Antall,243
EliminatedValue,11,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,392
EliminatedValue,11,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Berørte av sosialhjelp,Antall,635
EliminatedValue,11,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Berørte ektefeller/samboere,Antall,75
EliminatedValue,11,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Berørte barn i alt,Antall,168
EliminatedValue,11,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Barn av par,Antall,85
EliminatedValue,11,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Ullern,Barn av enslig forsørger,Antall,83
EliminatedValue,11,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,632
EliminatedValue,11,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,1020
EliminatedValue,11,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,121
EliminatedValue,11,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Berørte barn i alt,Antall,267
EliminatedValue,11,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Barn av par,Antall,132
EliminatedValue,11,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Vestre Aker,Barn av enslig forsørger,Antall,135
EliminatedValue,11,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,868
EliminatedValue,11,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1413
EliminatedValue,11,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,165
EliminatedValue,11,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Berørte barn i alt,Antall,380
EliminatedValue,11,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Barn av par,Antall,199
EliminatedValue,11,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordre Aker,Barn av enslig forsørger,Antall,181
EliminatedValue,11,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1071
EliminatedValue,11,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Berørte av sosialhjelp,Antall,2234
EliminatedValue,11,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Berørte ektefeller/samboere,Antall,297
EliminatedValue,11,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Berørte barn i alt,Antall,866
EliminatedValue,11,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Barn av par,Antall,480
EliminatedValue,11,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Bjerke,Barn av enslig forsørger,Antall,386
EliminatedValue,11,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1145
EliminatedValue,11,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Berørte av sosialhjelp,Antall,2006
EliminatedValue,11,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Berørte ektefeller/samboere,Antall,255
EliminatedValue,11,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Berørte barn i alt,Antall,606
EliminatedValue,11,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Barn av par,Antall,291
EliminatedValue,11,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Grorud,Barn av enslig forsørger,Antall,315
EliminatedValue,11,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1196
EliminatedValue,11,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Berørte av sosialhjelp,Antall,2614
EliminatedValue,11,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Berørte ektefeller/samboere,Antall,331
EliminatedValue,11,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Berørte barn i alt,Antall,1087
EliminatedValue,11,12,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Barn av par,Antall,601
EliminatedValue,11,12,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Stovner,Barn av enslig forsørger,Antall,486
EliminatedValue,11,13,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Sosialhjelpsmottakere i alt,Antall,1175
EliminatedValue,11,13,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Berørte av sosialhjelp,Antall,2545
EliminatedValue,11,13,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Berørte ektefeller/samboere,Antall,325
EliminatedValue,11,13,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Berørte barn i alt,Antall,1045
EliminatedValue,11,13,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Barn av par,Antall,539
EliminatedValue,11,13,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Alna,Barn av enslig forsørger,Antall,506
EliminatedValue,11,14,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Sosialhjelpsmottakere i alt,Antall,1052
EliminatedValue,11,14,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Berørte av sosialhjelp,Antall,1989
EliminatedValue,11,14,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Berørte ektefeller/samboere,Antall,231
EliminatedValue,11,14,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Berørte barn i alt,Antall,706
EliminatedValue,11,14,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Barn av par,Antall,361
EliminatedValue,11,14,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Østensjø,Barn av enslig forsørger,Antall,345
EliminatedValue,11,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,775
EliminatedValue,11,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1358
EliminatedValue,11,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,159
EliminatedValue,11,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Berørte barn i alt,Antall,424
EliminatedValue,11,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Barn av par,Antall,230
EliminatedValue,11,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Nordstrand,Barn av enslig forsørger,Antall,194
EliminatedValue,11,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1626
EliminatedValue,11,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3593
EliminatedValue,11,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,463
EliminatedValue,11,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1504
EliminatedValue,11,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Barn av par,Antall,738
EliminatedValue,11,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2016,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,766
EliminatedValue,12,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,20375
EliminatedValue,12,0,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Berørte av sosialhjelp,Antall,36476
EliminatedValue,12,0,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Berørte ektefeller/samboere,Antall,4226
EliminatedValue,12,0,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Berørte barn i alt,Antall,11875
EliminatedValue,12,0,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Barn av par,Antall,5887
EliminatedValue,12,0,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Oslo i alt,Barn av enslig forsørger,Antall,5988
EliminatedValue,12,1,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Sosialhjelpsmottakere i alt,Antall,20375
EliminatedValue,12,1,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Berørte av sosialhjelp,Antall,36476
EliminatedValue,12,1,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Berørte ektefeller/samboere,Antall,4226
EliminatedValue,12,1,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Berørte barn i alt,Antall,11875
EliminatedValue,12,1,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Barn av par,Antall,5887
EliminatedValue,12,1,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Sum bydeler,Barn av enslig forsørger,Antall,5988
EliminatedValue,12,2,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Bydel Gamle Oslo,Sosialhjelpsmottakere i alt,Antall,2856
EliminatedValue,12,2,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Bydel Gamle Oslo,Berørte av sosialhjelp,Antall,5244
EliminatedValue,12,2,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Bydel Gamle Oslo,Berørte ektefeller/samboere,Antall,583
EliminatedValue,12,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2017,Bydel Gamle Oslo,Berørte barn i alt,Antall,1805
