ContentsCode_kode,år_kode,bydel_kode,sosialhjelpsmottakere og berørte_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bydel_navn,sosialhjelpsmottakere og berørte_navn,statistikkvariabel_navn,verdi
EliminatedValue,4,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,849
EliminatedValue,4,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1358
EliminatedValue,4,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,156
EliminatedValue,4,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Berørte barn i alt,Antall,353
EliminatedValue,4,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Barn av par,Antall,181
EliminatedValue,4,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Nordstrand,Barn av enslig forsørger,Antall,172
EliminatedValue,4,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1495
EliminatedValue,4,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3361
EliminatedValue,4,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,410
EliminatedValue,4,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1456
EliminatedValue,4,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Barn av par,Antall,788
EliminatedValue,4,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2009,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,668
EliminatedValue,5,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,18163
EliminatedValue,5,0,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Berørte av sosialhjelp,Antall,32305
EliminatedValue,5,0,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Berørte ektefeller/samboere,Antall,3696
EliminatedValue,5,0,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Berørte barn i alt,Antall,10446
EliminatedValue,5,0,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Barn av par,Antall,5104
EliminatedValue,5,0,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Oslo i alt,Barn av enslig forsørger,Antall,5342
EliminatedValue,5,1,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Sosialhjelpsmottakere i alt,Antall,19301
EliminatedValue,5,1,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Berørte av sosialhjelp,Antall,34260
EliminatedValue,5,1,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Berørte ektefeller/samboere,Antall,3936
EliminatedValue,5,1,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Berørte barn i alt,Antall,11023
EliminatedValue,5,1,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Barn av par,Antall,5371
EliminatedValue,5,1,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Sum bydeler,Barn av enslig forsørger,Antall,5652
EliminatedValue,5,2,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Sosialhjelpsmottakere i alt,Antall,2676
EliminatedValue,5,2,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Berørte av sosialhjelp,Antall,4980
EliminatedValue,5,2,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Berørte ektefeller/samboere,Antall,556
EliminatedValue,5,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Berørte barn i alt,Antall,1748
EliminatedValue,5,2,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Barn av par,Antall,780
EliminatedValue,5,2,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Gamle Oslo,Barn av enslig forsørger,Antall,968
EliminatedValue,5,3,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Sosialhjelpsmottakere i alt,Antall,2155
EliminatedValue,5,3,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Berørte av sosialhjelp,Antall,3578
EliminatedValue,5,3,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Berørte ektefeller/samboere,Antall,399
EliminatedValue,5,3,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Berørte barn i alt,Antall,1024
EliminatedValue,5,3,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Barn av par,Antall,503
EliminatedValue,5,3,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grünerløkka,Barn av enslig forsørger,Antall,521
EliminatedValue,5,4,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Sosialhjelpsmottakere i alt,Antall,1933
EliminatedValue,5,4,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Berørte av sosialhjelp,Antall,2917
EliminatedValue,5,4,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Berørte ektefeller/samboere,Antall,300
EliminatedValue,5,4,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Berørte barn i alt,Antall,684
EliminatedValue,5,4,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Barn av par,Antall,289
EliminatedValue,5,4,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Sagene,Barn av enslig forsørger,Antall,395
EliminatedValue,5,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1412
EliminatedValue,5,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1980
EliminatedValue,5,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,189
EliminatedValue,5,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Berørte barn i alt,Antall,379
EliminatedValue,5,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Barn av par,Antall,147
EliminatedValue,5,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,232
EliminatedValue,5,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1192
EliminatedValue,5,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Berørte av sosialhjelp,Antall,1637
EliminatedValue,5,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Berørte ektefeller/samboere,Antall,139
EliminatedValue,5,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Berørte barn i alt,Antall,306
EliminatedValue,5,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Barn av par,Antall,112
EliminatedValue,5,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Frogner,Barn av enslig forsørger,Antall,194
EliminatedValue,5,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,373
EliminatedValue,5,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Berørte av sosialhjelp,Antall,573
EliminatedValue,5,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Berørte ektefeller/samboere,Antall,70
EliminatedValue,5,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Berørte barn i alt,Antall,130
EliminatedValue,5,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Barn av par,Antall,74
EliminatedValue,5,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Ullern,Barn av enslig forsørger,Antall,56
EliminatedValue,5,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,563
EliminatedValue,5,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,932
EliminatedValue,5,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,102
EliminatedValue,5,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Berørte barn i alt,Antall,267
EliminatedValue,5,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Barn av par,Antall,98
EliminatedValue,5,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Vestre Aker,Barn av enslig forsørger,Antall,169
EliminatedValue,5,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,897
EliminatedValue,5,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1356
EliminatedValue,5,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,154
EliminatedValue,5,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Berørte barn i alt,Antall,305
EliminatedValue,5,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Barn av par,Antall,108
EliminatedValue,5,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordre Aker,Barn av enslig forsørger,Antall,197
EliminatedValue,5,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1231
EliminatedValue,5,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Berørte av sosialhjelp,Antall,2361
EliminatedValue,5,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Berørte ektefeller/samboere,Antall,337
EliminatedValue,5,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Berørte barn i alt,Antall,793
EliminatedValue,5,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Barn av par,Antall,418
EliminatedValue,5,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Bjerke,Barn av enslig forsørger,Antall,375
EliminatedValue,5,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1212
EliminatedValue,5,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Berørte av sosialhjelp,Antall,2320
EliminatedValue,5,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Berørte ektefeller/samboere,Antall,290
EliminatedValue,5,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Berørte barn i alt,Antall,818
EliminatedValue,5,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Barn av par,Antall,398
EliminatedValue,5,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Grorud,Barn av enslig forsørger,Antall,420
EliminatedValue,5,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1004
EliminatedValue,5,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Berørte av sosialhjelp,Antall,2254
EliminatedValue,5,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Berørte ektefeller/samboere,Antall,290
EliminatedValue,5,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Berørte barn i alt,Antall,960
EliminatedValue,5,12,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Barn av par,Antall,556
EliminatedValue,5,12,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Stovner,Barn av enslig forsørger,Antall,404
EliminatedValue,5,13,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Sosialhjelpsmottakere i alt,Antall,1349
EliminatedValue,5,13,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Berørte av sosialhjelp,Antall,2841
EliminatedValue,5,13,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Berørte ektefeller/samboere,Antall,377
EliminatedValue,5,13,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Berørte barn i alt,Antall,1115
EliminatedValue,5,13,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Barn av par,Antall,639
EliminatedValue,5,13,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Alna,Barn av enslig forsørger,Antall,476
EliminatedValue,5,14,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Sosialhjelpsmottakere i alt,Antall,1125
EliminatedValue,5,14,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Berørte av sosialhjelp,Antall,2137
EliminatedValue,5,14,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Berørte ektefeller/samboere,Antall,237
EliminatedValue,5,14,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Berørte barn i alt,Antall,775
EliminatedValue,5,14,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Barn av par,Antall,387
EliminatedValue,5,14,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Østensjø,Barn av enslig forsørger,Antall,388
EliminatedValue,5,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,797
EliminatedValue,5,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1361
EliminatedValue,5,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,155
EliminatedValue,5,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Berørte barn i alt,Antall,409
EliminatedValue,5,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Barn av par,Antall,210
EliminatedValue,5,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Nordstrand,Barn av enslig forsørger,Antall,199
EliminatedValue,5,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1382
EliminatedValue,5,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3033
EliminatedValue,5,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,341
EliminatedValue,5,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1310
EliminatedValue,5,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Barn av par,Antall,652
EliminatedValue,5,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2010,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,658
EliminatedValue,6,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,17948
EliminatedValue,6,0,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Berørte av sosialhjelp,Antall,32590
EliminatedValue,6,0,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Berørte ektefeller/samboere,Antall,3687
EliminatedValue,6,0,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Berørte barn i alt,Antall,10955
EliminatedValue,6,0,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Barn av par,Antall,5337
EliminatedValue,6,0,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Oslo i alt,Barn av enslig forsørger,Antall,5618
EliminatedValue,6,1,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Sosialhjelpsmottakere i alt,Antall,18974
EliminatedValue,6,1,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Berørte av sosialhjelp,Antall,34431
EliminatedValue,6,1,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Berørte ektefeller/samboere,Antall,3887
EliminatedValue,6,1,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Berørte barn i alt,Antall,11570
EliminatedValue,6,1,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Barn av par,Antall,5627
EliminatedValue,6,1,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Sum bydeler,Barn av enslig forsørger,Antall,5943
EliminatedValue,6,2,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Sosialhjelpsmottakere i alt,Antall,2710
EliminatedValue,6,2,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Berørte av sosialhjelp,Antall,5081
EliminatedValue,6,2,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Berørte ektefeller/samboere,Antall,551
EliminatedValue,6,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Berørte barn i alt,Antall,1820
EliminatedValue,6,2,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Barn av par,Antall,799
EliminatedValue,6,2,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Gamle Oslo,Barn av enslig forsørger,Antall,1021
EliminatedValue,6,3,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Sosialhjelpsmottakere i alt,Antall,2038
EliminatedValue,6,3,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Berørte av sosialhjelp,Antall,3515
EliminatedValue,6,3,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Berørte ektefeller/samboere,Antall,386
EliminatedValue,6,3,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Berørte barn i alt,Antall,1091
EliminatedValue,6,3,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Barn av par,Antall,512
EliminatedValue,6,3,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grünerløkka,Barn av enslig forsørger,Antall,579
EliminatedValue,6,4,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Sosialhjelpsmottakere i alt,Antall,1926
EliminatedValue,6,4,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Berørte av sosialhjelp,Antall,3010
EliminatedValue,6,4,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Berørte ektefeller/samboere,Antall,298
EliminatedValue,6,4,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Berørte barn i alt,Antall,786
EliminatedValue,6,4,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Barn av par,Antall,308
EliminatedValue,6,4,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Sagene,Barn av enslig forsørger,Antall,478
EliminatedValue,6,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1261
EliminatedValue,6,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1799
EliminatedValue,6,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,163
EliminatedValue,6,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Berørte barn i alt,Antall,375
EliminatedValue,6,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Barn av par,Antall,163
EliminatedValue,6,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,212
EliminatedValue,6,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1219
EliminatedValue,6,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Berørte av sosialhjelp,Antall,1764
EliminatedValue,6,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Berørte ektefeller/samboere,Antall,175
EliminatedValue,6,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Berørte barn i alt,Antall,370
EliminatedValue,6,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Barn av par,Antall,154
EliminatedValue,6,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Frogner,Barn av enslig forsørger,Antall,216
EliminatedValue,6,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,344
EliminatedValue,6,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Berørte av sosialhjelp,Antall,546
EliminatedValue,6,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Berørte ektefeller/samboere,Antall,69
EliminatedValue,6,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Berørte barn i alt,Antall,133
EliminatedValue,6,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Barn av par,Antall,74
EliminatedValue,6,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Ullern,Barn av enslig forsørger,Antall,59
EliminatedValue,6,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,580
EliminatedValue,6,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,980
EliminatedValue,6,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,108
EliminatedValue,6,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Berørte barn i alt,Antall,292
EliminatedValue,6,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Barn av par,Antall,114
EliminatedValue,6,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Vestre Aker,Barn av enslig forsørger,Antall,178
EliminatedValue,6,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,882
EliminatedValue,6,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1399
EliminatedValue,6,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,160
EliminatedValue,6,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Berørte barn i alt,Antall,357
EliminatedValue,6,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Barn av par,Antall,141
EliminatedValue,6,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Nordre Aker,Barn av enslig forsørger,Antall,216
EliminatedValue,6,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1253
EliminatedValue,6,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Berørte av sosialhjelp,Antall,2373
EliminatedValue,6,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Berørte ektefeller/samboere,Antall,332
EliminatedValue,6,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Berørte barn i alt,Antall,788
EliminatedValue,6,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Barn av par,Antall,407
EliminatedValue,6,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Bjerke,Barn av enslig forsørger,Antall,381
EliminatedValue,6,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1200
EliminatedValue,6,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Berørte av sosialhjelp,Antall,2303
EliminatedValue,6,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Berørte ektefeller/samboere,Antall,272
EliminatedValue,6,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Berørte barn i alt,Antall,831
EliminatedValue,6,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Barn av par,Antall,401
EliminatedValue,6,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Grorud,Barn av enslig forsørger,Antall,430
EliminatedValue,6,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1057
EliminatedValue,6,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Stovner,Berørte av sosialhjelp,Antall,2392
EliminatedValue,6,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Stovner,Berørte ektefeller/samboere,Antall,308
EliminatedValue,6,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2011,Bydel Stovner,Berørte barn i alt,Antall,1027
