Region_kode,ContentsCode_kode,Tid_kode,Region_navn,ContentsCode_navn,Tid_navn,verdi
0301,Fodte2,2012K1,Oslo - Oslove,Fødde,2012K1,2459
0301,Fodte2,2012K2,Oslo - Oslove,Fødde,2012K2,2615
0301,Fodte2,2012K3,Oslo - Oslove,Fødde,2012K3,2713
0301,Fodte2,2012K4,Oslo - Oslove,Fødde,2012K4,2341
0301,Fodte2,2013K1,Oslo - Oslove,Fødde,2013K1,2334
0301,Fodte2,2013K2,Oslo - Oslove,Fødde,2013K2,2568
0301,Fodte2,2013K3,Oslo - Oslove,Fødde,2013K3,2680
0301,Fodte2,2013K4,Oslo - Oslove,Fødde,2013K4,2290
0301,Fodte2,2014K1,Oslo - Oslove,Fødde,2014K1,2472
0301,Fodte2,2014K2,Oslo - Oslove,Fødde,2014K2,2662
0301,Fodte2,2014K3,Oslo - Oslove,Fødde,2014K3,2688
0301,Fodte2,2014K4,Oslo - Oslove,Fødde,2014K4,2335
0301,Fodte2,2015K1,Oslo - Oslove,Fødde,2015K1,2359
0301,Fodte2,2015K2,Oslo - Oslove,Fødde,2015K2,2655
0301,Fodte2,2015K3,Oslo - Oslove,Fødde,2015K3,2702
0301,Fodte2,2015K4,Oslo - Oslove,Fødde,2015K4,2178
0301,Fodte2,2016K1,Oslo - Oslove,Fødde,2016K1,2388
0301,Fodte2,2016K2,Oslo - Oslove,Fødde,2016K2,2863
0301,Fodte2,2016K3,Oslo - Oslove,Fødde,2016K3,2631
0301,Fodte2,2016K4,Oslo - Oslove,Fødde,2016K4,2159
0301,Fodte2,2017K1,Oslo - Oslove,Fødde,2017K1,2279
0301,Fodte2,2017K2,Oslo - Oslove,Fødde,2017K2,2537
0301,Fodte2,2017K3,Oslo - Oslove,Fødde,2017K3,2562
0301,Fodte2,2017K4,Oslo - Oslove,Fødde,2017K4,2169
0301,Fodte2,2018K1,Oslo - Oslove,Fødde,2018K1,2209
0301,Fodte2,2018K2,Oslo - Oslove,Fødde,2018K2,2600
0301,Fodte2,2018K3,Oslo - Oslove,Fødde,2018K3,2499
0301,Fodte2,2018K4,Oslo - Oslove,Fødde,2018K4,1996
0301,Fodte2,2019K1,Oslo - Oslove,Fødde,2019K1,2266
0301,Fodte2,2019K2,Oslo - Oslove,Fødde,2019K2,2490
0301,Fodte2,2019K3,Oslo - Oslove,Fødde,2019K3,2490
0301,Fodte2,2019K4,Oslo - Oslove,Fødde,2019K4,2093
0301,Fodte2,2020K1,Oslo - Oslove,Fødde,2020K1,2230
0301,Fodte2,2020K2,Oslo - Oslove,Fødde,2020K2,2518
0301,Fodte2,2020K3,Oslo - Oslove,Fødde,2020K3,2447
0301,Fodte2,2020K4,Oslo - Oslove,Fødde,2020K4,2016
0301,Fodte2,2021K1,Oslo - Oslove,Fødde,2021K1,2391
0301,Fodte2,2021K2,Oslo - Oslove,Fødde,2021K2,2572
0301,Fodte2,2021K3,Oslo - Oslove,Fødde,2021K3,2512
0301,Fodte2,2021K4,Oslo - Oslove,Fødde,2021K4,2107
0301,Fodte2,2022K1,Oslo - Oslove,Fødde,2022K1,2032
0301,Fodte2,2022K2,Oslo - Oslove,Fødde,2022K2,2147
0301,Fodte2,2022K3,Oslo - Oslove,Fødde,2022K3,2323
0301,Fodte2,2022K4,Oslo - Oslove,Fødde,2022K4,1924
0301,Fodte2,2023K1,Oslo - Oslove,Fødde,2023K1,1957
0301,Fodte2,2023K2,Oslo - Oslove,Fødde,2023K2,2352
0301,Fodte2,2023K3,Oslo - Oslove,Fødde,2023K3,2266
0301,Fodte2,2023K4,Oslo - Oslove,Fødde,2023K4,1980
0301,Fodte2,2024K1,Oslo - Oslove,Fødde,2024K1,2186
0301,Fodte2,2024K2,Oslo - Oslove,Fødde,2024K2,2456
0301,Fodte2,2024K3,Oslo - Oslove,Fødde,2024K3,2493
0301,Fodte2,2024K4,Oslo - Oslove,Fødde,2024K4,1964
0301,Fodte2,2025K1,Oslo - Oslove,Fødde,2025K1,2079
0301,Fodte2,2025K2,Oslo - Oslove,Fødde,2025K2,2461
0301,Fodte2,2025K3,Oslo - Oslove,Fødde,2025K3,2665
0301,Fodte2,2025K4,Oslo - Oslove,Fødde,2025K4,2079
0301,Fodte2,2026K1,Oslo - Oslove,Fødde,2026K1,2244
0301,Dode3,1997K4,Oslo - Oslove,Døde,1997K4,1361
0301,Dode3,1998K1,Oslo - Oslove,Døde,1998K1,1466
0301,Dode3,1998K2,Oslo - Oslove,Døde,1998K2,1251
0301,Dode3,1998K3,Oslo - Oslove,Døde,1998K3,1273
0301,Dode3,1998K4,Oslo - Oslove,Døde,1998K4,1401
0301,Dode3,1999K1,Oslo - Oslove,Døde,1999K1,1659
0301,Dode3,1999K2,Oslo - Oslove,Døde,1999K2,1222
0301,Dode3,1999K3,Oslo - Oslove,Døde,1999K3,1249
0301,Dode3,1999K4,Oslo - Oslove,Døde,1999K4,1383
0301,Dode3,2000K1,Oslo - Oslove,Døde,2000K1,1463
0301,Dode3,2000K2,Oslo - Oslove,Døde,2000K2,1270
0301,Dode3,2000K3,Oslo - Oslove,Døde,2000K3,1298
0301,Dode3,2000K4,Oslo - Oslove,Døde,2000K4,1308
0301,Dode3,2001K1,Oslo - Oslove,Døde,2001K1,1469
0301,Dode3,2001K2,Oslo - Oslove,Døde,2001K2,1304
0301,Dode3,2001K3,Oslo - Oslove,Døde,2001K3,1290
0301,Dode3,2001K4,Oslo - Oslove,Døde,2001K4,1338
0301,Dode3,2002K1,Oslo - Oslove,Døde,2002K1,1443
0301,Dode3,2002K2,Oslo - Oslove,Døde,2002K2,1215
0301,Dode3,2002K3,Oslo - Oslove,Døde,2002K3,1239
0301,Dode3,2002K4,Oslo - Oslove,Døde,2002K4,1434
0301,Dode3,2003K1,Oslo - Oslove,Døde,2003K1,1328
0301,Dode3,2003K2,Oslo - Oslove,Døde,2003K2,1230
0301,Dode3,2003K3,Oslo - Oslove,Døde,2003K3,1217
0301,Dode3,2003K4,Oslo - Oslove,Døde,2003K4,1312
0301,Dode3,2004K1,Oslo - Oslove,Døde,2004K1,1311
0301,Dode3,2004K2,Oslo - Oslove,Døde,2004K2,1198
0301,Dode3,2004K3,Oslo - Oslove,Døde,2004K3,1243
0301,Dode3,2004K4,Oslo - Oslove,Døde,2004K4,1226
0301,Dode3,2005K1,Oslo - Oslove,Døde,2005K1,1331
0301,Dode3,2005K2,Oslo - Oslove,Døde,2005K2,1109
0301,Dode3,2005K3,Oslo - Oslove,Døde,2005K3,1203
0301,Dode3,2005K4,Oslo - Oslove,Døde,2005K4,1213
0301,Dode3,2006K1,Oslo - Oslove,Døde,2006K1,1216
0301,Dode3,2006K2,Oslo - Oslove,Døde,2006K2,1140
0301,Dode3,2006K3,Oslo - Oslove,Døde,2006K3,1151
0301,Dode3,2006K4,Oslo - Oslove,Døde,2006K4,1167
0301,Dode3,2007K1,Oslo - Oslove,Døde,2007K1,1275
0301,Dode3,2007K2,Oslo - Oslove,Døde,2007K2,1097
0301,Dode3,2007K3,Oslo - Oslove,Døde,2007K3,1056
0301,Dode3,2007K4,Oslo - Oslove,Døde,2007K4,1137
0301,Dode3,2008K1,Oslo - Oslove,Døde,2008K1,1223
0301,Dode3,2008K2,Oslo - Oslove,Døde,2008K2,1090
0301,Dode3,2008K3,Oslo - Oslove,Døde,2008K3,1086
0301,Dode3,2008K4,Oslo - Oslove,Døde,2008K4,1155
0301,Dode3,2009K1,Oslo - Oslove,Døde,2009K1,1195
0301,Dode3,2009K2,Oslo - Oslove,Døde,2009K2,1060
0301,Dode3,2009K3,Oslo - Oslove,Døde,2009K3,1067
0301,Dode3,2009K4,Oslo - Oslove,Døde,2009K4,1071
0301,Dode3,2010K1,Oslo - Oslove,Døde,2010K1,1142
0301,Dode3,2010K2,Oslo - Oslove,Døde,2010K2,1012
0301,Dode3,2010K3,Oslo - Oslove,Døde,2010K3,1048
0301,Dode3,2010K4,Oslo - Oslove,Døde,2010K4,1111
0301,Dode3,2011K1,Oslo - Oslove,Døde,2011K1,1156
0301,Dode3,2011K2,Oslo - Oslove,Døde,2011K2,1053
0301,Dode3,2011K3,Oslo - Oslove,Døde,2011K3,1052
0301,Dode3,2011K4,Oslo - Oslove,Døde,2011K4,1095
0301,Dode3,2012K1,Oslo - Oslove,Døde,2012K1,1200
0301,Dode3,2012K2,Oslo - Oslove,Døde,2012K2,1012
0301,Dode3,2012K3,Oslo - Oslove,Døde,2012K3,1059
0301,Dode3,2012K4,Oslo - Oslove,Døde,2012K4,1096
0301,Dode3,2013K1,Oslo - Oslove,Døde,2013K1,1155
0301,Dode3,2013K2,Oslo - Oslove,Døde,2013K2,1000
0301,Dode3,2013K3,Oslo - Oslove,Døde,2013K3,1004
0301,Dode3,2013K4,Oslo - Oslove,Døde,2013K4,999
0301,Dode3,2014K1,Oslo - Oslove,Døde,2014K1,1010
0301,Dode3,2014K2,Oslo - Oslove,Døde,2014K2,969
0301,Dode3,2014K3,Oslo - Oslove,Døde,2014K3,943
0301,Dode3,2014K4,Oslo - Oslove,Døde,2014K4,1038
0301,Dode3,2015K1,Oslo - Oslove,Døde,2015K1,1136
0301,Dode3,2015K2,Oslo - Oslove,Døde,2015K2,927
0301,Dode3,2015K3,Oslo - Oslove,Døde,2015K3,956
0301,Dode3,2015K4,Oslo - Oslove,Døde,2015K4,1029
0301,Dode3,2016K1,Oslo - Oslove,Døde,2016K1,1069
0301,Dode3,2016K2,Oslo - Oslove,Døde,2016K2,967
0301,Dode3,2016K3,Oslo - Oslove,Døde,2016K3,937
0301,Dode3,2016K4,Oslo - Oslove,Døde,2016K4,1069
0301,Dode3,2017K1,Oslo - Oslove,Døde,2017K1,1092
0301,Dode3,2017K2,Oslo - Oslove,Døde,2017K2,903
0301,Dode3,2017K3,Oslo - Oslove,Døde,2017K3,948
0301,Dode3,2017K4,Oslo - Oslove,Døde,2017K4,1014
0301,Dode3,2018K1,Oslo - Oslove,Døde,2018K1,1067
0301,Dode3,2018K2,Oslo - Oslove,Døde,2018K2,901
0301,Dode3,2018K3,Oslo - Oslove,Døde,2018K3,955
0301,Dode3,2018K4,Oslo - Oslove,Døde,2018K4,975
0301,Dode3,2019K1,Oslo - Oslove,Døde,2019K1,1077
0301,Dode3,2019K2,Oslo - Oslove,Døde,2019K2,892
0301,Dode3,2019K3,Oslo - Oslove,Døde,2019K3,878
0301,Dode3,2019K4,Oslo - Oslove,Døde,2019K4,950
0301,Dode3,2020K1,Oslo - Oslove,Døde,2020K1,1006
0301,Dode3,2020K2,Oslo - Oslove,Døde,2020K2,965
0301,Dode3,2020K3,Oslo - Oslove,Døde,2020K3,902
0301,Dode3,2020K4,Oslo - Oslove,Døde,2020K4,996
0301,Dode3,2021K1,Oslo - Oslove,Døde,2021K1,984
0301,Dode3,2021K2,Oslo - Oslove,Døde,2021K2,902
0301,Dode3,2021K3,Oslo - Oslove,Døde,2021K3,985
0301,Dode3,2021K4,Oslo - Oslove,Døde,2021K4,1151
0301,Dode3,2022K1,Oslo - Oslove,Døde,2022K1,1082
0301,Dode3,2022K2,Oslo - Oslove,Døde,2022K2,931
0301,Dode3,2022K3,Oslo - Oslove,Døde,2022K3,986
0301,Dode3,2022K4,Oslo - Oslove,Døde,2022K4,1156
0301,Dode3,2023K1,Oslo - Oslove,Døde,2023K1,1049
0301,Dode3,2023K2,Oslo - Oslove,Døde,2023K2,977
0301,Dode3,2023K3,Oslo - Oslove,Døde,2023K3,909
0301,Dode3,2023K4,Oslo - Oslove,Døde,2023K4,1085
0301,Dode3,2024K1,Oslo - Oslove,Døde,2024K1,1055
0301,Dode3,2024K2,Oslo - Oslove,Døde,2024K2,925
0301,Dode3,2024K3,Oslo - Oslove,Døde,2024K3,946
0301,Dode3,2024K4,Oslo - Oslove,Døde,2024K4,1024
0301,Dode3,2025K1,Oslo - Oslove,Døde,2025K1,1087
0301,Dode3,2025K2,Oslo - Oslove,Døde,2025K2,913
0301,Dode3,2025K3,Oslo - Oslove,Døde,2025K3,978
0301,Dode3,2025K4,Oslo - Oslove,Døde,2025K4,1058
0301,Dode3,2026K1,Oslo - Oslove,Døde,2026K1,1129
0301,Fodselsoverskudd4,1997K4,Oslo - Oslove,Fødselsoverskot,1997K4,448
0301,Fodselsoverskudd4,1998K1,Oslo - Oslove,Fødselsoverskot,1998K1,333
0301,Fodselsoverskudd4,1998K2,Oslo - Oslove,Fødselsoverskot,1998K2,804
0301,Fodselsoverskudd4,1998K3,Oslo - Oslove,Fødselsoverskot,1998K3,712
0301,Fodselsoverskudd4,1998K4,Oslo - Oslove,Fødselsoverskot,1998K4,400
0301,Fodselsoverskudd4,1999K1,Oslo - Oslove,Fødselsoverskot,1999K1,222
0301,Fodselsoverskudd4,1999K2,Oslo - Oslove,Fødselsoverskot,1999K2,797
0301,Fodselsoverskudd4,1999K3,Oslo - Oslove,Fødselsoverskot,1999K3,766
0301,Fodselsoverskudd4,1999K4,Oslo - Oslove,Fødselsoverskot,1999K4,402
0301,Fodselsoverskudd4,2000K1,Oslo - Oslove,Fødselsoverskot,2000K1,448
0301,Fodselsoverskudd4,2000K2,Oslo - Oslove,Fødselsoverskot,2000K2,766
0301,Fodselsoverskudd4,2000K3,Oslo - Oslove,Fødselsoverskot,2000K3,730
0301,Fodselsoverskudd4,2000K4,Oslo - Oslove,Fødselsoverskot,2000K4,577
0301,Fodselsoverskudd4,2001K1,Oslo - Oslove,Fødselsoverskot,2001K1,429
0301,Fodselsoverskudd4,2001K2,Oslo - Oslove,Fødselsoverskot,2001K2,776
0301,Fodselsoverskudd4,2001K3,Oslo - Oslove,Fødselsoverskot,2001K3,667
0301,Fodselsoverskudd4,2001K4,Oslo - Oslove,Fødselsoverskot,2001K4,456
0301,Fodselsoverskudd4,2002K1,Oslo - Oslove,Fødselsoverskot,2002K1,409
0301,Fodselsoverskudd4,2002K2,Oslo - Oslove,Fødselsoverskot,2002K2,784
0301,Fodselsoverskudd4,2002K3,Oslo - Oslove,Fødselsoverskot,2002K3,813
0301,Fodselsoverskudd4,2002K4,Oslo - Oslove,Fødselsoverskot,2002K4,476
0301,Fodselsoverskudd4,2003K1,Oslo - Oslove,Fødselsoverskot,2003K1,560
0301,Fodselsoverskudd4,2003K2,Oslo - Oslove,Fødselsoverskot,2003K2,898
0301,Fodselsoverskudd4,2003K3,Oslo - Oslove,Fødselsoverskot,2003K3,997
0301,Fodselsoverskudd4,2003K4,Oslo - Oslove,Fødselsoverskot,2003K4,728
0301,Fodselsoverskudd4,2004K1,Oslo - Oslove,Fødselsoverskot,2004K1,803
0301,Fodselsoverskudd4,2004K2,Oslo - Oslove,Fødselsoverskot,2004K2,1025
0301,Fodselsoverskudd4,2004K3,Oslo - Oslove,Fødselsoverskot,2004K3,1010
0301,Fodselsoverskudd4,2004K4,Oslo - Oslove,Fødselsoverskot,2004K4,849
0301,Fodselsoverskudd4,2005K1,Oslo - Oslove,Fødselsoverskot,2005K1,678
0301,Fodselsoverskudd4,2005K2,Oslo - Oslove,Fødselsoverskot,2005K2,1318
0301,Fodselsoverskudd4,2005K3,Oslo - Oslove,Fødselsoverskot,2005K3,1170
0301,Fodselsoverskudd4,2005K4,Oslo - Oslove,Fødselsoverskot,2005K4,933
0301,Fodselsoverskudd4,2006K1,Oslo - Oslove,Fødselsoverskot,2006K1,1117
0301,Fodselsoverskudd4,2006K2,Oslo - Oslove,Fødselsoverskot,2006K2,1252
0301,Fodselsoverskudd4,2006K3,Oslo - Oslove,Fødselsoverskot,2006K3,1333
0301,Fodselsoverskudd4,2006K4,Oslo - Oslove,Fødselsoverskot,2006K4,1036
0301,Fodselsoverskudd4,2007K1,Oslo - Oslove,Fødselsoverskot,2007K1,1061
0301,Fodselsoverskudd4,2007K2,Oslo - Oslove,Fødselsoverskot,2007K2,1393
0301,Fodselsoverskudd4,2007K3,Oslo - Oslove,Fødselsoverskot,2007K3,1344
0301,Fodselsoverskudd4,2007K4,Oslo - Oslove,Fødselsoverskot,2007K4,1095
0301,Fodselsoverskudd4,2008K1,Oslo - Oslove,Fødselsoverskot,2008K1,1174
0301,Fodselsoverskudd4,2008K2,Oslo - Oslove,Fødselsoverskot,2008K2,1558
0301,Fodselsoverskudd4,2008K3,Oslo - Oslove,Fødselsoverskot,2008K3,1522
0301,Fodselsoverskudd4,2008K4,Oslo - Oslove,Fødselsoverskot,2008K4,1147
0301,Fodselsoverskudd4,2009K1,Oslo - Oslove,Fødselsoverskot,2009K1,1284
0301,Fodselsoverskudd4,2009K2,Oslo - Oslove,Fødselsoverskot,2009K2,1521
0301,Fodselsoverskudd4,2009K3,Oslo - Oslove,Fødselsoverskot,2009K3,1661
0301,Fodselsoverskudd4,2009K4,Oslo - Oslove,Fødselsoverskot,2009K4,1402
0301,Fodselsoverskudd4,2010K1,Oslo - Oslove,Fødselsoverskot,2010K1,1298
0301,Fodselsoverskudd4,2010K2,Oslo - Oslove,Fødselsoverskot,2010K2,1635
0301,Fodselsoverskudd4,2010K3,Oslo - Oslove,Fødselsoverskot,2010K3,1660
0301,Fodselsoverskudd4,2010K4,Oslo - Oslove,Fødselsoverskot,2010K4,1359
0301,Fodselsoverskudd4,2011K1,Oslo - Oslove,Fødselsoverskot,2011K1,1257
0301,Fodselsoverskudd4,2011K2,Oslo - Oslove,Fødselsoverskot,2011K2,1647
0301,Fodselsoverskudd4,2011K3,Oslo - Oslove,Fødselsoverskot,2011K3,1665
0301,Fodselsoverskudd4,2011K4,Oslo - Oslove,Fødselsoverskot,2011K4,1238
0301,Fodselsoverskudd4,2012K1,Oslo - Oslove,Fødselsoverskot,2012K1,1259
0301,Fodselsoverskudd4,2012K2,Oslo - Oslove,Fødselsoverskot,2012K2,1603
0301,Fodselsoverskudd4,2012K3,Oslo - Oslove,Fødselsoverskot,2012K3,1654
0301,Fodselsoverskudd4,2012K4,Oslo - Oslove,Fødselsoverskot,2012K4,1245
0301,Fodselsoverskudd4,2013K1,Oslo - Oslove,Fødselsoverskot,2013K1,1179
0301,Fodselsoverskudd4,2013K2,Oslo - Oslove,Fødselsoverskot,2013K2,1568
0301,Fodselsoverskudd4,2013K3,Oslo - Oslove,Fødselsoverskot,2013K3,1676
0301,Fodselsoverskudd4,2013K4,Oslo - Oslove,Fødselsoverskot,2013K4,1291
0301,Fodselsoverskudd4,2014K1,Oslo - Oslove,Fødselsoverskot,2014K1,1462
0301,Fodselsoverskudd4,2014K2,Oslo - Oslove,Fødselsoverskot,2014K2,1693
0301,Fodselsoverskudd4,2014K3,Oslo - Oslove,Fødselsoverskot,2014K3,1745
0301,Fodselsoverskudd4,2014K4,Oslo - Oslove,Fødselsoverskot,2014K4,1297
0301,Fodselsoverskudd4,2015K1,Oslo - Oslove,Fødselsoverskot,2015K1,1223
0301,Fodselsoverskudd4,2015K2,Oslo - Oslove,Fødselsoverskot,2015K2,1728
0301,Fodselsoverskudd4,2015K3,Oslo - Oslove,Fødselsoverskot,2015K3,1746
0301,Fodselsoverskudd4,2015K4,Oslo - Oslove,Fødselsoverskot,2015K4,1149
0301,Fodselsoverskudd4,2016K1,Oslo - Oslove,Fødselsoverskot,2016K1,1319
0301,Fodselsoverskudd4,2016K2,Oslo - Oslove,Fødselsoverskot,2016K2,1896
0301,Fodselsoverskudd4,2016K3,Oslo - Oslove,Fødselsoverskot,2016K3,1694
0301,Fodselsoverskudd4,2016K4,Oslo - Oslove,Fødselsoverskot,2016K4,1090
0301,Fodselsoverskudd4,2017K1,Oslo - Oslove,Fødselsoverskot,2017K1,1187
0301,Fodselsoverskudd4,2017K2,Oslo - Oslove,Fødselsoverskot,2017K2,1634
0301,Fodselsoverskudd4,2017K3,Oslo - Oslove,Fødselsoverskot,2017K3,1614
0301,Fodselsoverskudd4,2017K4,Oslo - Oslove,Fødselsoverskot,2017K4,1155
0301,Fodselsoverskudd4,2018K1,Oslo - Oslove,Fødselsoverskot,2018K1,1142
0301,Fodselsoverskudd4,2018K2,Oslo - Oslove,Fødselsoverskot,2018K2,1699
0301,Fodselsoverskudd4,2018K3,Oslo - Oslove,Fødselsoverskot,2018K3,1544
0301,Fodselsoverskudd4,2018K4,Oslo - Oslove,Fødselsoverskot,2018K4,1021
0301,Fodselsoverskudd4,2019K1,Oslo - Oslove,Fødselsoverskot,2019K1,1189
0301,Fodselsoverskudd4,2019K2,Oslo - Oslove,Fødselsoverskot,2019K2,1598
0301,Fodselsoverskudd4,2019K3,Oslo - Oslove,Fødselsoverskot,2019K3,1612
0301,Fodselsoverskudd4,2019K4,Oslo - Oslove,Fødselsoverskot,2019K4,1143
0301,Fodselsoverskudd4,2020K1,Oslo - Oslove,Fødselsoverskot,2020K1,1224
0301,Fodselsoverskudd4,2020K2,Oslo - Oslove,Fødselsoverskot,2020K2,1553
0301,Fodselsoverskudd4,2020K3,Oslo - Oslove,Fødselsoverskot,2020K3,1545
0301,Fodselsoverskudd4,2020K4,Oslo - Oslove,Fødselsoverskot,2020K4,1020
0301,Fodselsoverskudd4,2021K1,Oslo - Oslove,Fødselsoverskot,2021K1,1407
0301,Fodselsoverskudd4,2021K2,Oslo - Oslove,Fødselsoverskot,2021K2,1670
0301,Fodselsoverskudd4,2021K3,Oslo - Oslove,Fødselsoverskot,2021K3,1527
0301,Fodselsoverskudd4,2021K4,Oslo - Oslove,Fødselsoverskot,2021K4,956
0301,Fodselsoverskudd4,2022K1,Oslo - Oslove,Fødselsoverskot,2022K1,950
0301,Fodselsoverskudd4,2022K2,Oslo - Oslove,Fødselsoverskot,2022K2,1216
0301,Fodselsoverskudd4,2022K3,Oslo - Oslove,Fødselsoverskot,2022K3,1337
0301,Fodselsoverskudd4,2022K4,Oslo - Oslove,Fødselsoverskot,2022K4,768
0301,Fodselsoverskudd4,2023K1,Oslo - Oslove,Fødselsoverskot,2023K1,908
0301,Fodselsoverskudd4,2023K2,Oslo - Oslove,Fødselsoverskot,2023K2,1375
0301,Fodselsoverskudd4,2023K3,Oslo - Oslove,Fødselsoverskot,2023K3,1357
0301,Fodselsoverskudd4,2023K4,Oslo - Oslove,Fødselsoverskot,2023K4,895
0301,Fodselsoverskudd4,2024K1,Oslo - Oslove,Fødselsoverskot,2024K1,1131
0301,Fodselsoverskudd4,2024K2,Oslo - Oslove,Fødselsoverskot,2024K2,1531
0301,Fodselsoverskudd4,2024K3,Oslo - Oslove,Fødselsoverskot,2024K3,1547
0301,Fodselsoverskudd4,2024K4,Oslo - Oslove,Fødselsoverskot,2024K4,940
0301,Fodselsoverskudd4,2025K1,Oslo - Oslove,Fødselsoverskot,2025K1,992
0301,Fodselsoverskudd4,2025K2,Oslo - Oslove,Fødselsoverskot,2025K2,1548
0301,Fodselsoverskudd4,2025K3,Oslo - Oslove,Fødselsoverskot,2025K3,1687
0301,Fodselsoverskudd4,2025K4,Oslo - Oslove,Fødselsoverskot,2025K4,1021
0301,Fodselsoverskudd4,2026K1,Oslo - Oslove,Fødselsoverskot,2026K1,1115
0301,Innvandring5,1997K4,Oslo - Oslove,Innvandring,1997K4,1743
0301,Innvandring5,1998K1,Oslo - Oslove,Innvandring,1998K1,2063
0301,Innvandring5,1998K2,Oslo - Oslove,Innvandring,1998K2,1879
0301,Innvandring5,1998K3,Oslo - Oslove,Innvandring,1998K3,2819
0301,Innvandring5,1998K4,Oslo - Oslove,Innvandring,1998K4,2037
0301,Innvandring5,1999K1,Oslo - Oslove,Innvandring,1999K1,1948
0301,Innvandring5,1999K2,Oslo - Oslove,Innvandring,1999K2,1738
0301,Innvandring5,1999K3,Oslo - Oslove,Innvandring,1999K3,2884
0301,Innvandring5,1999K4,Oslo - Oslove,Innvandring,1999K4,1902
0301,Innvandring5,2000K1,Oslo - Oslove,Innvandring,2000K1,2074
0301,Innvandring5,2000K2,Oslo - Oslove,Innvandring,2000K2,1810
0301,Innvandring5,2000K3,Oslo - Oslove,Innvandring,2000K3,2709
0301,Innvandring5,2000K4,Oslo - Oslove,Innvandring,2000K4,1558
0301,Innvandring5,2001K1,Oslo - Oslove,Innvandring,2001K1,1792
0301,Innvandring5,2001K2,Oslo - Oslove,Innvandring,2001K2,1623
0301,Innvandring5,2001K3,Oslo - Oslove,Innvandring,2001K3,2457
0301,Innvandring5,2001K4,Oslo - Oslove,Innvandring,2001K4,2098
0301,Innvandring5,2002K1,Oslo - Oslove,Innvandring,2002K1,2154
0301,Innvandring5,2002K2,Oslo - Oslove,Innvandring,2002K2,2168
0301,Innvandring5,2002K3,Oslo - Oslove,Innvandring,2002K3,3064
0301,Innvandring5,2002K4,Oslo - Oslove,Innvandring,2002K4,2229
0301,Innvandring5,2003K1,Oslo - Oslove,Innvandring,2003K1,2038
0301,Innvandring5,2003K2,Oslo - Oslove,Innvandring,2003K2,1811
0301,Innvandring5,2003K3,Oslo - Oslove,Innvandring,2003K3,2401
0301,Innvandring5,2003K4,Oslo - Oslove,Innvandring,2003K4,1684
0301,Innvandring5,2004K1,Oslo - Oslove,Innvandring,2004K1,1849
0301,Innvandring5,2004K2,Oslo - Oslove,Innvandring,2004K2,1787
0301,Innvandring5,2004K3,Oslo - Oslove,Innvandring,2004K3,2864
0301,Innvandring5,2004K4,Oslo - Oslove,Innvandring,2004K4,1967
0301,Innvandring5,2005K1,Oslo - Oslove,Innvandring,2005K1,2059
0301,Innvandring5,2005K2,Oslo - Oslove,Innvandring,2005K2,2069
0301,Innvandring5,2005K3,Oslo - Oslove,Innvandring,2005K3,2967
0301,Innvandring5,2005K4,Oslo - Oslove,Innvandring,2005K4,2408
0301,Innvandring5,2006K1,Oslo - Oslove,Innvandring,2006K1,2598
0301,Innvandring5,2006K2,Oslo - Oslove,Innvandring,2006K2,2239
0301,Innvandring5,2006K3,Oslo - Oslove,Innvandring,2006K3,3284
0301,Innvandring5,2006K4,Oslo - Oslove,Innvandring,2006K4,2653
0301,Innvandring5,2007K1,Oslo - Oslove,Innvandring,2007K1,2887
0301,Innvandring5,2007K2,Oslo - Oslove,Innvandring,2007K2,2536
0301,Innvandring5,2007K3,Oslo - Oslove,Innvandring,2007K3,4037
0301,Innvandring5,2007K4,Oslo - Oslove,Innvandring,2007K4,4220
0301,Innvandring5,2008K1,Oslo - Oslove,Innvandring,2008K1,4543
0301,Innvandring5,2008K2,Oslo - Oslove,Innvandring,2008K2,3813
0301,Innvandring5,2008K3,Oslo - Oslove,Innvandring,2008K3,4988
0301,Innvandring5,2008K4,Oslo - Oslove,Innvandring,2008K4,3276
0301,Innvandring5,2009K1,Oslo - Oslove,Innvandring,2009K1,3645
0301,Innvandring5,2009K2,Oslo - Oslove,Innvandring,2009K2,2842
0301,Innvandring5,2009K3,Oslo - Oslove,Innvandring,2009K3,4509
0301,Innvandring5,2009K4,Oslo - Oslove,Innvandring,2009K4,3462
0301,Innvandring5,2010K1,Oslo - Oslove,Innvandring,2010K1,4655
0301,Innvandring5,2010K2,Oslo - Oslove,Innvandring,2010K2,3328
0301,Innvandring5,2010K3,Oslo - Oslove,Innvandring,2010K3,5451
0301,Innvandring5,2010K4,Oslo - Oslove,Innvandring,2010K4,3754
0301,Innvandring5,2011K1,Oslo - Oslove,Innvandring,2011K1,6314
0301,Innvandring5,2011K2,Oslo - Oslove,Innvandring,2011K2,3463
0301,Innvandring5,2011K3,Oslo - Oslove,Innvandring,2011K3,5183
0301,Innvandring5,2011K4,Oslo - Oslove,Innvandring,2011K4,3807
0301,Innvandring5,2012K1,Oslo - Oslove,Innvandring,2012K1,4712
0301,Innvandring5,2012K2,Oslo - Oslove,Innvandring,2012K2,2952
0301,Innvandring5,2012K3,Oslo - Oslove,Innvandring,2012K3,4969
0301,Innvandring5,2012K4,Oslo - Oslove,Innvandring,2012K4,4057
0301,Innvandring5,2013K1,Oslo - Oslove,Innvandring,2013K1,4454
