ContentsCode_kode,År_kode,Geografi_kode,Aldersgrupper_kode,Måltall_kode,ContentsCode_navn,År_navn,Geografi_navn,Aldersgrupper_navn,Måltall_navn,verdi
EliminatedValue,3,4,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,23-24 år,Personer,1897
EliminatedValue,3,4,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,25-29 år,Personer,6521
EliminatedValue,3,4,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,30-39 år,Personer,8782
EliminatedValue,3,4,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,40-49 år,Personer,3953
EliminatedValue,3,4,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,50-66 år,Personer,4289
EliminatedValue,3,4,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,67-74 år,Personer,976
EliminatedValue,3,4,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,75-79 år,Personer,360
EliminatedValue,3,4,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,80-84 år,Personer,298
EliminatedValue,3,4,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,85-89 år,Personer,317
EliminatedValue,3,4,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel St.Hanshaugen,90 år +,Personer,224
EliminatedValue,3,5,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,Alder i alt,Personer,51227
EliminatedValue,3,5,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,0 år,Personer,733
EliminatedValue,3,5,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,1-2 år,Personer,1071
EliminatedValue,3,5,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,3-5 år,Personer,1052
EliminatedValue,3,5,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,6-9 år,Personer,1040
EliminatedValue,3,5,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,10-12 år,Personer,667
EliminatedValue,3,5,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,13-15 år,Personer,648
EliminatedValue,3,5,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,16-17 år,Personer,457
EliminatedValue,3,5,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,18-19 år,Personer,754
EliminatedValue,3,5,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,20-22 år,Personer,2681
EliminatedValue,3,5,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,23-24 år,Personer,2476
EliminatedValue,3,5,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,25-29 år,Personer,8040
EliminatedValue,3,5,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,30-39 år,Personer,10482
EliminatedValue,3,5,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,40-49 år,Personer,6092
EliminatedValue,3,5,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,50-66 år,Personer,9157
EliminatedValue,3,5,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,67-74 år,Personer,2674
EliminatedValue,3,5,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,75-79 år,Personer,1042
EliminatedValue,3,5,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,80-84 år,Personer,927
EliminatedValue,3,5,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,85-89 år,Personer,684
EliminatedValue,3,5,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Frogner,90 år +,Personer,550
EliminatedValue,3,6,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,Alder i alt,Personer,30642
EliminatedValue,3,6,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,0 år,Personer,438
EliminatedValue,3,6,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,1-2 år,Personer,917
EliminatedValue,3,6,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,3-5 år,Personer,1273
EliminatedValue,3,6,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,6-9 år,Personer,1419
EliminatedValue,3,6,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,10-12 år,Personer,921
EliminatedValue,3,6,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,13-15 år,Personer,939
EliminatedValue,3,6,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,16-17 år,Personer,630
EliminatedValue,3,6,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,18-19 år,Personer,609
EliminatedValue,3,6,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,20-22 år,Personer,893
EliminatedValue,3,6,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,23-24 år,Personer,553
EliminatedValue,3,6,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,25-29 år,Personer,1902
EliminatedValue,3,6,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,30-39 år,Personer,4705
EliminatedValue,3,6,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,40-49 år,Personer,4315
EliminatedValue,3,6,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,50-66 år,Personer,6829
EliminatedValue,3,6,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,67-74 år,Personer,1924
EliminatedValue,3,6,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,75-79 år,Personer,802
EliminatedValue,3,6,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,80-84 år,Personer,695
EliminatedValue,3,6,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,85-89 år,Personer,564
EliminatedValue,3,6,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Ullern,90 år +,Personer,314
EliminatedValue,3,7,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,Alder i alt,Personer,45165
EliminatedValue,3,7,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,0 år,Personer,631
EliminatedValue,3,7,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,1-2 år,Personer,1367
EliminatedValue,3,7,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,3-5 år,Personer,1971
EliminatedValue,3,7,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,6-9 år,Personer,2342
EliminatedValue,3,7,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,10-12 år,Personer,1641
EliminatedValue,3,7,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,13-15 år,Personer,1650
EliminatedValue,3,7,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,16-17 år,Personer,1034
EliminatedValue,3,7,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,18-19 år,Personer,1124
EliminatedValue,3,7,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,20-22 år,Personer,1606
EliminatedValue,3,7,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,23-24 år,Personer,1014
EliminatedValue,3,7,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,25-29 år,Personer,2562
EliminatedValue,3,7,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,30-39 år,Personer,6231
EliminatedValue,3,7,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,40-49 år,Personer,6333
EliminatedValue,3,7,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,50-66 år,Personer,9936
EliminatedValue,3,7,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,67-74 år,Personer,2498
EliminatedValue,3,7,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,75-79 år,Personer,1014
EliminatedValue,3,7,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,80-84 år,Personer,985
EliminatedValue,3,7,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,85-89 år,Personer,730
EliminatedValue,3,7,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Vestre Aker,90 år +,Personer,496
EliminatedValue,3,8,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,Alder i alt,Personer,48286
EliminatedValue,3,8,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,0 år,Personer,741
EliminatedValue,3,8,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,1-2 år,Personer,1465
EliminatedValue,3,8,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,3-5 år,Personer,2059
EliminatedValue,3,8,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,6-9 år,Personer,2406
EliminatedValue,3,8,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,10-12 år,Personer,1700
EliminatedValue,3,8,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,13-15 år,Personer,1582
EliminatedValue,3,8,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,16-17 år,Personer,1020
EliminatedValue,3,8,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,18-19 år,Personer,1049
EliminatedValue,3,8,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,20-22 år,Personer,2282
EliminatedValue,3,8,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,23-24 år,Personer,1516
EliminatedValue,3,8,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,25-29 år,Personer,3713
EliminatedValue,3,8,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,30-39 år,Personer,7544
EliminatedValue,3,8,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,40-49 år,Personer,7104
EliminatedValue,3,8,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,50-66 år,Personer,8846
EliminatedValue,3,8,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,67-74 år,Personer,2095
EliminatedValue,3,8,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,75-79 år,Personer,1047
EliminatedValue,3,8,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,80-84 år,Personer,923
EliminatedValue,3,8,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,85-89 år,Personer,734
EliminatedValue,3,8,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordre Aker,90 år +,Personer,460
EliminatedValue,3,9,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,Alder i alt,Personer,28293
EliminatedValue,3,9,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,0 år,Personer,559
EliminatedValue,3,9,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,1-2 år,Personer,1057
EliminatedValue,3,9,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,3-5 år,Personer,1351
EliminatedValue,3,9,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,6-9 år,Personer,1425
EliminatedValue,3,9,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,10-12 år,Personer,966
EliminatedValue,3,9,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,13-15 år,Personer,853
EliminatedValue,3,9,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,16-17 år,Personer,556
EliminatedValue,3,9,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,18-19 år,Personer,541
EliminatedValue,3,9,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,20-22 år,Personer,973
EliminatedValue,3,9,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,23-24 år,Personer,718
EliminatedValue,3,9,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,25-29 år,Personer,2222
EliminatedValue,3,9,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,30-39 år,Personer,5224
EliminatedValue,3,9,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,40-49 år,Personer,4130
EliminatedValue,3,9,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,50-66 år,Personer,4613
EliminatedValue,3,9,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,67-74 år,Personer,1144
EliminatedValue,3,9,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,75-79 år,Personer,608
EliminatedValue,3,9,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,80-84 år,Personer,635
EliminatedValue,3,9,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,85-89 år,Personer,500
EliminatedValue,3,9,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Bjerke,90 år +,Personer,218
EliminatedValue,3,10,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,Alder i alt,Personer,26254
EliminatedValue,3,10,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,0 år,Personer,406
EliminatedValue,3,10,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,1-2 år,Personer,782
EliminatedValue,3,10,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,3-5 år,Personer,1104
EliminatedValue,3,10,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,6-9 år,Personer,1299
EliminatedValue,3,10,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,10-12 år,Personer,952
EliminatedValue,3,10,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,13-15 år,Personer,956
EliminatedValue,3,10,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,16-17 år,Personer,636
EliminatedValue,3,10,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,18-19 år,Personer,633
EliminatedValue,3,10,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,20-22 år,Personer,893
EliminatedValue,3,10,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,23-24 år,Personer,681
EliminatedValue,3,10,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,25-29 år,Personer,1900
EliminatedValue,3,10,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,30-39 år,Personer,4105
EliminatedValue,3,10,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,40-49 år,Personer,4035
EliminatedValue,3,10,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,50-66 år,Personer,4834
EliminatedValue,3,10,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,67-74 år,Personer,1320
EliminatedValue,3,10,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,75-79 år,Personer,670
EliminatedValue,3,10,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,80-84 år,Personer,521
EliminatedValue,3,10,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,85-89 år,Personer,355
EliminatedValue,3,10,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Grorud,90 år +,Personer,172
EliminatedValue,3,11,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,Alder i alt,Personer,30187
EliminatedValue,3,11,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,0 år,Personer,414
EliminatedValue,3,11,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,1-2 år,Personer,840
EliminatedValue,3,11,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,3-5 år,Personer,1239
EliminatedValue,3,11,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,6-9 år,Personer,1683
EliminatedValue,3,11,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,10-12 år,Personer,1303
EliminatedValue,3,11,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,13-15 år,Personer,1244
EliminatedValue,3,11,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,16-17 år,Personer,814
EliminatedValue,3,11,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,18-19 år,Personer,836
EliminatedValue,3,11,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,20-22 år,Personer,1160
EliminatedValue,3,11,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,23-24 år,Personer,721
EliminatedValue,3,11,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,25-29 år,Personer,1849
EliminatedValue,3,11,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,30-39 år,Personer,4034
EliminatedValue,3,11,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,40-49 år,Personer,4478
EliminatedValue,3,11,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,50-66 år,Personer,6081
EliminatedValue,3,11,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,67-74 år,Personer,1946
EliminatedValue,3,11,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,75-79 år,Personer,669
EliminatedValue,3,11,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,80-84 år,Personer,473
EliminatedValue,3,11,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,85-89 år,Personer,291
EliminatedValue,3,11,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Stovner,90 år +,Personer,112
EliminatedValue,3,12,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,Alder i alt,Personer,46974
EliminatedValue,3,12,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,0 år,Personer,735
EliminatedValue,3,12,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,1-2 år,Personer,1496
EliminatedValue,3,12,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,3-5 år,Personer,1973
EliminatedValue,3,12,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,6-9 år,Personer,2277
EliminatedValue,3,12,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,10-12 år,Personer,1623
EliminatedValue,3,12,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,13-15 år,Personer,1565
EliminatedValue,3,12,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,16-17 år,Personer,1029
EliminatedValue,3,12,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,18-19 år,Personer,1059
EliminatedValue,3,12,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,20-22 år,Personer,1652
EliminatedValue,3,12,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,23-24 år,Personer,1224
EliminatedValue,3,12,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,25-29 år,Personer,3701
EliminatedValue,3,12,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,30-39 år,Personer,7807
EliminatedValue,3,12,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,40-49 år,Personer,6616
EliminatedValue,3,12,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,50-66 år,Personer,9146
EliminatedValue,3,12,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,67-74 år,Personer,2328
EliminatedValue,3,12,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,75-79 år,Personer,1036
EliminatedValue,3,12,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,80-84 år,Personer,832
EliminatedValue,3,12,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,85-89 år,Personer,585
EliminatedValue,3,12,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Alna,90 år +,Personer,290
EliminatedValue,3,13,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,Alder i alt,Personer,46354
EliminatedValue,3,13,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,0 år,Personer,761
EliminatedValue,3,13,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,1-2 år,Personer,1444
EliminatedValue,3,13,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,3-5 år,Personer,1947
EliminatedValue,3,13,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,6-9 år,Personer,2222
EliminatedValue,3,13,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,10-12 år,Personer,1583
EliminatedValue,3,13,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,13-15 år,Personer,1537
EliminatedValue,3,13,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,16-17 år,Personer,1009
EliminatedValue,3,13,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,18-19 år,Personer,991
EliminatedValue,3,13,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,20-22 år,Personer,1389
EliminatedValue,3,13,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,23-24 år,Personer,915
EliminatedValue,3,13,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,25-29 år,Personer,2856
EliminatedValue,3,13,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,30-39 år,Personer,7419
EliminatedValue,3,13,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,40-49 år,Personer,7143
EliminatedValue,3,13,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,50-66 år,Personer,8085
EliminatedValue,3,13,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,67-74 år,Personer,2378
EliminatedValue,3,13,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,75-79 år,Personer,1657
EliminatedValue,3,13,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,80-84 år,Personer,1579
EliminatedValue,3,13,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,85-89 år,Personer,977
EliminatedValue,3,13,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Østensjø,90 år +,Personer,462
EliminatedValue,3,14,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,Alder i alt,Personer,46906
EliminatedValue,3,14,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,0 år,Personer,673
EliminatedValue,3,14,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,1-2 år,Personer,1352
EliminatedValue,3,14,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,3-5 år,Personer,1930
EliminatedValue,3,14,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,6-9 år,Personer,2339
EliminatedValue,3,14,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,10-12 år,Personer,1623
EliminatedValue,3,14,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,13-15 år,Personer,1666
EliminatedValue,3,14,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,16-17 år,Personer,1037
EliminatedValue,3,14,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,18-19 år,Personer,1084
EliminatedValue,3,14,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,20-22 år,Personer,1553
EliminatedValue,3,14,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,23-24 år,Personer,951
EliminatedValue,3,14,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,25-29 år,Personer,2681
EliminatedValue,3,14,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,30-39 år,Personer,6954
EliminatedValue,3,14,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,40-49 år,Personer,7039
EliminatedValue,3,14,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,50-66 år,Personer,9487
EliminatedValue,3,14,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,67-74 år,Personer,2499
EliminatedValue,3,14,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,75-79 år,Personer,1255
EliminatedValue,3,14,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2011,Bydel Nordstrand,80-84 år,Personer,1227
