ContentsCode_kode,År_kode,Geografi_kode,Aldersgrupper_kode,Måltall_kode,ContentsCode_navn,År_navn,Geografi_navn,Aldersgrupper_navn,Måltall_navn,verdi
EliminatedValue,5,7,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,18-19 år,Personer,1054
EliminatedValue,5,7,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,20-22 år,Personer,1602
EliminatedValue,5,7,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,23-24 år,Personer,1072
EliminatedValue,5,7,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,25-29 år,Personer,2757
EliminatedValue,5,7,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,30-39 år,Personer,6431
EliminatedValue,5,7,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,40-49 år,Personer,6561
EliminatedValue,5,7,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,50-66 år,Personer,9925
EliminatedValue,5,7,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,67-74 år,Personer,2990
EliminatedValue,5,7,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,75-79 år,Personer,1017
EliminatedValue,5,7,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,80-84 år,Personer,956
EliminatedValue,5,7,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,85-89 år,Personer,722
EliminatedValue,5,7,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Vestre Aker,90 år +,Personer,477
EliminatedValue,5,8,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,Alder i alt,Personer,49238
EliminatedValue,5,8,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,0 år,Personer,651
EliminatedValue,5,8,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,1-2 år,Personer,1470
EliminatedValue,5,8,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,3-5 år,Personer,2142
EliminatedValue,5,8,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,6-9 år,Personer,2567
EliminatedValue,5,8,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,10-12 år,Personer,1708
EliminatedValue,5,8,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,13-15 år,Personer,1653
EliminatedValue,5,8,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,16-17 år,Personer,1064
EliminatedValue,5,8,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,18-19 år,Personer,1103
EliminatedValue,5,8,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,20-22 år,Personer,2180
EliminatedValue,5,8,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,23-24 år,Personer,1649
EliminatedValue,5,8,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,25-29 år,Personer,3781
EliminatedValue,5,8,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,30-39 år,Personer,7344
EliminatedValue,5,8,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,40-49 år,Personer,7432
EliminatedValue,5,8,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,50-66 år,Personer,9034
EliminatedValue,5,8,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,67-74 år,Personer,2451
EliminatedValue,5,8,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,75-79 år,Personer,980
EliminatedValue,5,8,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,80-84 år,Personer,902
EliminatedValue,5,8,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,85-89 år,Personer,682
EliminatedValue,5,8,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordre Aker,90 år +,Personer,445
EliminatedValue,5,9,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,Alder i alt,Personer,29695
EliminatedValue,5,9,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,0 år,Personer,545
EliminatedValue,5,9,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,1-2 år,Personer,1064
EliminatedValue,5,9,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,3-5 år,Personer,1451
EliminatedValue,5,9,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,6-9 år,Personer,1592
EliminatedValue,5,9,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,10-12 år,Personer,986
EliminatedValue,5,9,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,13-15 år,Personer,927
EliminatedValue,5,9,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,16-17 år,Personer,578
EliminatedValue,5,9,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,18-19 år,Personer,583
EliminatedValue,5,9,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,20-22 år,Personer,965
EliminatedValue,5,9,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,23-24 år,Personer,834
EliminatedValue,5,9,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,25-29 år,Personer,2404
EliminatedValue,5,9,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,30-39 år,Personer,5485
EliminatedValue,5,9,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,40-49 år,Personer,4418
EliminatedValue,5,9,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,50-66 år,Personer,4771
EliminatedValue,5,9,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,67-74 år,Personer,1251
EliminatedValue,5,9,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,75-79 år,Personer,568
EliminatedValue,5,9,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,80-84 år,Personer,562
EliminatedValue,5,9,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,85-89 år,Personer,459
EliminatedValue,5,9,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Bjerke,90 år +,Personer,252
EliminatedValue,5,10,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,Alder i alt,Personer,26868
EliminatedValue,5,10,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,0 år,Personer,392
EliminatedValue,5,10,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,1-2 år,Personer,806
EliminatedValue,5,10,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,3-5 år,Personer,1118
EliminatedValue,5,10,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,6-9 år,Personer,1346
EliminatedValue,5,10,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,10-12 år,Personer,935
EliminatedValue,5,10,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,13-15 år,Personer,963
EliminatedValue,5,10,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,16-17 år,Personer,661
EliminatedValue,5,10,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,18-19 år,Personer,645
EliminatedValue,5,10,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,20-22 år,Personer,959
EliminatedValue,5,10,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,23-24 år,Personer,694
EliminatedValue,5,10,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,25-29 år,Personer,1898
EliminatedValue,5,10,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,30-39 år,Personer,4207
EliminatedValue,5,10,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,40-49 år,Personer,4140
EliminatedValue,5,10,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,50-66 år,Personer,4968
EliminatedValue,5,10,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,67-74 år,Personer,1438
EliminatedValue,5,10,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,75-79 år,Personer,651
EliminatedValue,5,10,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,80-84 år,Personer,528
EliminatedValue,5,10,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,85-89 år,Personer,329
EliminatedValue,5,10,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Grorud,90 år +,Personer,190
EliminatedValue,5,11,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,Alder i alt,Personer,30765
EliminatedValue,5,11,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,0 år,Personer,402
EliminatedValue,5,11,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,1-2 år,Personer,796
EliminatedValue,5,11,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,3-5 år,Personer,1280
EliminatedValue,5,11,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,6-9 år,Personer,1618
EliminatedValue,5,11,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,10-12 år,Personer,1299
EliminatedValue,5,11,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,13-15 år,Personer,1306
EliminatedValue,5,11,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,16-17 år,Personer,889
EliminatedValue,5,11,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,18-19 år,Personer,829
EliminatedValue,5,11,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,20-22 år,Personer,1186
EliminatedValue,5,11,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,23-24 år,Personer,786
EliminatedValue,5,11,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,25-29 år,Personer,1927
EliminatedValue,5,11,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,30-39 år,Personer,3976
EliminatedValue,5,11,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,40-49 år,Personer,4628
EliminatedValue,5,11,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,50-66 år,Personer,6002
EliminatedValue,5,11,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,67-74 år,Personer,2157
EliminatedValue,5,11,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,75-79 år,Personer,731
EliminatedValue,5,11,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,80-84 år,Personer,521
EliminatedValue,5,11,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,85-89 år,Personer,281
EliminatedValue,5,11,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Stovner,90 år +,Personer,151
EliminatedValue,5,12,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,Alder i alt,Personer,48020
EliminatedValue,5,12,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,0 år,Personer,736
EliminatedValue,5,12,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,1-2 år,Personer,1427
EliminatedValue,5,12,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,3-5 år,Personer,2102
EliminatedValue,5,12,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,6-9 år,Personer,2356
EliminatedValue,5,12,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,10-12 år,Personer,1654
EliminatedValue,5,12,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,13-15 år,Personer,1618
EliminatedValue,5,12,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,16-17 år,Personer,1095
EliminatedValue,5,12,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,18-19 år,Personer,1094
EliminatedValue,5,12,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,20-22 år,Personer,1705
EliminatedValue,5,12,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,23-24 år,Personer,1223
EliminatedValue,5,12,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,25-29 år,Personer,3829
EliminatedValue,5,12,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,30-39 år,Personer,7907
EliminatedValue,5,12,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,40-49 år,Personer,6766
EliminatedValue,5,12,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,50-66 år,Personer,9212
EliminatedValue,5,12,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,67-74 år,Personer,2631
EliminatedValue,5,12,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,75-79 år,Personer,941
EliminatedValue,5,12,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,80-84 år,Personer,857
EliminatedValue,5,12,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,85-89 år,Personer,534
EliminatedValue,5,12,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Alna,90 år +,Personer,333
EliminatedValue,5,13,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,Alder i alt,Personer,47905
EliminatedValue,5,13,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,0 år,Personer,769
EliminatedValue,5,13,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,1-2 år,Personer,1458
EliminatedValue,5,13,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,3-5 år,Personer,2111
EliminatedValue,5,13,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,6-9 år,Personer,2481
EliminatedValue,5,13,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,10-12 år,Personer,1522
EliminatedValue,5,13,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,13-15 år,Personer,1542
EliminatedValue,5,13,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,16-17 år,Personer,1011
EliminatedValue,5,13,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,18-19 år,Personer,1008
EliminatedValue,5,13,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,20-22 år,Personer,1477
EliminatedValue,5,13,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,23-24 år,Personer,990
EliminatedValue,5,13,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,25-29 år,Personer,3043
EliminatedValue,5,13,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,30-39 år,Personer,7593
EliminatedValue,5,13,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,40-49 år,Personer,7547
EliminatedValue,5,13,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,50-66 år,Personer,8398
EliminatedValue,5,13,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,67-74 år,Personer,2442
EliminatedValue,5,13,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,75-79 år,Personer,1506
EliminatedValue,5,13,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,80-84 år,Personer,1528
EliminatedValue,5,13,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,85-89 år,Personer,989
EliminatedValue,5,13,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Østensjø,90 år +,Personer,490
EliminatedValue,5,14,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,Alder i alt,Personer,48405
EliminatedValue,5,14,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,0 år,Personer,685
EliminatedValue,5,14,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,1-2 år,Personer,1365
EliminatedValue,5,14,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,3-5 år,Personer,2044
EliminatedValue,5,14,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,6-9 år,Personer,2517
EliminatedValue,5,14,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,10-12 år,Personer,1691
EliminatedValue,5,14,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,13-15 år,Personer,1625
EliminatedValue,5,14,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,16-17 år,Personer,1140
EliminatedValue,5,14,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,18-19 år,Personer,1068
EliminatedValue,5,14,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,20-22 år,Personer,1610
EliminatedValue,5,14,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,23-24 år,Personer,1036
EliminatedValue,5,14,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,25-29 år,Personer,2867
EliminatedValue,5,14,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,30-39 år,Personer,7039
EliminatedValue,5,14,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,40-49 år,Personer,7303
EliminatedValue,5,14,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,50-66 år,Personer,9657
EliminatedValue,5,14,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,67-74 år,Personer,2844
EliminatedValue,5,14,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,75-79 år,Personer,1195
EliminatedValue,5,14,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,80-84 år,Personer,1156
EliminatedValue,5,14,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,85-89 år,Personer,979
EliminatedValue,5,14,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Nordstrand,90 år +,Personer,584
EliminatedValue,5,15,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,Alder i alt,Personer,36703
EliminatedValue,5,15,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,0 år,Personer,556
EliminatedValue,5,15,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,1-2 år,Personer,1174
EliminatedValue,5,15,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,3-5 år,Personer,1755
EliminatedValue,5,15,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,6-9 år,Personer,2221
EliminatedValue,5,15,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,10-12 år,Personer,1622
EliminatedValue,5,15,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,13-15 år,Personer,1633
EliminatedValue,5,15,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,16-17 år,Personer,1125
EliminatedValue,5,15,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,18-19 år,Personer,1089
EliminatedValue,5,15,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,20-22 år,Personer,1578
EliminatedValue,5,15,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,23-24 år,Personer,1004
EliminatedValue,5,15,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,25-29 år,Personer,2473
EliminatedValue,5,15,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,30-39 år,Personer,5276
EliminatedValue,5,15,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,40-49 år,Personer,5305
EliminatedValue,5,15,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,50-66 år,Personer,7447
EliminatedValue,5,15,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,67-74 år,Personer,1442
EliminatedValue,5,15,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,75-79 år,Personer,405
EliminatedValue,5,15,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,80-84 år,Personer,316
EliminatedValue,5,15,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,85-89 år,Personer,175
EliminatedValue,5,15,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2013,Bydel Søndre Nordstrand,90 år +,Personer,107
EliminatedValue,6,100000,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,Alder i alt,Personer,630742
EliminatedValue,6,100000,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,0 år,Personer,9514
EliminatedValue,6,100000,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,1-2 år,Personer,17959
EliminatedValue,6,100000,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,3-5 år,Personer,24252
EliminatedValue,6,100000,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,6-9 år,Personer,27240
EliminatedValue,6,100000,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,10-12 år,Personer,17663
EliminatedValue,6,100000,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,13-15 år,Personer,17009
EliminatedValue,6,100000,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,16-17 år,Personer,11394
EliminatedValue,6,100000,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,18-19 år,Personer,12146
EliminatedValue,6,100000,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,20-22 år,Personer,24436
EliminatedValue,6,100000,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,23-24 år,Personer,21426
EliminatedValue,6,100000,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,25-29 år,Personer,67068
EliminatedValue,6,100000,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,30-39 år,Personer,118787
EliminatedValue,6,100000,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,40-49 år,Personer,88373
EliminatedValue,6,100000,14,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,50-66 år,Personer,107457
EliminatedValue,6,100000,15,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,67-74 år,Personer,32456
EliminatedValue,6,100000,16,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,75-79 år,Personer,11651
EliminatedValue,6,100000,17,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,80-84 år,Personer,9913
EliminatedValue,6,100000,18,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,85-89 år,Personer,7141
EliminatedValue,6,100000,19,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Oslo i alt,90 år +,Personer,4857
EliminatedValue,6,1,0,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,Alder i alt,Personer,48415
EliminatedValue,6,1,1,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,0 år,Personer,945
EliminatedValue,6,1,2,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,1-2 år,Personer,1655
EliminatedValue,6,1,3,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,3-5 år,Personer,1885
EliminatedValue,6,1,4,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,6-9 år,Personer,1673
EliminatedValue,6,1,5,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,10-12 år,Personer,903
EliminatedValue,6,1,6,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,13-15 år,Personer,794
EliminatedValue,6,1,7,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,16-17 år,Personer,549
EliminatedValue,6,1,8,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,18-19 år,Personer,644
EliminatedValue,6,1,9,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,20-22 år,Personer,1846
EliminatedValue,6,1,10,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,23-24 år,Personer,1845
EliminatedValue,6,1,11,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,25-29 år,Personer,6986
EliminatedValue,6,1,12,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,30-39 år,Personer,12909
EliminatedValue,6,1,13,0,Folkemengden etter administrativ bydel og alder 2008-2019,2014,Bydel Gamle Oslo,40-49 år,Personer,6682
