brukergruppe,aar,manedsnr,ant_husstander_utbetaling,ant_husstander_termin,ant_soknader,ant_avslag,utbetalt_belop,gjsnitt_bostotte,gjsnitt_inntekt_mnd,gjsnitt_boutgift_mnd,ant_over_tak,geo
Husstander uten trygdeytelser,2026,4,6140,6140,7196,1056,35107025,5717.76,6705.36,14818.61,5212,Oslo
Husstander uten trygdeytelser,2026,5,6140,6035,7286,1251,34923537,5687.87,6780.72,14862.65,5227,Oslo
Husstander uten trygdeytelser,2026,6,6035,5602,7269,1667,34403251,5700.62,6507.62,14835.51,5146,Oslo
Husstander uten trygdeytelser,2026,7,5602,0,0,0,33154499,5918.33,6493.61,14854.36,4604,Oslo
Uføre forøvrig,2010,1,0,2270,2270,0,0,,,,0,Oslo
Uføre forøvrig,2010,2,2270,2348,2348,0,6541639,2881.78,11581.29,6761.22,1084,Oslo
Uføre forøvrig,2010,3,2348,2411,2411,0,6747522,2873.73,11566.23,6788.82,1133,Oslo
Uføre forøvrig,2010,4,2411,2475,2475,0,6925037,2872.27,11559.12,6823.2,1179,Oslo
Uføre forøvrig,2010,5,2475,2488,2541,53,7111330,2873.26,11553.72,6845.22,1224,Oslo
Uføre forøvrig,2010,6,2488,2508,2565,57,7162704,2878.9,11555.62,6879.54,1243,Oslo
Uføre forøvrig,2010,7,2508,2351,2561,210,7216738,2877.49,11533.38,6895.83,1256,Oslo
Uføre forøvrig,2010,8,2351,2365,2428,63,6645462,2826.65,12383.49,6897.13,1181,Oslo
Uføre forøvrig,2010,9,2365,2398,2446,48,6705013,2835.1,12356.97,6932.95,1205,Oslo
Uføre forøvrig,2010,10,2398,2425,2514,89,6821047,2844.47,12315.06,6958.36,1232,Oslo
Uføre forøvrig,2010,11,2425,2459,2509,50,6845235,2822.78,12341.09,6959.65,1249,Oslo
Uføre forøvrig,2010,12,2459,2502,2551,49,6963563,2831.87,12324.07,6991.51,1284,Oslo
Uføre forøvrig,2011,1,2502,2519,2624,105,7084051,2831.36,12284.75,7016.82,1322,Oslo
Uføre forøvrig,2011,2,2519,2573,2657,84,7112616,2823.59,12322.93,7058.92,1355,Oslo
Uføre forøvrig,2011,3,2573,2605,2670,65,7266577,2824.17,12346.36,7104.99,1418,Oslo
Uføre forøvrig,2011,4,2605,2625,2694,69,7348239,2820.82,12338.03,7114.13,1446,Oslo
Uføre forøvrig,2011,5,2625,2658,2710,52,7409387,2822.62,12342.67,7141.76,1473,Oslo
Uføre forøvrig,2011,6,2658,2678,2731,53,7493073,2819.06,12338.75,7157.88,1497,Oslo
Uføre forøvrig,2011,7,2678,2520,2757,237,7533785,2813.21,12341.27,7175.42,1511,Oslo
Uføre forøvrig,2011,8,2520,2542,2612,70,7000045,2777.8,13030.11,7255.01,1388,Oslo
Uføre forøvrig,2011,9,2542,2591,2652,61,7070153,2781.33,13046.11,7289.77,1419,Oslo
Uføre forøvrig,2011,10,2591,2580,2666,86,7229630,2790.29,13032.49,7330.78,1463,Oslo
Uføre forøvrig,2011,11,2580,2615,2674,59,7182913,2784.07,13107.66,7349.48,1475,Oslo
Uføre forøvrig,2011,12,2615,2662,2736,74,7322216,2800.08,13099.77,7392.08,1508,Oslo
Uføre forøvrig,2012,1,2662,2664,2755,91,7481249,2810.39,13099.57,7437.69,1554,Oslo
Uføre forøvrig,2012,2,2664,2706,2766,60,7479477,2807.61,13116.27,7457.45,1565,Oslo
Uføre forøvrig,2012,3,2706,2755,2818,63,7618915,2815.56,13087.48,7486.58,1604,Oslo
Uføre forøvrig,2012,4,2755,2796,2838,42,7777846,2823.17,13022.33,7531.27,1652,Oslo
Uføre forøvrig,2012,5,2796,2787,2866,79,7935069,2838.01,12970.41,7580.56,1699,Oslo
Uføre forøvrig,2012,6,2787,2803,2856,53,7934289,2846.89,12978.72,7598.97,1706,Oslo
Uføre forøvrig,2012,7,2803,2411,2672,261,7986810,2849.38,12969.62,7630.05,1729,Oslo
Uføre forøvrig,2012,8,2411,2449,2500,51,6687322,2773.67,13398.14,7663.94,1514,Oslo
Uføre forøvrig,2012,9,2449,2459,2531,72,6816764,2783.49,13381.2,7698.58,1558,Oslo
Uføre forøvrig,2012,10,2459,2493,2554,61,6845306,2783.78,13403.51,7744.63,1580,Oslo
Uføre forøvrig,2012,11,2493,2495,2549,54,6942235,2784.69,13419.2,7769.59,1603,Oslo
Uføre forøvrig,2012,12,2495,2514,2563,49,6997126,2804.46,13360.16,7808.34,1622,Oslo
Uføre forøvrig,2013,1,2514,2473,2558,85,7071305,2812.77,13322.33,7846.35,1655,Oslo
Uføre forøvrig,2013,2,2473,2409,2523,114,6967011,2817.23,13318.61,7880.62,1640,Oslo
Uføre forøvrig,2013,3,2409,2441,2508,67,6800988,2823.16,13306.49,7893.35,1609,Oslo
Uføre forøvrig,2013,4,2441,2492,2537,45,6904318,2828.48,13272.28,7925.77,1643,Oslo
Uføre forøvrig,2013,5,2492,2520,2560,40,7056250,2831.56,13263.05,7945.77,1683,Oslo
Uføre forøvrig,2013,6,2520,2531,2587,56,7143651,2834.78,13256.16,7975.96,1718,Oslo
Uføre forøvrig,2013,7,2531,2327,2571,244,7185654,2839.06,13263.2,8011.73,1742,Oslo
Uføre forøvrig,2013,8,2327,2300,2386,86,6368187,2736.65,13764.95,8099.26,1653,Oslo
Uføre forøvrig,2013,9,2300,2323,2375,52,6275209,2728.35,13821.82,8127.93,1648,Oslo
Uføre forøvrig,2013,10,2323,2329,2389,60,6353305,2734.96,13824.32,8158.46,1676,Oslo
Uføre forøvrig,2013,11,2329,2355,2404,49,6363397,2732.24,13845.92,8170.54,1685,Oslo
Uføre forøvrig,2013,12,2355,2381,2450,69,6460785,2743.43,13831.37,8212.86,1720,Oslo
Uføre forøvrig,2014,1,2381,2395,2520,125,6539258,2746.43,13828.84,8249.18,1756,Oslo
Uføre forøvrig,2014,2,2395,2476,2541,65,6716169,2804.25,13867.15,8263.35,1733,Oslo
Uføre forøvrig,2014,3,2476,2543,2609,66,6946600,2805.57,13888.31,8305.48,1807,Oslo
Uføre forøvrig,2014,4,2543,2582,2659,77,7147808,2810.78,13867.1,8362.16,1872,Oslo
Uføre forøvrig,2014,5,2582,2615,2676,61,7268257,2814.97,13833.86,8394.97,1908,Oslo
Uføre forøvrig,2014,6,2615,2640,2723,83,7373000,2819.5,13837.95,8429.13,1940,Oslo
Uføre forøvrig,2014,7,2640,2488,2709,221,7445887,2820.41,13812.39,8460.2,1966,Oslo
Uføre forøvrig,2014,8,2488,2477,2569,92,6661716,2677.54,14150.69,8518.47,1885,Oslo
Uføre forøvrig,2014,9,2477,2518,2599,81,6644298,2682.4,14128.75,8536.92,1888,Oslo
Uføre forøvrig,2014,10,2518,2533,2621,88,6747452,2679.69,14136.62,8570.43,1930,Oslo
Uføre forøvrig,2014,11,2533,2553,2618,65,6790494,2680.81,14156.33,8616.69,1949,Oslo
Uføre forøvrig,2014,12,2553,2561,2610,49,6852688,2684.17,14153.52,8652.72,1967,Oslo
Uføre forøvrig,2015,1,2561,2457,2632,175,6888748,2689.87,14156.03,8707.68,1983,Oslo
Uføre forøvrig,2015,2,2457,2501,2562,61,6690101,2722.87,14139.56,8760.76,1876,Oslo
Uføre forøvrig,2015,3,2501,2525,2590,65,6816547,2725.53,14143.35,8793.01,1922,Oslo
Uføre forøvrig,2015,4,2525,2526,2602,76,6911821,2737.35,14127.12,8822.82,1945,Oslo
Uføre forøvrig,2015,5,2526,2577,2628,51,6905466,2733.76,14138.73,8852.61,1952,Oslo
Uføre forøvrig,2015,6,2577,2576,2648,72,7054624,2737.53,14148.84,8907.38,2004,Oslo
Uføre forøvrig,2015,7,2576,2393,2641,248,7044799,2734.78,14167.95,8933.09,2007,Oslo
Uføre forøvrig,2015,8,2393,2384,2440,56,6308239,2636.12,14397.89,8999.34,1896,Oslo
Uføre forøvrig,2015,9,2384,2354,2462,108,6310053,2646.83,14376.47,9027.23,1893,Oslo
Uføre forøvrig,2015,10,2354,2376,2447,71,6200960,2634.22,14393.12,9038.59,1877,Oslo
Uføre forøvrig,2015,11,2376,2394,2464,70,6287824,2646.39,14367.06,9068.33,1901,Oslo
Uføre forøvrig,2015,12,2394,2404,2460,56,6327361,2643.01,14364.42,9064.47,1918,Oslo
Uføre forøvrig,2016,1,2404,2351,2487,136,6375190,2651.91,14352.67,9102.72,1935,Oslo
Uføre forøvrig,2016,2,2351,2400,2463,63,6300319,2679.85,14393.53,9083.62,1874,Oslo
Uføre forøvrig,2016,3,2400,2440,2506,66,6468172,2695.07,14397.57,9132.96,1920,Oslo
Uføre forøvrig,2016,4,2440,2453,2522,69,6609538,2708.83,14344.54,9168.37,1958,Oslo
Uføre forøvrig,2016,5,2453,2454,2510,56,6653887,2712.55,14344.75,9170.88,1968,Oslo
Uføre forøvrig,2016,6,2454,2461,2519,58,6683470,2723.5,14349.67,9257.92,1992,Oslo
Uføre forøvrig,2016,7,2461,2219,2521,302,6699271,2722.17,14306.69,9279.9,2009,Oslo
Uføre forøvrig,2016,8,2219,2259,2350,91,5843304,2633.31,14566.28,9338.75,1834,Oslo
Uføre forøvrig,2016,9,2259,2233,2340,107,5961929,2639.19,14595.68,9382.37,1874,Oslo
Uføre forøvrig,2016,10,2233,2249,2340,91,5840785,2615.67,14735.97,9446.69,1858,Oslo
Uføre forøvrig,2016,11,2249,2268,2328,60,5901014,2623.84,14730.04,9477.68,1875,Oslo
Uføre forøvrig,2016,12,2268,2282,2355,73,5959378,2627.59,14681.71,9490.72,1896,Oslo
Uføre forøvrig,2017,1,2282,1989,2449,460,6026581,2640.92,14648.22,9520.36,1912,Oslo
Uføre forøvrig,2017,2,1989,2019,2525,506,5394198,2712.02,15051.87,9549.34,1672,Oslo
Uføre forøvrig,2017,3,2019,2022,2612,590,5491313,2719.82,15063.04,9591.16,1702,Oslo
Uføre forøvrig,2017,4,2022,2042,2318,276,5509041,2724.55,15076.5,9643.12,1709,Oslo
Uføre forøvrig,2017,5,2042,2009,2295,286,5557070,2721.39,15110.47,9668.73,1726,Oslo
Uføre forøvrig,2017,6,2009,2059,2282,223,5466345,2720.93,15136.02,9684.51,1702,Oslo
Uføre forøvrig,2017,7,2059,2066,2291,225,5612016,2725.6,15634.32,9716.58,1736,Oslo
Uføre forøvrig,2017,8,2066,2068,2304,236,5671696,2745.25,15594.14,9782.19,1753,Oslo
Uføre forøvrig,2017,9,2068,2089,2320,231,5728187,2769.92,15601.64,9846.5,1770,Oslo
Uføre forøvrig,2017,10,2089,2088,2338,250,5717369,2736.89,15676.92,9861.03,1792,Oslo
Uføre forøvrig,2017,11,2088,2129,2337,208,5703239,2731.44,15669.29,9915.87,1803,Oslo
Uføre forøvrig,2017,12,2129,2158,2376,218,5766110,2708.37,15754.82,9941.22,1842,Oslo
Uføre forøvrig,2018,1,2158,2166,2445,279,5793187,2684.52,15814.06,9972.26,1878,Oslo
Uføre forøvrig,2018,2,2166,2222,2494,272,5634674,2601.42,15956.58,9977.42,1892,Oslo
Uføre forøvrig,2018,3,2222,2276,2538,262,5889189,2650.4,15886.23,10016.25,1941,Oslo
Uføre forøvrig,2018,4,2276,2287,2563,276,5979201,2627.07,15921.16,10029.99,1989,Oslo
Uføre forøvrig,2018,5,2287,2341,2617,276,5969138,2610.03,15900.86,10063.66,2008,Oslo
Uføre forøvrig,2018,6,2341,1995,2647,652,6078840,2596.69,15941.97,10096.46,2057,Oslo
Uføre forøvrig,2018,7,1995,2021,2649,628,5264715,2638.95,16410.02,10203.24,1728,Oslo
Uføre forøvrig,2018,8,2021,2066,2620,554,5597033,2769.44,16088.31,10170.56,1739,Oslo
Uføre forøvrig,2018,9,2066,2046,2369,323,5763752,2789.81,16114.43,10227.15,1786,Oslo
Uføre forøvrig,2018,10,2046,2049,2493,444,5697191,2784.55,16087.86,10245.84,1770,Oslo
Uføre forøvrig,2018,11,2049,2097,2507,410,5740549,2801.63,16034.57,10270.59,1778,Oslo
Uføre forøvrig,2018,12,2097,2089,2521,432,5828558,2779.47,16118.81,10308.76,1822,Oslo
Uføre forøvrig,2019,1,2089,2096,2532,436,5839856,2795.53,16031.78,10308.45,1813,Oslo
Uføre forøvrig,2019,2,2096,2118,2524,406,5869537,2800.35,16202.16,10432.04,1832,Oslo
Uføre forøvrig,2019,3,2118,2139,2525,386,6019125,2841.89,16067.54,10426.13,1843,Oslo
Uføre forøvrig,2019,4,2139,2107,2515,408,6074553,2839.9,16139.01,10471.81,1860,Oslo
Uføre forøvrig,2019,5,2107,2119,2515,396,6015235,2854.88,16040.27,10498.44,1847,Oslo
Uføre forøvrig,2019,6,2119,2003,2530,527,6056553,2858.21,16068.19,10485.47,1853,Oslo
Uføre forøvrig,2019,7,2003,2121,2512,391,5391748,2691.84,16892.65,10515.9,1720,Oslo
Uføre forøvrig,2019,8,2121,2135,2515,380,6301806,2971.15,16624.01,10549.62,1799,Oslo
Uføre forøvrig,2019,9,2135,2131,2499,368,6295632,2948.77,16699.83,10573.99,1807,Oslo
Uføre forøvrig,2019,10,2131,2155,2532,377,6234301,2925.53,16685.95,10564.14,1806,Oslo
Uføre forøvrig,2019,11,2155,2152,2564,412,6278269,2913.35,16797.43,10599.37,1834,Oslo
Uføre forøvrig,2019,12,2152,2150,2562,412,6268401,2912.83,16782.0,10603.17,1833,Oslo
Uføre forøvrig,2020,1,2150,2168,2586,418,6248810,2906.42,16786.95,10619.15,1832,Oslo
Uføre forøvrig,2020,2,2168,2208,2605,397,6235266,2876.05,16885.83,10714.88,1862,Oslo
Uføre forøvrig,2020,3,2208,2222,2682,460,6456272,2924.04,16841.1,10750.78,1890,Oslo
Uføre forøvrig,2020,4,2222,2461,2716,255,6520392,2934.47,16795.76,10770.45,1904,Oslo
Uføre forøvrig,2020,5,2461,2551,2846,295,9113611,3703.21,17273.47,10826.38,1756,Oslo
Uføre forøvrig,2020,6,2551,2583,2923,340,9322123,3654.3,17420.64,10859.17,1838,Oslo
Uføre forøvrig,2020,7,2583,2680,2986,306,9597059,3715.47,17624.58,10881.27,1810,Oslo
Uføre forøvrig,2020,8,2680,2717,2995,278,9888245,3689.64,17655.32,10899.88,1894,Oslo
Uføre forøvrig,2020,9,2717,2797,3018,221,9909107,3647.08,17769.98,10914.3,1930,Oslo
Uføre forøvrig,2020,10,2797,2851,3131,280,10108132,3613.92,17883.25,10925.76,1998,Oslo
Uføre forøvrig,2020,11,2851,2334,3167,833,10041304,3522.03,18045.83,10903.35,2035,Oslo
Uføre forøvrig,2020,12,2334,2375,3214,839,6913828,2962.22,17215.67,10990.52,2023,Oslo
Uføre forøvrig,2021,1,2375,2792,3294,502,6999049,2946.97,17278.46,11036.2,2072,Oslo
Uføre forøvrig,2021,2,2792,2811,3144,333,6995972,2505.72,17925.99,11000.05,2480,Oslo
Uføre forøvrig,2021,3,2811,2813,3203,390,7132928,2537.51,17868.59,11030.01,2494,Oslo
Uføre forøvrig,2021,4,2813,2852,3213,361,7079174,2516.59,17896.83,11045.75,2505,Oslo
Uføre forøvrig,2021,5,2852,2829,3193,364,7103608,2490.75,17952.58,11064.71,2539,Oslo
Uføre forøvrig,2021,6,2829,2093,3164,1071,7029962,2484.96,17948.98,11079.66,2526,Oslo
Uføre forøvrig,2021,7,2093,2301,3144,843,5563939,2658.36,18587.15,11109.02,1768,Oslo
Uføre forøvrig,2021,8,2301,2266,3111,845,6518858,2833.05,18256.14,11142.32,1940,Oslo
Uføre forøvrig,2021,9,2266,2277,2648,371,6387132,2818.68,18234.31,11147.14,1901,Oslo
Uføre forøvrig,2021,10,2277,2271,2757,486,6409857,2815.04,18184.59,11149.45,1921,Oslo
Uføre forøvrig,2021,11,2271,2270,2797,527,6401908,2818.98,18168.5,11167.75,1918,Oslo
Uføre forøvrig,2021,12,2270,2807,3199,392,6400965,2819.81,18205.06,11188.65,1919,Oslo
Uføre forøvrig,2022,1,2807,3042,3523,481,8692123,3096.59,19200.56,11167.12,2389,Oslo
Uføre forøvrig,2022,2,3042,3196,3680,484,9512483,3127.05,19698.27,11212.59,2553,Oslo
Uføre forøvrig,2022,3,3196,3249,3818,569,9892702,3095.34,19791.12,11227.64,2698,Oslo
Uføre forøvrig,2022,4,3249,3315,3924,609,9932006,3056.94,19978.17,11296.36,2771,Oslo
Uføre forøvrig,2022,5,3315,3369,3774,405,10123569,3053.87,20022.19,11367.81,2839,Oslo
Uføre forøvrig,2022,6,3369,3213,3809,596,10226602,3035.5,20025.11,11371.03,2892,Oslo
Uføre forøvrig,2022,7,3213,3365,3762,397,8758181,2725.86,21667.78,11380.62,2739,Oslo
Uføre forøvrig,2022,8,3365,3392,3807,415,9769909,2903.39,21095.61,11415.14,2872,Oslo
Uføre forøvrig,2022,9,3392,3433,3861,428,9838668,2900.55,21064.55,11436.91,2909,Oslo
Uføre forøvrig,2022,10,3433,3463,3907,444,9952321,2899.02,21099.56,11469.21,2950,Oslo
Uføre forøvrig,2022,11,3463,3599,4110,511,10011270,2890.92,21084.58,11491.21,2982,Oslo
Uføre forøvrig,2022,12,3599,3663,4265,602,10260697,2850.99,21262.89,11594.87,3121,Oslo
Uføre forøvrig,2023,1,3663,3724,4392,668,10298913,2811.61,21365.77,11628.55,3186,Oslo
Uføre forøvrig,2023,2,3724,3888,4490,602,10355118,2780.64,21471.24,11699.03,3258,Oslo
Uføre forøvrig,2023,3,3888,3968,4513,545,10862242,2793.79,21641.92,11788.08,3411,Oslo
Uføre forøvrig,2023,4,3968,4000,4530,530,11010144,2774.73,21633.26,11801.16,3485,Oslo
Uføre forøvrig,2023,5,4000,3927,4513,586,11061278,2765.32,21688.47,11843.25,3533,Oslo
Uføre forøvrig,2023,6,3927,3914,4510,596,10868489,2767.63,21580.28,11855.66,3479,Oslo
Uføre forøvrig,2023,7,3914,3881,4484,603,10791544,2757.17,22793.96,11942.53,3377,Oslo
Uføre forøvrig,2023,8,3881,3938,4386,448,10536285,2714.84,22916.56,11918.92,3350,Oslo
Uføre forøvrig,2023,9,3938,3926,4367,441,10753245,2730.64,22992.32,12015.7,3402,Oslo
Uføre forøvrig,2023,10,3926,3910,4383,473,10695837,2724.36,22931.73,12035.9,3398,Oslo
Uføre forøvrig,2023,11,3910,4034,4453,419,10601301,2711.33,22932.41,12076.21,3386,Oslo
Uføre forøvrig,2023,12,4034,4070,4472,402,10966874,2718.61,23026.82,12143.21,3511,Oslo
Uføre forøvrig,2024,1,4070,4075,4500,425,11017438,2706.99,23067.97,12196.28,3552,Oslo
Uføre forøvrig,2024,2,4075,4114,4485,371,11011827,2702.29,23153.6,12257.25,3569,Oslo
Uføre forøvrig,2024,3,4114,4091,4477,386,11167200,2714.44,23171.32,12327.94,3614,Oslo
Uføre forøvrig,2024,4,4091,2425,4465,2040,11118990,2717.91,23152.54,12380.61,3601,Oslo
Uføre forøvrig,2024,5,2425,2449,4461,2012,7060239,2911.44,20890.46,12535.98,2122,Oslo
Uføre forøvrig,2024,6,2449,2470,4558,2088,7141543,2916.11,21009.98,12636.53,2153,Oslo
Uføre forøvrig,2024,7,2470,3499,4592,1093,7405161,2998.04,21930.16,12754.25,2130,Oslo
Uføre forøvrig,2024,8,3499,3486,3892,406,8526154,2436.74,23583.61,12727.94,3045,Oslo
Uføre forøvrig,2024,9,3486,3471,4027,556,8461317,2427.23,23574.95,12784.02,3051,Oslo
Uføre forøvrig,2024,10,3471,3530,4173,643,8477633,2442.42,23526.49,12824.34,3040,Oslo
Uføre forøvrig,2024,11,3530,3594,4094,500,8802581,2493.65,23482.49,12929.93,3103,Oslo
Uføre forøvrig,2024,12,3594,3597,4046,449,8906998,2478.3,23529.96,12992.8,3161,Oslo
Uføre forøvrig,2025,1,3597,3657,4076,419,8908889,2476.76,23521.5,13041.93,3171,Oslo
Uføre forøvrig,2025,2,3657,3673,4060,387,8979575,2455.45,23629.59,13163.54,3235,Oslo
Uføre forøvrig,2025,3,3673,3675,4073,398,8989028,2447.33,23636.55,13222.97,3266,Oslo
Uføre forøvrig,2025,4,3675,3663,4052,389,9001233,2449.32,23698.81,13310.63,3278,Oslo
Uføre forøvrig,2025,5,3663,3614,4029,415,9015438,2461.22,23632.79,13356.0,3277,Oslo
Uføre forøvrig,2025,6,3614,2580,4027,1447,8949045,2476.22,23615.71,13407.21,3239,Oslo
Uføre forøvrig,2025,7,2580,2585,4013,1428,8516327,3300.9,23660.73,13662.34,2153,Oslo
Uføre forøvrig,2025,8,2585,2597,3973,1376,8549733,3307.44,23676.04,13763.89,2170,Oslo
Uføre forøvrig,2025,9,2597,2604,3070,466,8621808,3319.91,23644.53,13821.2,2179,Oslo
Uføre forøvrig,2025,10,2604,2582,3085,503,8737617,3355.46,23600.92,13911.83,2199,Oslo
Uføre forøvrig,2025,11,2582,2621,3160,539,8606813,3333.39,23568.32,13938.32,2189,Oslo
Uføre forøvrig,2025,12,2621,2634,3096,462,8722485,3327.92,23637.84,14008.49,2232,Oslo
Uføre forøvrig,2026,1,2634,2619,3086,467,8798642,3340.41,23573.61,14067.94,2248,Oslo
Uføre forøvrig,2026,2,2619,2629,3092,463,8767869,3347.79,23561.72,14130.47,2240,Oslo
Uføre forøvrig,2026,3,2629,2654,3169,515,8769681,3335.75,23637.32,14179.17,2250,Oslo
Uføre forøvrig,2026,4,2654,2668,3172,504,8804645,3317.5,23654.98,14230.03,2279,Oslo
Uføre forøvrig,2026,5,2668,2659,3380,721,8908692,3339.09,23620.07,14296.24,2300,Oslo
Uføre forøvrig,2026,6,2659,2580,3441,861,8864978,3333.95,23776.68,14432.53,2304,Oslo
Uføre forøvrig,2026,7,2580,0,0,0,8640927,3349.2,24687.13,14550.44,2198,Oslo
Unge uføre,2010,1,0,1404,1404,0,0,,,,0,Oslo
Unge uføre,2010,2,1404,1436,1436,0,3538368,2520.21,15599.48,6872.3,683,Oslo
Unge uføre,2010,3,1436,1457,1457,0,3628649,2526.91,15576.54,6897.21,709,Oslo
Unge uføre,2010,4,1457,1473,1473,0,3684955,2529.14,15568.24,6913.54,728,Oslo
Unge uføre,2010,5,1473,1484,1500,16,3732796,2534.15,15567.57,6929.53,739,Oslo
Unge uføre,2010,6,1484,1484,1493,9,3757863,2532.25,15542.17,6939.52,747,Oslo
Unge uføre,2010,7,1484,1441,1505,64,3760889,2534.29,15553.19,6954.76,750,Oslo
Unge uføre,2010,8,1441,1442,1463,21,3626646,2516.76,16250.75,6966.72,739,Oslo
Unge uføre,2010,9,1442,1446,1468,22,3622403,2512.07,16255.08,6975.19,739,Oslo
Unge uføre,2010,10,1446,1444,1461,17,3629208,2509.83,16236.75,6991.83,754,Oslo
Unge uføre,2010,11,1444,1458,1477,19,3601584,2494.17,16320.66,7008.63,760,Oslo
Unge uføre,2010,12,1458,1456,1478,22,3643632,2499.06,16303.3,7028.4,775,Oslo
Unge uføre,2011,1,1456,1452,1482,30,3639939,2499.96,16297.81,7039.34,782,Oslo
Unge uføre,2011,2,1452,1454,1468,14,3624148,2495.97,16305.06,7042.44,778,Oslo
Unge uføre,2011,3,1454,1460,1478,18,3636927,2501.33,16299.7,7054.39,790,Oslo
Unge uføre,2011,4,1460,1460,1477,17,3645538,2496.94,16302.72,7055.3,796,Oslo
Unge uføre,2011,5,1460,1463,1476,13,3644070,2495.94,16298.27,7061.66,797,Oslo
Unge uføre,2011,6,1463,1461,1472,11,3656464,2499.29,16296.92,7058.6,799,Oslo
Unge uføre,2011,7,1461,1417,1494,77,3647119,2496.32,16288.07,7061.83,801,Oslo
Unge uføre,2011,8,1417,1418,1445,27,3485692,2459.91,16849.98,7122.24,747,Oslo
Unge uføre,2011,9,1418,1425,1440,15,3479455,2453.78,16868.34,7136.24,754,Oslo
Unge uføre,2011,10,1425,1415,1439,24,3501085,2456.9,16878.45,7157.16,764,Oslo
Unge uføre,2011,11,1415,1426,1444,18,3468590,2451.3,16917.36,7162.75,762,Oslo
Unge uføre,2011,12,1426,1443,1453,10,3499238,2453.88,16884.55,7178.26,773,Oslo
Unge uføre,2012,1,1443,1439,1466,27,3542766,2455.14,16865.54,7186.58,781,Oslo
Unge uføre,2012,2,1439,1443,1460,17,3537172,2458.08,16864.02,7217.02,786,Oslo
Unge uføre,2012,3,1443,1442,1461,19,3540528,2453.59,16862.36,7221.05,790,Oslo
Unge uføre,2012,4,1442,1450,1464,14,3536230,2452.31,16848.88,7223.24,789,Oslo
Unge uføre,2012,5,1450,1460,1476,16,3553614,2450.77,16824.93,7237.68,794,Oslo
Unge uføre,2012,6,1460,1457,1476,19,3579775,2451.9,16809.81,7244.76,807,Oslo
Unge uføre,2012,7,1457,1536,1669,133,3569171,2449.67,16814.33,7250.82,812,Oslo
Unge uføre,2012,8,1536,1555,1571,16,3739530,2434.59,17395.91,13360.33,897,Oslo
Unge uføre,2012,9,1555,1557,1580,23,3800337,2443.95,17373.31,13317.5,918,Oslo
Unge uføre,2012,10,1557,1561,1587,26,3806994,2445.08,17377.12,13332.97,927,Oslo
Unge uføre,2012,11,1561,1583,1607,24,3793943,2430.46,17397.96,13390.09,930,Oslo
Unge uføre,2012,12,1583,1594,1610,16,3865265,2441.73,17365.71,7491.59,964,Oslo
Unge uføre,2013,1,1594,1579,1613,34,3892997,2442.28,17347.15,7498.28,972,Oslo
Unge uføre,2013,2,1579,1550,1638,88,3882060,2458.56,17344.43,7513.96,973,Oslo
Unge uføre,2013,3,1550,1563,1584,21,3833864,2473.46,17291.53,7559.05,977,Oslo
Unge uføre,2013,4,1563,1585,1602,17,3856100,2467.11,17240.32,7571.83,986,Oslo
Unge uføre,2013,5,1585,1590,1612,22,3904214,2463.23,17221.6,7553.84,1001,Oslo
Unge uføre,2013,6,1590,1603,1617,14,3923681,2467.72,17211.24,7592.17,1009,Oslo
Unge uføre,2013,7,1603,1507,1625,118,3937973,2456.63,17211.84,7604.4,1021,Oslo
Unge uføre,2013,8,1507,1500,1533,33,3608031,2394.18,17971.25,7662.57,981,Oslo
Unge uføre,2013,9,1500,1502,1527,25,3561828,2374.55,18047.19,7658.12,978,Oslo
Unge uføre,2013,10,1502,1480,1544,64,3565393,2373.76,18085.3,7689.03,986,Oslo
Unge uføre,2013,11,1480,1484,1502,18,3529886,2385.06,17759.4,7727.3,983,Oslo
Unge uføre,2013,12,1484,1496,1520,24,3544224,2388.29,17754.56,7738.33,995,Oslo
Unge uføre,2014,1,1496,1514,1545,31,3586332,2397.28,17673.36,7755.94,1004,Oslo
Unge uføre,2014,2,1514,1546,1577,31,3692296,2438.77,17630.44,7810.01,1001,Oslo
Unge uføre,2014,3,1546,1562,1575,13,3768167,2437.37,17591.43,7833.57,1034,Oslo
Unge uføre,2014,4,1562,1578,1596,18,3813263,2441.27,17585.38,7854.22,1050,Oslo
Unge uføre,2014,5,1578,1586,1612,26,3848390,2438.78,17576.9,7895.62,1068,Oslo
Unge uføre,2014,6,1586,1581,1612,31,3876663,2444.3,17563.96,7926.3,1079,Oslo
Unge uføre,2014,7,1581,1438,1606,168,3876264,2451.78,17535.57,7943.82,1082,Oslo
Unge uføre,2014,8,1438,1442,1482,40,3256636,2264.7,18146.02,8017.57,1012,Oslo
Unge uføre,2014,9,1442,1459,1482,23,3254778,2257.13,18209.36,8077.23,1029,Oslo
Unge uføre,2014,10,1459,1466,1491,25,3302049,2263.23,18199.72,8091.35,1043,Oslo
Unge uføre,2014,11,1466,1483,1505,22,3308250,2256.65,18213.03,8135.63,1057,Oslo
Unge uføre,2014,12,1483,1491,1516,25,3346942,2256.87,18164.55,8153.3,1075,Oslo
Unge uføre,2015,1,1491,1413,1522,109,3378515,2265.94,18098.6,8159.59,1081,Oslo
Unge uføre,2015,2,1413,1427,1459,32,3225341,2282.62,17937.85,8197.84,990,Oslo
Unge uføre,2015,3,1427,1425,1447,22,3261159,2285.33,17936.24,8229.22,1007,Oslo
