brukergruppe,aar,manedsnr,ant_husstander_utbetaling,ant_husstander_termin,ant_soknader,ant_avslag,utbetalt_belop,gjsnitt_bostotte,gjsnitt_inntekt_mnd,gjsnitt_boutgift_mnd,ant_over_tak,geo
Unge uføre,2015,4,1425,1436,1457,21,3251878,2282.02,17962.06,8271.2,1011,Oslo
Unge uføre,2015,5,1436,1438,1468,30,3305756,2302.06,17873.54,8306.64,1026,Oslo
Unge uføre,2015,6,1438,1437,1457,20,3323876,2311.46,17847.93,8335.28,1035,Oslo
Unge uføre,2015,7,1437,1279,1456,177,3319461,2309.99,17836.7,8336.59,1034,Oslo
Unge uføre,2015,8,1279,1280,1313,33,2681137,2096.28,18603.39,8489.64,963,Oslo
Unge uføre,2015,9,1280,1260,1308,48,2690233,2101.74,18568.32,8513.46,968,Oslo
Unge uføre,2015,10,1260,1250,1274,24,2637596,2093.33,18499.45,8532.41,962,Oslo
Unge uføre,2015,11,1250,1262,1282,20,2607768,2086.21,18519.24,8544.76,955,Oslo
Unge uføre,2015,12,1262,1264,1287,23,2638405,2090.65,18496.92,8580.61,972,Oslo
Unge uføre,2016,1,1264,1251,1293,42,2644630,2092.27,18499.44,8585.11,975,Oslo
Unge uføre,2016,2,1251,1261,1281,20,2658191,2124.85,18435.67,8572.76,954,Oslo
Unge uføre,2016,3,1261,1277,1300,23,2684799,2129.1,18375.93,8568.77,962,Oslo
Unge uføre,2016,4,1277,1279,1300,21,2731812,2139.24,18302.78,8592.85,976,Oslo
Unge uføre,2016,5,1279,1283,1308,25,2742578,2144.31,18272.53,8587.35,978,Oslo
Unge uføre,2016,6,1283,1280,1310,30,2780631,2167.29,18266.85,8749.38,1008,Oslo
Unge uføre,2016,7,1280,1091,1304,213,2776358,2169.03,18224.85,8760.94,1005,Oslo
Unge uføre,2016,8,1091,1086,1120,34,2180541,1998.66,18840.87,8752.39,865,Oslo
Unge uføre,2016,9,1086,1077,1117,40,2169762,1997.94,18862.91,8751.81,862,Oslo
Unge uføre,2016,10,1077,1070,1107,37,2128329,1976.16,18921.26,8788.34,857,Oslo
Unge uføre,2016,11,1070,1073,1109,36,2100858,1963.42,18918.58,8795.83,849,Oslo
Unge uføre,2016,12,1073,1061,1095,34,2132090,1987.04,18873.06,8779.81,850,Oslo
Unge uføre,2017,1,1061,936,1118,182,2119493,1997.64,18764.99,8794.15,841,Oslo
Unge uføre,2017,2,936,939,1138,199,1811541,1935.41,19704.59,8773.64,745,Oslo
Unge uføre,2017,3,939,944,1159,215,1816923,1934.96,19732.39,8788.98,746,Oslo
Unge uføre,2017,4,944,932,1041,109,1833296,1942.05,19750.54,8825.89,753,Oslo
Unge uføre,2017,5,932,924,1038,114,1816253,1948.77,19763.3,8848.75,742,Oslo
Unge uføre,2017,6,924,894,1042,148,1798247,1946.15,19778.77,8876.19,740,Oslo
Unge uføre,2017,7,894,927,1034,107,1774403,1984.79,20289.6,8923.57,697,Oslo
Unge uføre,2017,8,927,908,1036,128,1947713,2101.09,20003.13,8961.05,727,Oslo
Unge uføre,2017,9,908,895,1029,134,1929390,2124.88,19995.56,9027.85,720,Oslo
Unge uføre,2017,10,895,901,1014,113,1876204,2096.32,20043.15,9052.58,712,Oslo
Unge uføre,2017,11,901,884,996,112,1900439,2109.26,19968.39,9049.7,719,Oslo
Unge uføre,2017,12,884,886,993,107,1858867,2102.79,19966.98,9061.13,709,Oslo
Unge uføre,2018,1,886,894,1010,116,1852056,2090.36,19999.79,9084.34,712,Oslo
Unge uføre,2018,2,894,891,999,108,1878939,2101.72,20033.47,9135.95,721,Oslo
Unge uføre,2018,3,891,883,1008,125,1864746,2092.87,20006.42,9143.09,719,Oslo
Unge uføre,2018,4,883,879,999,120,1867997,2115.51,20053.21,9197.18,716,Oslo
Unge uføre,2018,5,879,876,999,123,1864879,2121.59,20015.88,9214.54,710,Oslo
Unge uføre,2018,6,876,733,982,249,1847678,2109.22,20035.19,9191.67,708,Oslo
Unge uføre,2018,7,733,806,986,180,1224322,1670.29,21464.25,9428.58,608,Oslo
Unge uføre,2018,8,806,828,979,151,1565961,1942.88,20686.87,9298.27,645,Oslo
Unge uføre,2018,9,828,816,937,121,1610175,1944.66,20750.15,9369.2,668,Oslo
Unge uføre,2018,10,816,811,977,166,1593132,1952.37,20773.25,9409.21,661,Oslo
Unge uføre,2018,11,811,801,959,158,1576094,1943.4,20752.26,9427.21,660,Oslo
Unge uføre,2018,12,801,803,944,141,1552339,1938.0,20819.45,9462.12,653,Oslo
Unge uføre,2019,1,803,802,932,130,1554738,1936.16,20860.7,9472.54,653,Oslo
Unge uføre,2019,2,802,798,928,130,1576823,1966.11,20785.76,9501.3,655,Oslo
Unge uføre,2019,3,798,807,947,140,1569800,1967.17,20897.59,9585.63,659,Oslo
Unge uføre,2019,4,807,799,940,141,1593518,1974.62,20903.72,9632.57,666,Oslo
Unge uføre,2019,5,799,786,943,157,1577025,1973.75,20830.08,9653.39,664,Oslo
Unge uføre,2019,6,786,693,923,230,1553404,1976.34,20854.55,9655.12,654,Oslo
Unge uføre,2019,7,693,770,894,124,1140013,1645.04,22536.53,9911.75,588,Oslo
Unge uføre,2019,8,770,765,874,109,1525230,1980.82,21624.84,9800.72,629,Oslo
Unge uføre,2019,9,765,750,864,114,1529658,1999.55,21653.03,9821.63,629,Oslo
Unge uføre,2019,10,750,745,860,115,1489244,1985.66,21678.63,9799.22,614,Oslo
Unge uføre,2019,11,745,739,866,127,1490997,2001.34,21588.79,9771.41,605,Oslo
Unge uføre,2019,12,739,741,859,118,1466755,1984.78,21582.56,9776.93,603,Oslo
Unge uføre,2020,1,741,741,869,128,1480973,1998.61,21581.99,9788.24,606,Oslo
Unge uføre,2020,2,741,734,857,123,1480434,1997.89,21573.53,9803.9,606,Oslo
Unge uføre,2020,3,734,725,849,124,1466280,1997.66,21589.94,9798.83,591,Oslo
Unge uføre,2020,4,725,784,848,64,1460277,2014.18,21512.02,9789.96,587,Oslo
Unge uføre,2020,5,784,808,884,76,2156822,2751.05,21820.97,9888.88,455,Oslo
Unge uføre,2020,6,808,824,913,89,2197211,2719.32,21874.15,9963.16,481,Oslo
Unge uføre,2020,7,824,833,926,93,2281370,2768.65,22173.18,10059.18,471,Oslo
Unge uføre,2020,8,833,852,930,78,2306582,2769.01,22156.52,10099.32,481,Oslo
Unge uføre,2020,9,852,875,944,69,2338984,2745.29,22153.44,10099.13,495,Oslo
Unge uføre,2020,10,875,878,976,98,2370602,2709.26,22226.02,10114.77,516,Oslo
Unge uføre,2020,11,878,711,997,286,2232882,2543.15,22646.05,10133.38,522,Oslo
Unge uføre,2020,12,711,708,1001,293,1433116,2015.63,21904.02,9963.32,556,Oslo
Unge uføre,2021,1,708,730,1026,296,1421834,2008.24,21998.38,9993.64,555,Oslo
Unge uføre,2021,2,730,727,833,106,1426793,1954.51,22177.62,10112.06,575,Oslo
Unge uføre,2021,3,727,714,853,139,1436723,1976.24,22147.61,10101.83,573,Oslo
Unge uføre,2021,4,714,703,847,144,1392929,1950.88,22082.52,10100.53,563,Oslo
Unge uføre,2021,5,703,698,828,130,1373653,1953.99,22031.98,10111.93,558,Oslo
Unge uføre,2021,6,698,437,800,363,1351610,1936.4,22112.54,10114.33,553,Oslo
Unge uføre,2021,7,437,646,800,154,682796,1562.46,24231.69,10318.44,332,Oslo
Unge uføre,2021,8,646,642,786,144,1132150,1752.55,23163.88,10186.11,487,Oslo
Unge uføre,2021,9,642,644,745,101,1126587,1754.81,23175.34,10186.98,484,Oslo
Unge uføre,2021,10,644,632,761,129,1137854,1766.85,23201.52,10209.57,486,Oslo
Unge uføre,2021,11,632,629,783,154,1124296,1778.95,23185.07,10185.66,479,Oslo
Unge uføre,2021,12,629,842,933,91,1107709,1761.06,23119.42,10155.71,478,Oslo
Unge uføre,2022,1,842,918,1043,125,1838889,2183.95,23923.77,10359.5,669,Oslo
Unge uføre,2022,2,918,972,1109,137,2042759,2225.23,24143.74,10396.26,713,Oslo
Unge uføre,2022,3,972,990,1160,170,2108474,2169.21,24348.42,10465.58,766,Oslo
Unge uføre,2022,4,990,1022,1207,185,2140940,2162.57,24385.22,10515.02,787,Oslo
Unge uføre,2022,5,1022,1026,1146,120,2181695,2134.73,24578.64,10617.07,829,Oslo
Unge uføre,2022,6,1026,941,1159,218,2185563,2130.18,24555.86,10632.58,835,Oslo
Unge uføre,2022,7,941,1056,1147,91,1497516,1591.41,26977.81,10705.83,762,Oslo
Unge uføre,2022,8,1056,1046,1162,116,2018963,1911.9,25974.41,10708.51,851,Oslo
Unge uføre,2022,9,1046,1056,1179,123,2012849,1924.33,25844.66,10746.72,850,Oslo
Unge uføre,2022,10,1056,1072,1205,133,1998610,1892.62,25940.28,10729.26,854,Oslo
Unge uføre,2022,11,1072,1119,1282,163,1997844,1863.66,26096.56,10799.17,873,Oslo
Unge uføre,2022,12,1119,1127,1352,225,2050092,1832.08,26101.21,10790.16,915,Oslo
Unge uføre,2023,1,1127,1179,1400,221,2040202,1810.29,26133.82,10801.33,922,Oslo
Unge uføre,2023,2,1179,1217,1438,221,2096259,1778.0,26258.48,10911.15,981,Oslo
Unge uføre,2023,3,1217,1250,1441,191,2159661,1774.58,26319.37,10938.41,1014,Oslo
Unge uføre,2023,4,1250,1267,1444,177,2199639,1759.71,26353.41,10982.06,1052,Oslo
Unge uføre,2023,5,1267,1250,1445,195,2220309,1752.41,26411.41,11020.46,1066,Oslo
Unge uføre,2023,6,1250,1223,1462,239,2184921,1747.94,26478.52,11128.24,1060,Oslo
Unge uføre,2023,7,1223,1258,1448,190,1952888,1596.8,28190.94,11164.52,1008,Oslo
Unge uføre,2023,8,1258,1265,1404,139,2001782,1591.24,28242.72,11175.26,1044,Oslo
Unge uføre,2023,9,1265,1261,1390,129,2013842,1591.97,28159.0,11213.33,1057,Oslo
Unge uføre,2023,10,1261,1266,1434,168,2007667,1592.12,28258.87,11300.34,1053,Oslo
Unge uføre,2023,11,1266,1281,1441,160,1995388,1576.14,28287.82,11337.79,1056,Oslo
Unge uføre,2023,12,1281,1307,1449,142,2031556,1585.91,28224.12,11356.71,1068,Oslo
Unge uføre,2024,1,1307,1331,1458,127,2082838,1593.6,28195.26,11407.44,1095,Oslo
Unge uføre,2024,2,1331,1333,1468,135,2118525,1591.68,28244.17,11454.61,1121,Oslo
Unge uføre,2024,3,1333,1344,1480,136,2119718,1590.19,28297.56,11534.62,1128,Oslo
Unge uføre,2024,4,1344,562,1469,907,2103154,1564.85,28351.6,11591.63,1143,Oslo
Unge uføre,2024,5,562,554,1477,923,865861,1540.68,27118.49,11776.35,469,Oslo
Unge uføre,2024,6,554,532,1494,962,872605,1575.1,26952.61,11851.23,463,Oslo
Unge uføre,2024,7,532,598,1492,894,832986,1565.76,28387.14,12111.37,441,Oslo
Unge uføre,2024,8,598,590,748,158,1090306,1823.25,28827.99,12159.5,449,Oslo
Unge uføre,2024,9,590,581,801,220,1087443,1843.12,28927.27,12256.06,442,Oslo
Unge uføre,2024,10,581,589,853,264,1073108,1847.0,28859.98,12312.66,439,Oslo
Unge uføre,2024,11,589,585,778,193,1143386,1941.23,28500.04,12418.36,448,Oslo
Unge uføre,2024,12,585,583,748,165,1129041,1929.98,28559.15,12409.97,445,Oslo
Unge uføre,2025,1,583,587,746,159,1128928,1936.41,28671.81,12521.95,448,Oslo
Unge uføre,2025,2,587,585,740,155,1156614,1970.38,28570.73,12612.05,450,Oslo
Unge uføre,2025,3,585,580,735,155,1158060,1979.59,28622.69,12726.98,450,Oslo
Unge uføre,2025,4,580,561,722,161,1180967,2036.15,28493.23,12850.83,452,Oslo
Unge uføre,2025,5,561,552,725,173,1157348,2063.01,28319.2,12857.35,439,Oslo
Unge uføre,2025,6,552,506,715,209,1149331,2082.12,28415.66,12955.98,434,Oslo
Unge uføre,2025,7,506,497,681,184,996122,1968.62,29634.26,13211.81,390,Oslo
Unge uføre,2025,8,497,507,650,143,931335,1873.91,29883.38,13212.76,387,Oslo
Unge uføre,2025,9,507,499,629,130,1000978,1974.32,29809.45,13320.89,394,Oslo
Unge uføre,2025,10,499,497,637,140,976408,1956.73,29607.63,13248.25,392,Oslo
Unge uføre,2025,11,497,496,673,177,993544,1999.08,29479.02,13431.04,394,Oslo
Unge uføre,2025,12,496,501,661,160,1013029,2042.4,29456.03,13470.44,395,Oslo
Unge uføre,2026,1,501,495,643,148,1015853,2027.65,29450.5,13436.16,400,Oslo
Unge uføre,2026,2,495,494,636,142,984397,1988.68,29466.03,13433.34,397,Oslo
Unge uføre,2026,3,494,491,645,154,989697,2003.44,29305.28,13497.12,398,Oslo
Unge uføre,2026,4,491,492,643,151,988473,2013.18,29656.33,13574.5,393,Oslo
Unge uføre,2026,5,492,479,707,228,1001546,2035.66,29424.74,13678.86,399,Oslo
Unge uføre,2026,6,479,447,716,269,971956,2029.14,29284.02,13627.49,394,Oslo
Unge uføre,2026,7,447,0,0,0,848827,1898.94,31077.69,14029.23,364,Oslo
