kommunenr,bydel,aar,manedsnr,ant_husstander_utbetaling,ant_husstander_termin,ant_soknader,ant_avslag,utbetalt_belop,gjsnitt_bostotte,gjsnitt_inntekt_mnd,gjsnitt_boutgift_mnd,ant_over_tak
0301,Oslo,2014,8,0,1,1,0,0,,,,0
0301,Oslo,2014,9,1,0,0,0,4474,4474,0,15000,1
0301,Oslo,2014,10,0,0,1,1,0,,,,0
0301,Oslo,2015,9,0,1,1,0,0,,,,0
0301,Oslo,2015,10,1,1,1,0,4090,4090,14554.67,14000,1
0301,Oslo,2015,11,1,1,1,0,4090,4090,14554.67,14000,1
0301,Oslo,2015,12,1,1,1,0,4090,4090,14554.67,14000,1
0301,Oslo,2016,1,1,2,2,0,4090,4090,14554.67,14000,1
0301,Oslo,2016,2,2,3,3,0,7263,3631.5,14548.92,12500,2
0301,Oslo,2016,3,3,2,2,0,8347,2782.33,15455.28,11000,3
0301,Oslo,2016,4,2,0,0,0,7263,3631.5,14548.92,12500,2
0301,Oslo,2017,1,0,1,1,0,0,,,,0
0301,Oslo,2017,2,1,1,1,0,3182,3182,21966,15500,1
0301,Oslo,2017,3,1,0,1,1,2513,2513,23351,15500,1
0301,Oslo,2017,4,0,0,1,1,0,,,,0
0301,Oslo,2017,5,0,1,1,0,0,,,,0
0301,Oslo,2017,6,1,0,1,1,3841,3841,20506,15500,1
0301,Oslo,2017,7,0,1,1,0,0,,,,0
0301,Oslo,2017,8,1,1,1,0,5629,5629,2011,15500,1
0301,Oslo,2017,9,1,2,2,0,5629,5629,0,15500,1
0301,Oslo,2017,10,2,1,1,0,11184,5592,10950,16250,2
0301,Oslo,2017,11,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2017,12,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,1,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,2,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,3,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,4,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,5,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,6,1,1,1,0,5629,5629,0,15500,1
0301,Oslo,2018,7,1,1,1,0,3420,3420,22772,15500,1
0301,Oslo,2018,8,1,1,2,1,5730,5730,0,15500,1
0301,Oslo,2018,9,1,0,2,2,5730,5730,0,15500,1
0301,Oslo,2024,7,0,0,1,1,0,,,,0
0301,Oslo,2024,9,0,0,1,1,0,,,,0
0301,Oslo,2025,6,0,1,2,1,0,,,,0
0301,Oslo,2025,7,1,1,1,0,4029,4029,4606,7613,0
0301,Oslo,2025,8,1,0,0,0,4029,4029,0,7613,0
0311,Gamle Oslo,2010,1,0,2153,2288,135,0,,,,0
0311,Gamle Oslo,2010,2,2153,2240,2306,66,7275167,3379.08,9099.06,10936.92,1316
0311,Gamle Oslo,2010,3,2240,2287,2368,81,7557250,3373.77,9074.68,10878.04,1384
0311,Gamle Oslo,2010,4,2287,2316,2390,74,7696466,3365.31,9078.77,10818.83,1417
0311,Gamle Oslo,2010,5,2316,2358,2442,84,7786872,3362.21,9025.71,10782.01,1438
0311,Gamle Oslo,2010,6,2358,2374,2465,91,7914934,3356.63,9012.93,10737.47,1466
0311,Gamle Oslo,2010,7,2374,2269,2482,213,7970278,3357.32,8972.22,10713.27,1479
0311,Gamle Oslo,2010,8,2269,2312,2387,75,7623754,3359.96,9191.73,10848.23,1419
0311,Gamle Oslo,2010,9,2312,2351,2432,81,7780215,3365.14,9158.61,7787.19,1463
0311,Gamle Oslo,2010,10,2351,2332,2473,141,7886082,3354.35,9206.52,7809.47,1506
0311,Gamle Oslo,2010,11,2332,2384,2468,84,7770415,3332.08,9379.76,7819.07,1506
0311,Gamle Oslo,2010,12,2384,2422,2494,72,7927193,3325.16,9372.68,7831.49,1550
0311,Gamle Oslo,2011,1,2422,2397,2538,141,8051373,3324.27,9331.22,7855.31,1587
0311,Gamle Oslo,2011,2,2397,2477,2576,99,7989497,3333.12,9293.65,7880.99,1583
0311,Gamle Oslo,2011,3,2477,2502,2603,101,8244907,3328.59,9295.28,7900.05,1650
0311,Gamle Oslo,2011,4,2502,2517,2656,139,8328115,3328.58,9293.3,7923.06,1677
0311,Gamle Oslo,2011,5,2517,2554,2654,100,8374167,3327.04,9294.98,7958.7,1696
0311,Gamle Oslo,2011,6,2554,2573,2659,86,8491117,3324.63,9333.3,7969.97,1731
0311,Gamle Oslo,2011,7,2573,2453,2671,218,8574718,3332.58,9255.23,8049.27,1760
0311,Gamle Oslo,2011,8,2453,2467,2570,103,8233632,3356.56,10063.82,8004.36,1585
0311,Gamle Oslo,2011,9,2467,2515,2630,115,8285622,3358.58,10076.66,8035.5,1610
0311,Gamle Oslo,2011,10,2515,2513,2653,140,8459702,3363.7,10066.5,8065.65,1665
0311,Gamle Oslo,2011,11,2513,2533,2632,99,8445034,3360.54,10040.48,8085.31,1676
0311,Gamle Oslo,2011,12,2533,2567,2644,77,8516086,3362.06,10052.48,8112.99,1698
0311,Gamle Oslo,2012,1,2567,2524,2662,138,8636627,3364.48,10021.31,8136.24,1730
0311,Gamle Oslo,2012,2,2524,2568,2667,99,8472989,3356.97,9989.23,8138.88,1700
0311,Gamle Oslo,2012,3,2568,2614,2712,98,8626771,3359.33,9971.83,8180.79,1747
0311,Gamle Oslo,2012,4,2614,2627,2714,87,8780356,3358.97,9984.75,8216.53,1786
0311,Gamle Oslo,2012,5,2627,2684,2760,76,8849195,3368.56,9953.94,8254.66,1808
0311,Gamle Oslo,2012,6,2684,2704,2774,70,9051493,3372.39,9906.68,8291.5,1858
0311,Gamle Oslo,2012,7,2704,2453,2793,340,9122998,3373.89,9883.03,8320.97,1881
0311,Gamle Oslo,2012,8,2453,2489,2600,111,8064520,3287.62,10348.93,8349.8,1721
0311,Gamle Oslo,2012,9,2489,2469,2596,127,8199073,3294.12,10336.95,8378.62,1761
0311,Gamle Oslo,2012,10,2469,2510,2616,106,8094698,3278.53,10418.68,8431.14,1766
0311,Gamle Oslo,2012,11,2510,2527,2645,118,8215456,3273.09,10481.59,8468.61,1814
0311,Gamle Oslo,2012,12,2527,2563,2663,100,8276240,3275.12,10453.63,8498.13,1840
0311,Gamle Oslo,2013,1,2563,2515,2645,130,8400984,3277.79,10409.16,8528.03,1881
0311,Gamle Oslo,2013,2,2515,2395,2665,270,8268294,3287.59,10313.02,8549.26,1854
0311,Gamle Oslo,2013,3,2395,2444,2551,107,7923272,3308.26,10340.8,8628.05,1789
0311,Gamle Oslo,2013,4,2444,2489,2576,87,8138326,3329.92,10259.7,8686.13,1843
0311,Gamle Oslo,2013,5,2489,2543,2630,87,8297102,3333.51,10187.26,8698.57,1880
0311,Gamle Oslo,2013,6,2543,2552,2643,91,8465486,3328.94,10191.05,8742.86,1928
0311,Gamle Oslo,2013,7,2552,2399,2643,244,8502254,3331.6,10195.15,8770.26,1944
0311,Gamle Oslo,2013,8,2399,2385,2506,121,7738087,3225.55,10723.82,8842.31,1851
0311,Gamle Oslo,2013,9,2385,2407,2526,119,7675127,3218.08,10713.26,8856.35,1848
0311,Gamle Oslo,2013,10,2407,2416,2519,103,7727352,3210.37,10720.88,8871.59,1870
0311,Gamle Oslo,2013,11,2416,2462,2569,107,7739361,3203.38,10688.86,8874.79,1878
0311,Gamle Oslo,2013,12,2462,2494,2592,98,7879772,3200.56,10731.4,8907.11,1923
0311,Gamle Oslo,2014,1,2494,2476,2597,121,8014897,3213.67,10663.06,8958.62,1966
0311,Gamle Oslo,2014,2,2476,2503,2623,120,8148339,3290.93,10814.36,8970.65,1918
0311,Gamle Oslo,2014,3,2503,2586,2682,96,8266019,3302.44,10765.17,9012.97,1951
0311,Gamle Oslo,2014,4,2586,2599,2706,107,8552883,3307.38,10707.68,9064.1,2038
0311,Gamle Oslo,2014,5,2599,2631,2715,84,8631972,3321.27,10633.94,9088.13,2056
0311,Gamle Oslo,2014,6,2631,2645,2732,87,8756678,3328.27,10605.75,9123.29,2089
0311,Gamle Oslo,2014,7,2645,2485,2744,259,8801650,3327.66,10535.72,9135.45,2100
0311,Gamle Oslo,2014,8,2485,2457,2587,130,8135753,3273.94,10756.7,9179.3,1991
0311,Gamle Oslo,2014,9,2457,2488,2597,109,8052433,3277.34,10757.06,9238.21,1981
0311,Gamle Oslo,2014,10,2488,2513,2629,116,8181070,3288.21,10774.78,9281.47,2020
0311,Gamle Oslo,2014,11,2513,2551,2650,99,8276008,3293.28,10708.96,9320.79,2044
0311,Gamle Oslo,2014,12,2551,2573,2672,99,8396204,3291.34,10672.83,9358.23,2090
0311,Gamle Oslo,2015,1,2573,2494,2671,177,8485373,3297.85,10638.3,9395.0,2113
0311,Gamle Oslo,2015,2,2494,2534,2612,78,8365576,3354.28,10651.02,9432.2,2008
0311,Gamle Oslo,2015,3,2534,2574,2675,101,8540351,3370.3,10596.07,9471.49,2054
0311,Gamle Oslo,2015,4,2574,2589,2684,95,8714045,3385.41,10512.27,9508.33,2091
0311,Gamle Oslo,2015,5,2589,2601,2703,102,8770982,3387.79,10480.35,9538.75,2113
0311,Gamle Oslo,2015,6,2601,2617,2723,106,8814361,3388.84,10472.55,9550.77,2125
0311,Gamle Oslo,2015,7,2617,2464,2717,253,8889196,3396.71,10403.75,9567.64,2143
0311,Gamle Oslo,2015,8,2464,2494,2575,81,8223992,3337.66,10586.49,9639.71,2036
0311,Gamle Oslo,2015,9,2494,2471,2622,151,8341889,3344.78,10554.92,9685.28,2073
0311,Gamle Oslo,2015,10,2471,2480,2597,117,8220212,3326.67,10562.07,9695.09,2059
0311,Gamle Oslo,2015,11,2480,2512,2613,101,8261322,3331.18,10523.26,9711.49,2072
0311,Gamle Oslo,2015,12,2512,2537,2631,94,8386646,3338.63,10485.21,9723.51,2106
0311,Gamle Oslo,2016,1,2537,2465,2645,180,8481507,3343.12,10474.51,9772.32,2140
0311,Gamle Oslo,2016,2,2465,2528,2627,99,8514916,3454.33,10665.88,9791.52,2045
0311,Gamle Oslo,2016,3,2528,2551,2651,100,8769261,3468.85,10575.92,9830.8,2108
0311,Gamle Oslo,2016,4,2551,2566,2662,96,8863971,3474.7,10604.67,9851.66,2123
0311,Gamle Oslo,2016,5,2566,2591,2676,85,8918852,3475.78,10577.09,9877.28,2140
0311,Gamle Oslo,2016,6,2591,2583,2686,103,9066049,3499.05,10504.8,9981.55,2185
0311,Gamle Oslo,2016,7,2583,2426,2683,257,9047501,3502.71,10467.71,9987.9,2184
0311,Gamle Oslo,2016,8,2426,2490,2600,110,8382702,3455.36,10492.9,9992.19,2056
0311,Gamle Oslo,2016,9,2490,2512,2629,117,8699290,3493.69,10278.6,10035.35,2120
0311,Gamle Oslo,2016,10,2512,2553,2655,102,8745760,3481.59,10287.89,10073.08,2144
0311,Gamle Oslo,2016,11,2553,2576,2668,92,8872170,3475.19,10322.38,10088.51,2185
0311,Gamle Oslo,2016,12,2576,2599,2685,86,8953281,3475.65,10280.98,10087.22,2213
0311,Gamle Oslo,2017,1,2599,2207,2756,549,9067477,3488.83,10204.41,10133.01,2242
0311,Gamle Oslo,2017,2,2207,2353,2804,451,7921708,3589.36,9565.06,10214.44,1922
0311,Gamle Oslo,2017,3,2353,2344,2881,537,8396697,3568.51,9897.83,10207.04,2041
0311,Gamle Oslo,2017,4,2344,2381,2734,353,8392554,3580.44,9869.02,10242.72,2039
0311,Gamle Oslo,2017,5,2381,2229,2725,496,8553289,3592.31,9848.65,10268.8,2077
0311,Gamle Oslo,2017,6,2229,2298,2697,399,7989429,3584.31,9760.9,10344.67,1956
0311,Gamle Oslo,2017,7,2298,2269,2663,394,8439882,3672.71,9994.63,10279.23,1991
0311,Gamle Oslo,2017,8,2269,2307,2665,358,8340254,3675.74,9767.22,10331.65,1980
0311,Gamle Oslo,2017,9,2307,2374,2692,318,8564331,3712.32,9572.48,10348.06,2003
0311,Gamle Oslo,2017,10,2374,2300,2721,421,8750371,3685.92,9730.52,10379.16,2072
0311,Gamle Oslo,2017,11,2300,2351,2726,375,8417305,3659.7,9641.89,10433.87,2016
0311,Gamle Oslo,2017,12,2351,2416,2718,302,8630508,3670.99,9764.01,10435.15,2066
0311,Gamle Oslo,2018,1,2416,2287,2760,473,8835928,3657.25,9827.6,10455.01,2125
0311,Gamle Oslo,2018,2,2287,2436,2751,315,8400017,3672.94,9451.15,10523.46,2022
0311,Gamle Oslo,2018,3,2436,2392,2770,378,8952318,3675.01,9744.61,10510.44,2139
0311,Gamle Oslo,2018,4,2392,2329,2761,432,8792991,3676.0,9693.36,10543.63,2098
0311,Gamle Oslo,2018,5,2329,2335,2754,419,8525693,3660.67,9635.0,10585.24,2049
0311,Gamle Oslo,2018,6,2335,2258,2719,461,8606012,3685.66,9664.48,10606.19,2062
0311,Gamle Oslo,2018,7,2258,2221,2699,478,8272000,3663.42,9942.73,10636.41,1965
0311,Gamle Oslo,2018,8,2221,2279,2682,403,8358748,3763.51,9299.2,10701.71,1939
0311,Gamle Oslo,2018,9,2279,2288,2670,382,8604323,3775.48,9422.83,10758.8,1997
0311,Gamle Oslo,2018,10,2288,2206,2729,523,8588274,3753.62,9578.1,10735.36,2003
0311,Gamle Oslo,2018,11,2206,2290,2695,405,8265652,3746.9,9659.83,10816.01,1944
0311,Gamle Oslo,2018,12,2290,2181,2646,465,8530450,3725.09,9751.05,10797.25,2013
0311,Gamle Oslo,2019,1,2181,2280,2699,419,8142563,3733.41,9580.86,10816.64,1921
0311,Gamle Oslo,2019,2,2280,2307,2694,387,8680812,3807.37,9767.6,10925.85,2009
0311,Gamle Oslo,2019,3,2307,2321,2662,341,8835972,3830.07,9844.14,10976.49,2042
0311,Gamle Oslo,2019,4,2321,2165,2645,480,8841473,3809.34,9936.69,10961.78,2054
0311,Gamle Oslo,2019,5,2165,2217,2621,404,8220229,3796.87,9733.9,11016.76,1919
0311,Gamle Oslo,2019,6,2217,2135,2579,444,8417990,3797.02,9930.71,11010.25,1970
0311,Gamle Oslo,2019,7,2135,2085,2526,441,8078045,3783.63,10369.18,11033.61,1867
0311,Gamle Oslo,2019,8,2085,2175,2516,341,8533494,4092.8,9936.48,11123.53,1796
0311,Gamle Oslo,2019,9,2175,2086,2505,419,8928345,4104.99,10085.89,11110.67,1869
0311,Gamle Oslo,2019,10,2086,2104,2466,362,8527774,4088.1,10177.73,11200.0,1796
0311,Gamle Oslo,2019,11,2104,2119,2468,349,8574087,4075.14,10434.65,11185.41,1802
0311,Gamle Oslo,2019,12,2119,2015,2428,413,8595551,4056.42,10503.41,11126.81,1805
0311,Gamle Oslo,2020,1,2015,2108,2470,362,8236225,4087.46,10299.79,11232.04,1729
0311,Gamle Oslo,2020,2,2108,2144,2465,321,8515346,4039.54,10570.43,11264.36,1805
0311,Gamle Oslo,2020,3,2144,2092,2515,423,8772826,4091.8,10394.42,11269.69,1834
0311,Gamle Oslo,2020,4,2092,2272,2546,274,8508148,4066.99,10319.39,11287.0,1789
0311,Gamle Oslo,2020,5,2272,2263,2605,342,10748718,4730.95,10709.69,11287.06,1636
0311,Gamle Oslo,2020,6,2263,2181,2639,458,10658825,4710.04,10758.57,11363.11,1647
0311,Gamle Oslo,2020,7,2181,2307,2657,350,10296652,4721.07,11417.49,11357.86,1528
0311,Gamle Oslo,2020,8,2307,2268,2636,368,10917953,4732.53,11327.64,11341.57,1599
0311,Gamle Oslo,2020,9,2268,2327,2594,267,10639928,4691.33,11468.11,11402.98,1595
0311,Gamle Oslo,2020,10,2327,2321,2619,298,10978938,4718.07,11367.85,11409.35,1638
0311,Gamle Oslo,2020,11,2321,2122,2620,498,10896683,4694.82,11637.7,11411.21,1645
0311,Gamle Oslo,2020,12,2122,2194,2619,425,8730138,4114.11,10741.52,11428.25,1817
0311,Gamle Oslo,2021,1,2194,2269,2738,469,8972652,4089.63,11046.92,11425.34,1889
0311,Gamle Oslo,2021,2,2269,2302,2620,318,8902779,3923.66,11655.76,11437.96,1946
0311,Gamle Oslo,2021,3,2302,2161,2668,507,9113274,3958.85,11677.84,11518.32,1989
0311,Gamle Oslo,2021,4,2161,2279,2629,350,8517560,3941.49,11616.14,11597.57,1875
0311,Gamle Oslo,2021,5,2279,2083,2600,517,9036278,3965.02,11566.49,11506.16,1982
0311,Gamle Oslo,2021,6,2083,1965,2527,562,8089657,3883.66,11673.35,11633.05,1825
0311,Gamle Oslo,2021,7,1965,2067,2450,383,7968062,4054.99,12021.53,11684.58,1655
0311,Gamle Oslo,2021,8,2067,1948,2435,487,8500296,4112.38,12071.32,11712.81,1744
0311,Gamle Oslo,2021,9,1948,2009,2347,338,7998839,4106.18,11956.31,11788.1,1649
0311,Gamle Oslo,2021,10,2009,1992,2352,360,8263355,4113.17,12096.4,11759.93,1703
0311,Gamle Oslo,2021,11,1992,1897,2312,415,8189096,4110.99,12181.03,11808.11,1695
0311,Gamle Oslo,2021,12,1897,2102,2422,320,7784259,4103.46,12212.99,11906.29,1626
0311,Gamle Oslo,2022,1,2102,2162,2537,375,8696475,4137.24,13637.4,11875.32,1803
0311,Gamle Oslo,2022,2,2162,2239,2596,357,9017395,4170.86,14218.17,11920.53,1842
0311,Gamle Oslo,2022,3,2239,2212,2616,404,9513142,4248.84,13940.19,11922.89,1899
0311,Gamle Oslo,2022,4,2212,2226,2607,381,9305204,4206.69,14339.49,12020.86,1902
0311,Gamle Oslo,2022,5,2226,2183,2528,345,9430021,4236.31,14295.82,12056.97,1916
0311,Gamle Oslo,2022,6,2183,2035,2538,503,8953652,4101.54,14586.85,12123.93,1897
0311,Gamle Oslo,2022,7,2035,2166,2504,338,8268870,4063.33,15575.01,12120.13,1769
0311,Gamle Oslo,2022,8,2166,2141,2505,364,9073072,4188.86,14946.26,12170.21,1884
0311,Gamle Oslo,2022,9,2141,2145,2543,398,8747442,4085.68,15254.58,12202.11,1866
0311,Gamle Oslo,2022,10,2145,2195,2562,367,8871488,4135.89,15258.17,12202.87,1866
0311,Gamle Oslo,2022,11,2195,2273,2651,378,8814514,4015.72,15789.34,12288.48,1919
0311,Gamle Oslo,2022,12,2273,2270,2718,448,9203222,4048.93,15644.95,12301.68,1997
0311,Gamle Oslo,2023,1,2270,2325,2816,491,9116136,4015.92,15989.86,12356.55,2009
0311,Gamle Oslo,2023,2,2325,2425,2859,434,9028518,3883.23,16529.38,12453.85,2075
0311,Gamle Oslo,2023,3,2425,2464,2885,421,9621385,3967.58,16483.09,12542.51,2165
0311,Gamle Oslo,2023,4,2464,2460,2902,442,9679657,3928.43,16695.07,12587.63,2212
0311,Gamle Oslo,2023,5,2460,2346,2848,502,9674916,3932.89,16723.02,12631.88,2218
0311,Gamle Oslo,2023,6,2346,2325,2830,505,9032528,3850.18,16902.85,12675.42,2127
0311,Gamle Oslo,2023,7,2325,2352,2799,447,9488492,4081.07,16599.76,12719.83,2062
0311,Gamle Oslo,2023,8,2352,2389,2747,358,9097333,3867.91,17544.57,12743.32,2090
0311,Gamle Oslo,2023,9,2389,2379,2753,374,9383853,3927.94,17458.75,12778.03,2121
0311,Gamle Oslo,2023,10,2379,2313,2742,429,9319718,3917.49,17615.73,12811.58,2118
0311,Gamle Oslo,2023,11,2313,2365,2723,358,8882426,3840.22,17970.71,12923.35,2072
0311,Gamle Oslo,2023,12,2365,2389,2722,333,9231669,3903.45,17913.08,12988.44,2113
0311,Gamle Oslo,2024,1,2389,2338,2784,446,9232246,3864.48,18133.7,13072.64,2148
0311,Gamle Oslo,2024,2,2338,2455,2756,301,8852512,3786.36,18398.03,13152.71,2109
0311,Gamle Oslo,2024,3,2455,2458,2774,316,9516700,3876.46,18269.2,13236.21,2215
0311,Gamle Oslo,2024,4,2458,1892,2773,881,9558046,3888.55,18153.89,13292.73,2221
0311,Gamle Oslo,2024,5,1892,1967,2733,766,7783785,4114.05,15608.14,13402.8,1703
0311,Gamle Oslo,2024,6,1967,1930,2749,819,8093669,4114.73,15735.89,13440.73,1778
0311,Gamle Oslo,2024,7,1930,2134,2747,613,8528618,4418.97,15551.57,13556.25,1727
0311,Gamle Oslo,2024,8,2134,2141,2458,317,9087814,4258.58,17431.18,13527.97,1875
0311,Gamle Oslo,2024,9,2141,2055,2524,469,9140060,4269.06,17373.2,13565.42,1889
0311,Gamle Oslo,2024,10,2055,2174,2624,450,8620679,4194.98,17692.71,13822.54,1835
0311,Gamle Oslo,2024,11,2174,2190,2545,355,9372882,4311.35,17638.74,13995.11,1951
0311,Gamle Oslo,2024,12,2190,2091,2514,423,9370396,4278.72,17790.97,14071.16,1975
0311,Gamle Oslo,2025,1,2091,2206,2576,370,8817339,4216.8,18052.27,14169.7,1894
0311,Gamle Oslo,2025,2,2206,2211,2526,315,9409294,4265.32,17902.08,14229.04,2007
0311,Gamle Oslo,2025,3,2211,2225,2538,313,9404685,4253.59,18057.02,14279.99,2014
0311,Gamle Oslo,2025,4,2225,2208,2504,296,9414683,4231.32,18181.44,14286.95,2019
0311,Gamle Oslo,2025,5,2208,2147,2479,332,9383963,4249.98,18017.16,14311.1,2008
0311,Gamle Oslo,2025,6,2147,1924,2478,554,9126960,4251.03,18041.89,14395.16,1956
0311,Gamle Oslo,2025,7,1924,1971,2427,456,9294322,4830.73,16854.05,14513.05,1703
0311,Gamle Oslo,2025,8,1971,1974,2409,435,9415741,4777.14,17612.1,14657.72,1756
0311,Gamle Oslo,2025,9,1974,1971,2312,341,9344009,4733.54,17510.71,14672.07,1761
0311,Gamle Oslo,2025,10,1971,1974,2286,312,9220280,4677.97,17930.2,14762.78,1762
0311,Gamle Oslo,2025,11,1974,1963,2290,327,9281229,4701.74,18069.24,14845.22,1770
0311,Gamle Oslo,2025,12,1963,1950,2251,301,9178143,4675.57,18276.54,14906.56,1763
0311,Gamle Oslo,2026,1,1950,1962,2287,325,9150244,4692.43,18289.36,14970.72,1754
0311,Gamle Oslo,2026,2,1962,1954,2246,292,9189568,4683.78,18346.46,15285.91,1774
0311,Gamle Oslo,2026,3,1954,1938,2239,301,9153165,4684.32,18249.44,15333.06,1773
0311,Gamle Oslo,2026,4,1938,1933,2220,287,9102534,4696.87,18361.08,15390.04,1758
0311,Gamle Oslo,2026,5,1933,1924,2255,331,9073007,4693.74,18332.97,15454.65,1756
0311,Gamle Oslo,2026,6,1924,1843,2271,428,9075368,4716.93,18224.32,15516.59,1750
0311,Gamle Oslo,2026,7,1843,0,0,0,9043841,4907.13,18266.54,15329.17,1640
0312,Grunerløkka,2010,1,0,2042,2152,110,0,,,,0
0312,Grunerløkka,2010,2,2042,2117,2205,88,6530766,3198.22,9160.37,7279.56,1105
0312,Grunerløkka,2010,3,2117,2171,2232,61,6776922,3201.19,9131.9,7324.6,1166
0312,Grunerløkka,2010,4,2171,2210,2275,65,6964650,3208.04,9098.24,7397.02,1219
0312,Grunerløkka,2010,5,2210,2248,2309,61,7086703,3206.65,9102.28,7374.97,1262
0312,Grunerløkka,2010,6,2248,2249,2334,85,7210374,3207.46,9055.03,7389.02,1291
0312,Grunerløkka,2010,7,2249,2162,2336,174,7216317,3208.68,9025.61,7398.61,1295
0312,Grunerløkka,2010,8,2162,2197,2271,74,6878763,3181.67,9468.62,7428.5,1260
0312,Grunerløkka,2010,9,2197,2214,2334,120,7002258,3187.19,9442.77,7459.97,1294
0312,Grunerløkka,2010,10,2214,2195,2313,118,7063854,3190.54,9413.24,7477.23,1306
0312,Grunerløkka,2010,11,2195,2227,2312,85,6976706,3178.45,9485.53,7478.37,1293
0312,Grunerløkka,2010,12,2227,2264,2341,77,7071233,3175.23,9511.85,7507.82,1326
0312,Grunerløkka,2011,1,2264,2271,2359,88,7183398,3172.88,9481.09,7507.07,1356
0312,Grunerløkka,2011,2,2271,2322,2398,76,7219169,3178.85,9443.44,7524.97,1375
0312,Grunerløkka,2011,3,2322,2347,2422,75,7392702,3183.76,9368.44,7526.94,1420
0312,Grunerløkka,2011,4,2347,2370,2464,94,7474098,3184.53,9356.62,7530.39,1436
0312,Grunerløkka,2011,5,2370,2360,2439,79,7534753,3179.22,9397.8,7555.83,1459
0312,Grunerløkka,2011,6,2360,2349,2412,63,7510190,3182.28,9412.06,7574.82,1458
0312,Grunerløkka,2011,7,2349,2226,2466,240,7475743,3182.52,9427.74,7592.09,1459
0312,Grunerløkka,2011,8,2226,2236,2317,81,7110276,3194.19,10068.2,7627.58,1295
0312,Grunerløkka,2011,9,2236,2239,2327,88,7137508,3192.09,10087.12,7662.94,1317
0312,Grunerløkka,2011,10,2239,2207,2351,144,7169878,3202.27,10098.01,7706.71,1340
0312,Grunerløkka,2011,11,2207,2231,2315,84,7095407,3214.96,10094.49,7732.38,1343
0312,Grunerløkka,2011,12,2231,2254,2333,79,7170837,3214.18,10168.43,7781.07,1369
0312,Grunerløkka,2012,1,2254,2243,2361,118,7263197,3222.36,10152.64,7832.59,1408
0312,Grunerløkka,2012,2,2243,2270,2363,93,7192112,3206.47,10194.85,7850.1,1415
0312,Grunerløkka,2012,3,2270,2302,2390,88,7300029,3215.87,10121.25,7870.81,1449
0312,Grunerløkka,2012,4,2302,2323,2401,78,7413178,3220.32,10153.67,7892.57,1484
0312,Grunerløkka,2012,5,2323,2333,2415,82,7489928,3224.25,10139.14,7936.38,1515
0312,Grunerløkka,2012,6,2333,2346,2426,80,7537577,3230.85,10095.55,7964.24,1537
0312,Grunerløkka,2012,7,2346,2168,2440,272,7591072,3235.75,10093.48,8003.67,1561
0312,Grunerløkka,2012,8,2168,2178,2269,91,6835817,3153.05,10909.66,8068.32,1475
0312,Grunerløkka,2012,9,2178,2200,2307,107,6859681,3149.53,10911.13,8098.85,1495
0312,Grunerløkka,2012,10,2200,2219,2323,104,6950358,3159.25,10836.14,8133.52,1526
0312,Grunerløkka,2012,11,2219,2241,2344,103,7014183,3160.97,10852.61,8146.96,1548
0312,Grunerløkka,2012,12,2241,2269,2350,81,7094913,3165.96,10793.33,8201.58,1578
0312,Grunerløkka,2013,1,2269,2243,2347,104,7204773,3175.31,10796.2,8248.61,1615
0312,Grunerløkka,2013,2,2243,2185,2392,207,7155686,3190.23,10760.79,8310.54,1617
0312,Grunerløkka,2013,3,2185,2243,2320,77,7021289,3213.4,10763.26,8371.13,1601
0312,Grunerløkka,2013,4,2243,2288,2356,68,7237348,3226.64,10638.89,8421.59,1651
0312,Grunerløkka,2013,5,2288,2301,2382,81,7409374,3238.36,10587.3,8458.51,1690
0312,Grunerløkka,2013,6,2301,2304,2391,87,7461724,3242.82,10536.07,8480.28,1713
0312,Grunerløkka,2013,7,2304,2193,2413,220,7476362,3244.95,10502.48,8501.16,1726
0312,Grunerløkka,2013,8,2193,2162,2307,145,6876206,3135.52,11058.33,8586.45,1672
0312,Grunerløkka,2013,9,2162,2170,2296,126,6770047,3131.38,11083.09,8615.74,1662
0312,Grunerløkka,2013,10,2170,2184,2289,105,6776417,3122.77,11081.38,8652.65,1681
0312,Grunerløkka,2013,11,2184,2240,2322,82,6816218,3120.98,11074.34,8711.9,1705
0312,Grunerløkka,2013,12,2240,2255,2334,79,6997632,3123.94,11073.98,8736.15,1766
0312,Grunerløkka,2014,1,2255,2218,2341,123,7068616,3134.64,11014.52,8754.91,1785
0312,Grunerløkka,2014,2,2218,2266,2350,84,7136904,3217.72,11087.62,8792.83,1747
0312,Grunerløkka,2014,3,2266,2290,2387,97,7299632,3221.37,11083.86,8842.29,1798
0312,Grunerløkka,2014,4,2290,2317,2407,90,7404460,3233.39,10991.64,8889.98,1826
0312,Grunerløkka,2014,5,2317,2345,2417,72,7510212,3241.35,10958.41,8913.76,1853
0312,Grunerløkka,2014,6,2345,2343,2452,109,7616692,3248.06,10904.82,8953.12,1887
0312,Grunerløkka,2014,7,2343,2194,2448,254,7608468,3247.32,10871.51,8960.75,1889
