kommunenr,bydel,aar,manedsnr,ant_husstander_utbetaling,ant_husstander_termin,ant_soknader,ant_avslag,utbetalt_belop,gjsnitt_bostotte,gjsnitt_inntekt_mnd,gjsnitt_boutgift_mnd,ant_over_tak
0314,St. Hanshaugen,2021,11,1066,989,1278,289,3825401,3588.56,12187.01,10460.72,837
0314,St. Hanshaugen,2021,12,989,1137,1334,197,3525480,3564.69,12146.8,10584.93,791
0314,St. Hanshaugen,2022,1,1137,1194,1399,205,4111804,3616.36,13619.64,10639.53,922
0314,St. Hanshaugen,2022,2,1194,1247,1454,207,4274472,3579.96,14170.89,10729.79,955
0314,St. Hanshaugen,2022,3,1247,1243,1487,244,4591977,3682.42,13886.17,10734.87,1003
0314,St. Hanshaugen,2022,4,1243,1262,1512,250,4448976,3579.22,14152.69,10728.17,1001
0314,St. Hanshaugen,2022,5,1262,1217,1499,282,4577908,3627.5,13790.36,10732.89,1020
0314,St. Hanshaugen,2022,6,1217,1149,1482,333,4266404,3505.67,14147.97,10782.95,996
0314,St. Hanshaugen,2022,7,1149,1261,1467,206,4010954,3490.82,15239.2,10829.77,941
0314,St. Hanshaugen,2022,8,1261,1215,1495,280,4491688,3562.0,14712.8,10837.91,1020
0314,St. Hanshaugen,2022,9,1215,1260,1489,229,4195116,3452.77,14985.51,10924.56,1002
0314,St. Hanshaugen,2022,10,1260,1261,1517,256,4522363,3589.18,14670.34,10884.4,1031
0314,St. Hanshaugen,2022,11,1261,1317,1544,227,4389143,3480.68,15195.49,10974.36,1046
0314,St. Hanshaugen,2022,12,1317,1333,1597,264,4683539,3556.22,15093.85,11072.11,1091
0314,St. Hanshaugen,2023,1,1333,1299,1606,307,4701593,3527.08,15181.02,11080.32,1099
0314,St. Hanshaugen,2023,2,1299,1386,1629,243,4469428,3440.67,15327.71,11240.39,1096
0314,St. Hanshaugen,2023,3,1386,1381,1632,251,4880502,3521.29,15427.5,11250.14,1162
0314,St. Hanshaugen,2023,4,1381,1421,1652,231,4858716,3518.26,15485.7,11266.73,1163
0314,St. Hanshaugen,2023,5,1421,1310,1639,329,4985363,3508.35,15552.59,11313.79,1194
0314,St. Hanshaugen,2023,6,1310,1303,1617,314,4390096,3351.22,16208.96,11408.38,1117
0314,St. Hanshaugen,2023,7,1303,1329,1623,294,4739831,3637.63,15923.05,11434.62,1080
0314,St. Hanshaugen,2023,8,1329,1400,1584,184,4505372,3390.05,16971.64,11657.19,1111
0314,St. Hanshaugen,2023,9,1400,1385,1594,209,4961538,3543.96,16420.67,11648.56,1178
0314,St. Hanshaugen,2023,10,1385,1334,1620,286,4911396,3546.13,16499.57,11670.68,1156
0314,St. Hanshaugen,2023,11,1334,1420,1622,202,4536957,3401.02,16981.73,11714.06,1119
0314,St. Hanshaugen,2023,12,1420,1428,1630,202,4944095,3481.76,16828.35,11732.93,1186
0314,St. Hanshaugen,2024,1,1428,1410,1671,261,4966259,3477.77,16952.72,11855.45,1200
0314,St. Hanshaugen,2024,2,1410,1512,1690,178,4632504,3285.46,17470.3,11911.9,1188
0314,St. Hanshaugen,2024,3,1512,1534,1720,186,5286382,3496.28,16789.62,11926.81,1268
0314,St. Hanshaugen,2024,4,1534,1113,1722,609,5384233,3509.93,16728.32,11994.93,1293
0314,St. Hanshaugen,2024,5,1113,1209,1715,506,4099352,3683.16,14332.75,11967.4,930
0314,St. Hanshaugen,2024,6,1209,1178,1740,562,4347799,3596.19,14634.76,11904.3,995
0314,St. Hanshaugen,2024,7,1178,1283,1739,456,4610206,3913.59,14405.64,11978.92,943
0314,St. Hanshaugen,2024,8,1283,1311,1549,238,4763206,3712.55,16296.55,12077.03,989
0314,St. Hanshaugen,2024,9,1311,1209,1609,400,4932360,3762.29,16269.46,12162.2,1023
0314,St. Hanshaugen,2024,10,1209,1283,1619,336,4594858,3800.54,15858.6,12460.87,965
0314,St. Hanshaugen,2024,11,1283,1304,1535,231,4888206,3809.98,16210.3,12509.42,1033
0314,St. Hanshaugen,2024,12,1304,1198,1493,295,4953846,3798.96,16239.27,12473.25,1046
0314,St. Hanshaugen,2025,1,1198,1335,1537,202,4559208,3805.68,16064.78,12516.49,962
0314,St. Hanshaugen,2025,2,1335,1351,1527,176,5134752,3846.26,15902.92,12586.11,1075
0314,St. Hanshaugen,2025,3,1351,1357,1557,200,5195263,3845.49,15978.88,12642.97,1096
0314,St. Hanshaugen,2025,4,1357,1366,1564,198,5182955,3819.42,15900.75,12656.55,1107
0314,St. Hanshaugen,2025,5,1366,1319,1567,248,5240932,3836.7,15890.84,12718.13,1116
0314,St. Hanshaugen,2025,6,1319,1191,1553,362,5066197,3840.94,15780.05,12771.39,1078
0314,St. Hanshaugen,2025,7,1191,1218,1547,329,5171342,4342.02,14691.73,12869.0,921
0314,St. Hanshaugen,2025,8,1218,1216,1520,304,5082785,4173.06,15555.75,12976.79,956
0314,St. Hanshaugen,2025,9,1216,1204,1454,250,5143867,4230.15,15195.72,13001.25,958
0314,St. Hanshaugen,2025,10,1204,1201,1452,251,5075442,4215.48,15589.0,13077.51,955
0314,St. Hanshaugen,2025,11,1201,1202,1446,244,5019675,4179.58,15702.15,13054.98,948
0314,St. Hanshaugen,2025,12,1202,1188,1410,222,5032139,4186.47,15832.45,13140.39,958
0314,St. Hanshaugen,2026,1,1188,1221,1411,190,5006810,4214.49,15574.26,13163.74,942
0314,St. Hanshaugen,2026,2,1221,1223,1417,194,5201599,4260.11,15471.36,13279.88,976
0314,St. Hanshaugen,2026,3,1223,1247,1445,198,5204703,4255.69,15476.47,13359.49,985
0314,St. Hanshaugen,2026,4,1247,1234,1441,207,5270420,4226.48,15511.31,13360.8,1002
0314,St. Hanshaugen,2026,5,1234,1189,1505,316,5207553,4220.06,15433.67,13428.74,991
0314,St. Hanshaugen,2026,6,1189,1153,1546,393,5047753,4245.38,15583.6,13469.89,959
0314,St. Hanshaugen,2026,7,1153,0,0,0,5210862,4519.39,15211.09,13641.85,905
0315,Frogner,2010,1,0,1075,1160,85,0,,,,0
0315,Frogner,2010,2,1075,1133,1186,53,3376118,3140.57,9301.05,7408.27,615
0315,Frogner,2010,3,1133,1130,1170,40,3539651,3124.14,9275.88,7441.01,657
0315,Frogner,2010,4,1130,1134,1174,40,3551302,3142.75,9199.66,7488.93,662
0315,Frogner,2010,5,1134,1160,1201,41,3571674,3149.62,9186.98,7530.0,676
0315,Frogner,2010,6,1160,1179,1208,29,3652207,3148.45,9147.51,7565.58,701
0315,Frogner,2010,7,1179,1123,1207,84,3708913,3145.81,9192.08,7598.6,720
0315,Frogner,2010,8,1123,1149,1185,36,3409189,3035.79,10482.25,7599.43,688
0315,Frogner,2010,9,1149,1158,1204,46,3484490,3032.63,10492.91,7649.74,714
0315,Frogner,2010,10,1158,1133,1217,84,3507212,3028.68,10467.01,7658.59,723
0315,Frogner,2010,11,1133,1151,1190,39,3400789,3001.58,10695.58,7657.64,712
0315,Frogner,2010,12,1151,1149,1185,36,3450134,2997.51,10715.07,7670.86,730
0315,Frogner,2011,1,1149,1128,1216,88,3442229,2995.85,10666.49,7694.73,735
0315,Frogner,2011,2,1128,1177,1261,84,3380391,2996.8,10612.51,7809.89,724
0315,Frogner,2011,3,1177,1206,1258,52,3528138,2997.57,10621.57,7910.95,778
0315,Frogner,2011,4,1206,1218,1257,39,3611519,2994.63,10602.4,7930.53,804
0315,Frogner,2011,5,1218,1224,1267,43,3658734,3003.89,10584.68,7950.32,816
0315,Frogner,2011,6,1224,1224,1266,42,3683017,3009.0,10514.29,7868.99,819
0315,Frogner,2011,7,1224,1146,1279,133,3676399,3003.59,10561.53,7895.69,821
0315,Frogner,2011,8,1146,1166,1218,52,3450367,3010.79,11032.99,7903.94,741
0315,Frogner,2011,9,1166,1184,1240,56,3507656,3008.28,10999.63,7946.27,761
0315,Frogner,2011,10,1184,1182,1256,74,3557392,3004.55,11006.77,7991.33,782
0315,Frogner,2011,11,1182,1185,1246,61,3561308,3012.95,10874.41,7976.32,788
0315,Frogner,2011,12,1185,1216,1252,36,3582579,3023.27,10835.47,7987.04,794
0315,Frogner,2012,1,1216,1186,1266,80,3664097,3013.24,10837.65,8013.07,823
0315,Frogner,2012,2,1186,1216,1258,42,3597648,3033.43,10818.39,8082.47,816
0315,Frogner,2012,3,1216,1236,1290,54,3699860,3042.65,10719.67,8113.53,845
0315,Frogner,2012,4,1236,1252,1292,40,3773187,3052.74,10645.9,8160.48,866
0315,Frogner,2012,5,1252,1239,1299,60,3833622,3062.0,10579.59,8192.44,885
0315,Frogner,2012,6,1239,1265,1302,37,3806768,3072.45,10544.22,8230.36,882
0315,Frogner,2012,7,1265,1158,1305,147,3886715,3072.5,10523.47,8254.31,901
0315,Frogner,2012,8,1158,1178,1219,41,3415917,2949.84,11244.86,8329.05,837
0315,Frogner,2012,9,1178,1174,1226,52,3472611,2947.89,11270.21,8368.77,858
0315,Frogner,2012,10,1174,1176,1214,38,3480515,2964.66,11191.17,8347.81,858
0315,Frogner,2012,11,1176,1198,1244,46,3485892,2964.19,11225.54,8399.38,865
0315,Frogner,2012,12,1198,1204,1237,33,3560668,2972.18,11180.0,8460.64,892
0315,Frogner,2013,1,1204,1193,1257,64,3580914,2974.18,11188.33,8527.07,902
0315,Frogner,2013,2,1193,1106,1238,132,3567500,2990.36,11048.92,8565.89,904
0315,Frogner,2013,3,1106,1137,1169,32,3300585,2984.25,11220.43,8583.27,840
0315,Frogner,2013,4,1137,1177,1218,41,3403247,2993.18,11121.06,8614.04,875
0315,Frogner,2013,5,1177,1194,1233,39,3544590,3011.55,10963.96,8616.77,909
0315,Frogner,2013,6,1194,1212,1249,37,3609500,3023.03,10852.26,8641.52,926
0315,Frogner,2013,7,1212,1120,1244,124,3667669,3026.13,10819.21,8677.51,942
0315,Frogner,2013,8,1120,1114,1189,75,3257621,2908.59,11534.56,8717.97,879
0315,Frogner,2013,9,1114,1141,1186,45,3258108,2924.69,11398.12,8707.52,879
0315,Frogner,2013,10,1141,1144,1208,64,3336982,2924.61,11389.29,8699.44,902
0315,Frogner,2013,11,1144,1178,1222,44,3358016,2935.33,11312.09,8738.18,907
0315,Frogner,2013,12,1178,1197,1245,48,3481157,2955.14,11156.21,8793.12,941
0315,Frogner,2014,1,1197,1179,1250,71,3548088,2964.15,11126.25,8843.71,967
0315,Frogner,2014,2,1179,1217,1274,57,3572815,3030.38,11162.29,8860.16,943
0315,Frogner,2014,3,1217,1233,1281,48,3694803,3035.99,11135.65,8880.49,980
0315,Frogner,2014,4,1233,1276,1325,49,3761232,3050.47,11041.16,8895.75,997
0315,Frogner,2014,5,1276,1301,1350,49,3899328,3055.9,10982.7,8943.79,1038
0315,Frogner,2014,6,1301,1328,1383,55,3993175,3069.31,10946.83,8948.87,1056
0315,Frogner,2014,7,1328,1241,1365,124,4088705,3078.84,10809.67,8961.38,1082
0315,Frogner,2014,8,1241,1249,1315,66,3653714,2944.17,11367.59,9034.88,1030
0315,Frogner,2014,9,1249,1266,1319,53,3703100,2964.85,11207.91,9070.75,1046
0315,Frogner,2014,10,1266,1285,1360,75,3760380,2970.28,11137.34,9130.62,1063
0315,Frogner,2014,11,1285,1310,1364,54,3836305,2985.45,11122.45,9226.06,1086
0315,Frogner,2014,12,1310,1302,1354,52,3912231,2986.44,10978.88,9242.76,1105
0315,Frogner,2015,1,1302,1246,1354,108,3896892,2993.0,10945.54,9266.19,1101
0315,Frogner,2015,2,1246,1272,1333,61,3842381,3083.77,11055.48,9352.77,1020
0315,Frogner,2015,3,1272,1301,1353,52,3922382,3083.63,10994.74,9366.3,1045
0315,Frogner,2015,4,1301,1312,1363,51,4035638,3101.95,10826.13,9415.09,1076
0315,Frogner,2015,5,1312,1329,1362,33,4085067,3113.62,10714.5,9462.34,1096
0315,Frogner,2015,6,1329,1334,1383,49,4153468,3125.26,10650.74,9522.57,1116
0315,Frogner,2015,7,1334,1234,1370,136,4160054,3118.48,10637.94,9530.99,1118
0315,Frogner,2015,8,1234,1256,1304,48,3776416,3060.3,10862.05,9589.44,1043
0315,Frogner,2015,9,1256,1247,1323,76,3854005,3068.48,10857.8,9651.66,1068
0315,Frogner,2015,10,1247,1253,1319,66,3838724,3078.37,10789.6,9633.2,1063
0315,Frogner,2015,11,1253,1281,1331,50,3847710,3070.8,10794.43,9599.14,1068
0315,Frogner,2015,12,1281,1281,1329,48,3962143,3093.01,10594.98,9580.97,1085
0315,Frogner,2016,1,1281,1262,1353,91,3953781,3086.48,10635.03,9570.57,1084
0315,Frogner,2016,2,1262,1288,1341,53,4087970,3239.28,10579.16,9627.6,1066
0315,Frogner,2016,3,1288,1312,1364,52,4182399,3247.2,10474.72,9635.37,1088
0315,Frogner,2016,4,1312,1337,1385,48,4283356,3264.75,10381.31,9658.86,1113
0315,Frogner,2016,5,1337,1347,1394,47,4361647,3262.26,10332.41,9699.24,1137
0315,Frogner,2016,6,1347,1364,1415,51,4420032,3281.39,10195.16,9704.34,1149
0315,Frogner,2016,7,1364,1240,1424,184,4470776,3277.7,10087.1,9683.38,1164
0315,Frogner,2016,8,1240,1290,1367,77,3935990,3174.19,10502.23,9646.72,1059
0315,Frogner,2016,9,1290,1301,1377,76,4120203,3193.96,10444.15,9786.13,1113
0315,Frogner,2016,10,1301,1310,1371,61,4164516,3201.01,10415.27,9833.83,1123
0315,Frogner,2016,11,1310,1334,1394,60,4201900,3207.56,10430.08,9893.6,1133
0315,Frogner,2016,12,1334,1355,1411,56,4307582,3229.07,10200.88,9913.01,1160
0315,Frogner,2017,1,1355,1093,1452,359,4403614,3249.9,10120.91,9953.98,1180
0315,Frogner,2017,2,1093,1198,1503,305,3595934,3289.97,9991.98,9992.07,943
0315,Frogner,2017,3,1198,1220,1555,335,3943751,3291.95,10143.4,9984.08,1043
0315,Frogner,2017,4,1220,1244,1455,211,4055393,3324.09,9986.17,9932.03,1057
0315,Frogner,2017,5,1244,1132,1431,299,4110178,3304.0,10097.67,9952.14,1073
0315,Frogner,2017,6,1132,1211,1447,236,3731985,3296.81,9679.84,10031.58,978
0315,Frogner,2017,7,1211,1175,1449,274,4110217,3394.07,10285.5,9991.96,1031
0315,Frogner,2017,8,1175,1223,1454,231,3998435,3402.92,10081.94,10026.17,997
0315,Frogner,2017,9,1223,1239,1439,200,4198989,3433.35,10080.49,10027.32,1042
0315,Frogner,2017,10,1239,1148,1455,307,4170272,3365.84,10604.25,10060.0,1063
0315,Frogner,2017,11,1148,1237,1457,220,3855984,3358.87,10427.88,10140.97,984
0315,Frogner,2017,12,1237,1254,1449,195,4158727,3361.95,10485.68,10113.51,1058
0315,Frogner,2018,1,1254,1193,1463,270,4238895,3380.3,10492.03,10133.08,1075
0315,Frogner,2018,2,1193,1277,1474,197,3996340,3349.82,10329.89,10186.85,1024
0315,Frogner,2018,3,1277,1300,1497,197,4269521,3343.4,10711.79,10170.55,1097
0315,Frogner,2018,4,1300,1207,1512,305,4389125,3376.25,10449.72,10169.21,1111
0315,Frogner,2018,5,1207,1295,1530,235,4050985,3356.24,10229.65,10182.01,1032
0315,Frogner,2018,6,1295,1200,1527,327,4302924,3322.72,10602.46,10163.74,1109
0315,Frogner,2018,7,1200,1165,1500,335,3969678,3308.07,10712.44,10194.04,1023
0315,Frogner,2018,8,1165,1233,1490,257,4012332,3444.06,9948.4,10208.8,988
0315,Frogner,2018,9,1233,1265,1473,208,4266666,3460.39,10048.39,10177.69,1047
0315,Frogner,2018,10,1265,1124,1508,384,4347753,3436.96,10360.52,10233.21,1074
0315,Frogner,2018,11,1124,1249,1466,217,3922474,3489.75,9632.18,10217.21,945
0315,Frogner,2018,12,1249,1170,1454,284,4295921,3439.49,10111.52,10190.61,1051
0315,Frogner,2019,1,1170,1272,1474,202,4044832,3457.12,9727.12,10180.63,983
0315,Frogner,2019,2,1272,1285,1512,227,4433854,3485.73,9918.56,10270.35,1082
0315,Frogner,2019,3,1285,1331,1511,180,4477698,3484.59,10011.4,10243.85,1087
0315,Frogner,2019,4,1331,1194,1517,323,4622337,3472.83,10099.9,10278.09,1128
0315,Frogner,2019,5,1194,1278,1526,248,4232822,3545.08,9492.43,10363.14,1020
0315,Frogner,2019,6,1278,1238,1511,273,4436283,3471.27,9943.42,10343.46,1095
0315,Frogner,2019,7,1238,1176,1471,295,4319454,3489.06,10085.72,10292.76,1028
0315,Frogner,2019,8,1176,1239,1448,209,4355291,3703.48,9634.45,10349.46,969
0315,Frogner,2019,9,1239,1166,1472,306,4566625,3685.73,9926.23,10369.57,1024
0315,Frogner,2019,10,1166,1202,1441,239,4284245,3674.31,10075.41,10516.48,975
0315,Frogner,2019,11,1202,1227,1461,234,4388755,3651.21,10257.29,10486.58,1002
0315,Frogner,2019,12,1227,1132,1444,312,4501866,3669.0,10417.59,10482.07,1031
0315,Frogner,2020,1,1132,1233,1433,200,4204347,3714.09,9957.86,10571.06,960
0315,Frogner,2020,2,1233,1211,1433,222,4488505,3640.31,10364.93,10532.7,1035
0315,Frogner,2020,3,1211,1148,1476,328,4452689,3676.87,10267.38,10548.9,1014
0315,Frogner,2020,4,1148,1330,1517,187,4212585,3669.5,10085.45,10665.38,966
0315,Frogner,2020,5,1330,1320,1585,265,5833021,4385.73,10584.65,10676.59,902
0315,Frogner,2020,6,1320,1246,1597,351,5696522,4315.55,10674.53,10708.19,904
0315,Frogner,2020,7,1246,1379,1618,239,5468555,4388.89,11027.91,10697.39,800
0315,Frogner,2020,8,1379,1339,1626,287,5991128,4344.55,11217.16,10636.21,878
0315,Frogner,2020,9,1339,1380,1609,229,5686043,4246.48,11370.76,10718.66,861
0315,Frogner,2020,10,1380,1391,1624,233,5881570,4262.01,11426.04,10707.84,902
0315,Frogner,2020,11,1391,1203,1615,412,5873174,4222.27,11718.76,10695.37,903
0315,Frogner,2020,12,1203,1249,1584,335,4434829,3686.47,10333.94,10639.74,1001
0315,Frogner,2021,1,1249,1295,1630,335,4572397,3660.85,10584.89,10621.08,1038
0315,Frogner,2021,2,1295,1325,1564,239,4522264,3492.1,11495.97,10651.81,1088
0315,Frogner,2021,3,1325,1184,1582,398,4610983,3479.99,11618.74,10647.18,1106
0315,Frogner,2021,4,1184,1330,1568,238,4113217,3474.0,11486.95,10822.26,993
0315,Frogner,2021,5,1330,1104,1528,424,4573686,3438.86,12027.17,10732.46,1116
0315,Frogner,2021,6,1104,1074,1488,414,3691553,3343.8,11899.95,10820.1,934
0315,Frogner,2021,7,1074,1180,1456,276,3783917,3523.2,12395.75,10795.17,862
0315,Frogner,2021,8,1180,1065,1442,377,4222068,3578.02,12415.65,10785.17,948
0315,Frogner,2021,9,1065,1118,1378,260,3820033,3586.89,11953.41,10842.54,858
0315,Frogner,2021,10,1118,1130,1349,219,4001107,3578.81,12323.81,10740.55,907
0315,Frogner,2021,11,1130,1012,1346,334,4040115,3575.32,12342.79,10764.16,910
0315,Frogner,2021,12,1012,1215,1423,208,3689378,3645.63,11893.89,10852.2,818
0315,Frogner,2022,1,1215,1284,1539,255,4344838,3576.0,13745.45,10872.29,996
0315,Frogner,2022,2,1284,1356,1607,251,4571938,3560.7,14247.98,10974.31,1041
0315,Frogner,2022,3,1356,1343,1637,294,4920926,3629.0,14248.92,10963.69,1093
0315,Frogner,2022,4,1343,1384,1681,297,4837139,3601.74,14430.16,11033.36,1090
0315,Frogner,2022,5,1384,1329,1636,307,5034723,3637.81,14378.1,11112.09,1137
0315,Frogner,2022,6,1329,1291,1652,361,4656180,3503.52,14521.1,11115.13,1108
0315,Frogner,2022,7,1291,1394,1622,228,4395455,3404.69,15607.2,11116.03,1063
0315,Frogner,2022,8,1394,1363,1691,328,5032257,3609.94,14883.53,11241.01,1157
0315,Frogner,2022,9,1363,1399,1713,314,4715351,3459.54,15237.9,11365.39,1144
0315,Frogner,2022,10,1399,1374,1694,320,5004405,3577.13,15062.01,11323.78,1163
0315,Frogner,2022,11,1374,1470,1751,281,4795818,3490.41,15764.29,11446.96,1165
0315,Frogner,2022,12,1470,1491,1797,306,5134287,3492.71,15997.58,11483.24,1240
0315,Frogner,2023,1,1491,1493,1810,317,5207602,3492.69,15979.25,11472.92,1254
0315,Frogner,2023,2,1493,1571,1831,260,5041543,3376.79,16216.45,11613.17,1271
0315,Frogner,2023,3,1571,1580,1832,252,5471052,3482.53,16171.39,11655.73,1333
0315,Frogner,2023,4,1580,1581,1851,270,5554080,3515.24,16113.72,11719.9,1343
0315,Frogner,2023,5,1581,1454,1848,394,5538395,3503.1,16118.67,11713.0,1340
0315,Frogner,2023,6,1454,1482,1830,348,4862005,3343.88,16669.37,11861.36,1248
0315,Frogner,2023,7,1482,1492,1827,335,5449694,3677.26,15575.7,11840.75,1219
0315,Frogner,2023,8,1492,1559,1793,234,5106248,3422.42,17200.22,11957.1,1241
0315,Frogner,2023,9,1559,1531,1783,252,5518214,3539.59,16808.32,11923.74,1288
0315,Frogner,2023,10,1531,1456,1773,317,5388768,3519.77,16893.46,11972.64,1270
0315,Frogner,2023,11,1456,1545,1807,262,4905585,3369.22,17571.49,12126.02,1222
0315,Frogner,2023,12,1545,1552,1798,246,5440874,3521.6,17003.71,12098.75,1283
0315,Frogner,2024,1,1552,1536,1854,318,5508753,3549.45,16803.45,12144.33,1295
0315,Frogner,2024,2,1536,1621,1851,230,5271612,3432.04,16998.21,12216.85,1289
0315,Frogner,2024,3,1621,1661,1871,210,5669800,3497.72,16961.94,12202.01,1350
0315,Frogner,2024,4,1661,1182,1856,674,5839382,3515.58,16881.29,12315.65,1386
0315,Frogner,2024,5,1182,1260,1832,572,4519962,3823.99,13534.92,12515.42,985
0315,Frogner,2024,6,1260,1294,1881,587,4780721,3794.22,13891.54,12403.47,1042
0315,Frogner,2024,7,1294,1426,1920,494,5393333,4167.95,13338.79,12564.93,1045
0315,Frogner,2024,8,1426,1440,1704,264,5563910,3901.76,15601.16,12478.86,1121
0315,Frogner,2024,9,1440,1313,1767,454,5673043,3939.61,15500.83,12534.2,1146
0315,Frogner,2024,10,1313,1425,1814,389,5180237,3945.34,15426.61,12922.42,1077
0315,Frogner,2024,11,1425,1433,1735,302,5587460,3921.02,15846.3,12951.04,1169
0315,Frogner,2024,12,1433,1328,1710,382,5610575,3915.27,15974.53,12978.33,1184
0315,Frogner,2025,1,1328,1473,1708,235,5245053,3949.59,15892.94,13076.2,1105
0315,Frogner,2025,2,1473,1498,1709,211,5814354,3947.29,16008.24,13123.24,1234
0315,Frogner,2025,3,1498,1509,1724,215,5905118,3942.0,15908.61,13184.05,1261
0315,Frogner,2025,4,1509,1495,1729,234,5921037,3923.82,16022.08,13333.26,1280
0315,Frogner,2025,5,1495,1433,1702,269,5903567,3948.87,15802.21,13315.01,1268
0315,Frogner,2025,6,1433,1293,1692,399,5609124,3914.25,15784.16,13315.5,1215
0315,Frogner,2025,7,1293,1325,1673,348,5855910,4528.93,14272.8,13455.43,1047
0315,Frogner,2025,8,1325,1337,1677,340,5715990,4313.95,15351.57,13543.27,1082
0315,Frogner,2025,9,1337,1332,1624,292,5768076,4314.19,15469.49,13619.09,1091
0315,Frogner,2025,10,1332,1340,1609,269,5725690,4298.57,15676.69,13684.84,1091
0315,Frogner,2025,11,1340,1342,1624,282,5753661,4293.78,15670.79,13754.1,1104
0315,Frogner,2025,12,1342,1333,1593,260,5719610,4262.0,15711.91,13722.7,1098
0315,Frogner,2026,1,1333,1338,1598,260,5690891,4269.24,15766.41,13808.14,1102
0315,Frogner,2026,2,1338,1357,1589,232,5804424,4338.13,15383.05,13894.69,1113
0315,Frogner,2026,3,1357,1348,1564,216,5904253,4350.96,15367.97,14022.88,1143
0315,Frogner,2026,4,1348,1340,1552,212,5802808,4304.75,15456.53,14082.28,1136
0315,Frogner,2026,5,1340,1324,1574,250,5810204,4335.97,15396.14,14123.27,1130
0315,Frogner,2026,6,1324,1265,1592,327,5706205,4309.82,15664.61,14133.56,1119
0315,Frogner,2026,7,1265,0,0,0,5851687,4625.84,15177.89,14206.19,1035
0316,Ullern,2010,1,0,284,315,31,0,,,,0
0316,Ullern,2010,2,284,299,314,15,876907,3087.7,10365.99,7088.95,136
0316,Ullern,2010,3,299,310,320,10,916293,3064.53,10400.43,7155.56,146
0316,Ullern,2010,4,310,324,334,10,942493,3040.3,10469.6,7192.68,154
0316,Ullern,2010,5,324,331,342,11,986036,3043.32,10443.7,7165.94,160
0316,Ullern,2010,6,331,336,347,11,1002906,3029.93,10380.42,7149.96,165
0316,Ullern,2010,7,336,305,347,42,1016983,3026.74,10359.25,7193.89,167
0316,Ullern,2010,8,305,309,317,8,906696,2972.77,11118.29,7189.6,155
0316,Ullern,2010,9,309,309,325,16,918217,2971.58,11153.49,7249.16,158
0316,Ullern,2010,10,309,309,330,21,916548,2966.17,11044.54,7256.06,159
0316,Ullern,2010,11,309,323,343,20,910414,2946.32,11229.3,7256.29,158
0316,Ullern,2010,12,323,329,339,10,951248,2945.04,11245.47,7291.75,164
0316,Ullern,2011,1,329,323,342,19,973584,2959.22,11010.06,7293.47,168
0316,Ullern,2011,2,323,328,340,12,960774,2974.53,10965.76,7353.93,170
0316,Ullern,2011,3,328,333,344,11,974175,2970.05,10994.08,7362.02,174
0316,Ullern,2011,4,333,337,350,13,990542,2974.6,10927.93,7370.21,177
0316,Ullern,2011,5,337,355,364,9,995584,2954.26,11015.04,7442.04,184
0316,Ullern,2011,6,355,361,371,10,1037054,2921.28,11005.31,7414.03,190
0316,Ullern,2011,7,361,331,376,45,1061303,2939.9,10867.93,7467.77,195
0316,Ullern,2011,8,331,333,354,21,981833,2966.26,11404.27,7490.59,165
0316,Ullern,2011,9,333,340,350,10,977695,2936.02,11501.25,7518.09,169
0316,Ullern,2011,10,340,344,366,22,999220,2938.88,11449.05,7593.12,175
0316,Ullern,2011,11,344,348,360,12,1017161,2956.86,11395.71,7573.73,179
0316,Ullern,2011,12,348,341,355,14,1043479,2998.5,11281.35,7641.77,186
0316,Ullern,2012,1,341,332,361,29,1028972,3017.51,11258.55,7670.63,181
0316,Ullern,2012,2,332,328,348,20,1005207,3027.73,11169.7,7683.74,180
0316,Ullern,2012,3,328,341,364,23,1003038,3058.04,11167.75,7723.85,181
0316,Ullern,2012,4,341,348,367,19,1031538,3025.04,11195.46,7761.89,193
0316,Ullern,2012,5,348,347,365,18,1055003,3031.62,11066.21,7728.16,199
0316,Ullern,2012,6,347,352,362,10,1052339,3032.68,11076.09,7685.46,194
0316,Ullern,2012,7,352,318,369,51,1070657,3041.64,11040.6,7728.2,197
0316,Ullern,2012,8,318,326,340,14,919778,2892.38,11912.19,7645.89,176
0316,Ullern,2012,9,326,331,343,12,946272,2902.67,11624.58,7640.19,180
0316,Ullern,2012,10,331,334,349,15,958812,2896.71,11543.9,7714.14,188
0316,Ullern,2012,11,334,334,353,19,969436,2902.5,11561.54,7770.99,192
0316,Ullern,2012,12,334,337,352,15,974218,2916.82,11584.29,7868.38,193
0316,Ullern,2013,1,337,324,343,19,979276,2905.86,11574.76,7874.01,198
0316,Ullern,2013,2,324,305,346,41,944383,2914.76,11573.17,7909.24,189
0316,Ullern,2013,3,305,311,328,17,884763,2900.86,11454.74,7923.16,174
0316,Ullern,2013,4,311,324,342,18,905481,2911.51,11441.02,7984.89,181
0316,Ullern,2013,5,324,324,338,14,948682,2928.03,11314.94,7978.41,192
0316,Ullern,2013,6,324,332,346,14,950937,2934.99,11246.17,7951.19,193
0316,Ullern,2013,7,332,308,351,43,971570,2926.42,11167.16,7978.84,198
0316,Ullern,2013,8,308,306,327,21,881574,2862.25,11387.77,8093.41,187
0316,Ullern,2013,9,306,314,334,20,871244,2847.2,11792.89,8121.08,189
0316,Ullern,2013,10,314,318,335,17,895712,2852.59,11627.99,8180.08,196
0316,Ullern,2013,11,318,323,335,12,915642,2879.38,11687.79,8286.29,206
